mz__rtMin,putative_mw,mz,rtMin,ion,lcms_run
420.77069__0.526,421.77797,420.77069,0.526,[M-H]-1,high-bps-wk07-wk22
177.03952__0.47,178.04649,177.03952,0.47,[M-H]-1,high-bps-wk07-wk22
351.21797__1.527,352.22525,351.21797,1.527,[M-H]-1,high-bps-wk07-wk22
282.98529__0.999,283.99257,282.98529,0.999,[M-H]-1,high-bps-wk07-wk22
311.11347__2.58,312.12073,311.11347,2.58,[M-H]-1,high-bps-wk07-wk22
288.61971__1.449,579.25396,288.61971,1.449,[M-2H]-2,high-bps-wk07-wk22
287.61194__1.477,577.23843,287.61194,1.477,[M-2H]-2,high-bps-wk07-wk22
287.61207__1.483,288.61935,287.61207,1.483,[M-H]-1,high-bps-wk07-wk22
288.61999__1.488,289.6273,288.61999,1.488,[M-H]-1,high-bps-wk07-wk22
262.00103__0.651,263.0083,262.00103,0.651,[M-H]-1,high-bps-wk07-wk22
538.75388__0.538,539.76116,538.75388,0.538,[M-H]-1,high-bps-wk07-wk22
295.11792__2.646,296.12514,295.11792,2.646,[M-H]-1,high-bps-wk07-wk22
337.03894__1.317,338.04622,337.03894,1.317,[M-H]-1,high-bps-wk07-wk22
449.24415__1.836,414.27474,449.24415,1.836,[M+Cl]-1,high-bps-wk07-wk22
449.24408__1.84,450.25136,449.24408,1.84,[M-H]-1,high-bps-wk07-wk22
358.84319__0.532,359.85047,358.84319,0.532,[M-H]-1,high-bps-wk07-wk22
166.03856__1.926,167.04583,166.03856,1.926,[M-H]-1,high-bps-wk07-wk22
301.15916__1.483,302.16644,301.15916,1.483,[M-H]-1,high-bps-wk07-wk22
216.92788__4.876,217.93504,216.92788,4.876,[M-H]-1,high-bps-wk07-wk22
107.01562__2.383,108.02288,107.01562,2.383,[M-H]-1,high-bps-wk07-wk22
355.13953__1.342,356.1468,355.13953,1.342,[M-H]-1,high-bps-wk07-wk22
341.16045__2.128,342.16775,341.16045,2.128,[M-H]-1,high-bps-wk07-wk22
443.25957__1.592,444.26685,443.25957,1.592,[M-H]-1,high-bps-wk07-wk22
381.26001__2.61,382.26729,381.26001,2.61,[M-H]-1,high-bps-wk07-wk22
152.87097__1.801,153.87825,152.87097,1.801,[M-H]-1,high-bps-wk07-wk22
186.97262__1.954,187.97987,186.97262,1.954,[M-H]-1,high-bps-wk07-wk22
83.02368__1.18,84.03099,83.02368,1.18,[M-H]-1,high-bps-wk07-wk22
336.8877__0.929,337.8949,336.8877,0.929,[M-H]-1,high-bps-wk07-wk22
262.00214__0.63,263.00937,262.00214,0.63,[M-H]-1,high-bps-wk07-wk22
292.97065__0.596,293.97793,292.97065,0.596,[M-H]-1,high-bps-wk07-wk22
357.19187__1.785,358.1975,357.19187,1.785,[M-H]-1,high-bps-wk07-wk22
145.01343__0.446,146.0209,145.01343,0.446,[M-H]-1,high-bps-wk07-wk22
147.98851__1.173,148.99578,147.98851,1.173,[M-H]-1,high-bps-wk07-wk22
438.86035__0.467,439.86765,438.86035,0.467,[M-H]-1,high-bps-wk07-wk22
176.90902__0.499,177.91688,176.90902,0.499,[M-H]-1,high-bps-wk07-wk22
563.269__1.458,564.27627,563.269,1.458,[M-H]-1,high-bps-wk07-wk22
409.86393__1.453,410.87121,409.86393,1.453,[M-H]-1,high-bps-wk07-wk22
206.04518__0.638,207.05246,206.04518,0.638,[M-H]-1,high-bps-wk07-wk22
327.99891__0.473,329.00618,327.99891,0.473,[M-H]-1,high-bps-wk07-wk22
122.93894__0.693,123.94622,122.93894,0.693,[M-H]-1,high-bps-wk07-wk22
327.21734__1.999,328.22414,327.21734,1.999,[M-H]-1,high-bps-wk07-wk22
287.0562__1.298,288.06348,287.0562,1.298,[M-H]-1,high-bps-wk07-wk22
160.84104__4.212,161.84832,160.84104,4.212,[M-H]-1,high-bps-wk07-wk22
423.27509__1.569,424.28235,423.27509,1.569,[M-H]-1,high-bps-wk07-wk22
303.14506__1.497,304.15236,303.14506,1.497,[M-H]-1,high-bps-wk07-wk22
269.06597__2.294,210.05201,269.06597,2.294,[M-H+HAc]-1,high-bps-wk07-wk22
447.13638__1.957,448.14366,447.13638,1.957,[M-H]-1,high-bps-wk07-wk22
239.06695__1.504,240.07422,239.06695,1.504,[M-H]-1,high-bps-wk07-wk22
204.0328__0.72,205.04007,204.0328,0.72,[M-H]-1,high-bps-wk07-wk22
206.04513__0.732,207.05241,206.04513,0.732,[M-H]-1,high-bps-wk07-wk22
156.92434__1.559,157.93162,156.92434,1.559,[M-H]-1,high-bps-wk07-wk22
159.07635__0.895,160.08363,159.07635,0.895,[M-H]-1,high-bps-wk07-wk22
167.03221__2.107,168.03947,167.03221,2.107,[M-H]-1,high-bps-wk07-wk22
192.96271__0.467,147.96436,192.96271,0.467,[M+FA-H]-1,high-bps-wk07-wk22
307.19101__1.596,308.19829,307.19101,1.596,[M-H]-1,high-bps-wk07-wk22
345.19189__1.486,346.19923,345.19189,1.486,[M-H]-1,high-bps-wk07-wk22
343.14007__1.406,344.14733,343.14007,1.406,[M-H]-1,high-bps-wk07-wk22
188.04519__0.576,189.05247,188.04519,0.576,[M-H]-1,high-bps-wk07-wk22
560.59059__0.501,561.59787,560.59059,0.501,[M-H]-1,high-bps-wk07-wk22
58.99456__1.323,78.0124,58.99456,1.323,[M-H-H2O]-1,high-bps-wk07-wk22
325.12897__1.477,326.1362,325.12897,1.477,[M-H]-1,high-bps-wk07-wk22
299.04348__3.567,300.05076,299.04348,3.567,[M-H]-1,high-bps-wk07-wk22
58.9946__1.32,60.0019,58.9946,1.32,[M-H]-1,high-bps-wk07-wk22
240.96638__0.471,241.97366,240.96638,0.471,[M-H]-1,high-bps-wk07-wk22
305.17581__1.617,306.18313,305.17581,1.617,[M-H]-1,high-bps-wk07-wk22
305.17594__1.632,324.19369,305.17594,1.632,[M-H-H2O]-1,high-bps-wk07-wk22
92.92661__4.636,93.93389,92.92661,4.636,[M-H]-1,high-bps-wk07-wk22
92.92662__4.845,93.9339,92.92662,4.845,[M-H]-1,high-bps-wk07-wk22
538.829__0.581,539.83621,538.829,0.581,[M-H]-1,high-bps-wk07-wk22
168.92699__1.116,169.93427,168.92699,1.116,[M-H]-1,high-bps-wk07-wk22
402.77875__0.525,403.78603,402.77875,0.525,[M-H]-1,high-bps-wk07-wk22
118.02855__1.069,119.03598,118.02855,1.069,[M-H]-1,high-bps-wk07-wk22
312.86485__0.561,313.87208,312.86485,0.561,[M-H]-1,high-bps-wk07-wk22
146.92225__4.852,147.92953,146.92225,4.852,[M-H]-1,high-bps-wk07-wk22
199.16973__2.049,200.17707,199.16973,2.049,[M-H]-1,high-bps-wk07-wk22
91.96609__1.332,92.97337,91.96609,1.332,[M-H]-1,high-bps-wk07-wk22
471.242__1.54,472.24928,471.242,1.54,[M-H]-1,high-bps-wk07-wk22
108.90063__0.521,109.90787,108.90063,0.521,[M-H]-1,high-bps-wk07-wk22
328.85875__0.564,329.86603,328.85875,0.564,[M-H]-1,high-bps-wk07-wk22
328.85865__0.556,291.91007,328.85865,0.556,[M-2H+K]-1,high-bps-wk07-wk22
241.01176__0.603,242.01904,241.01176,0.603,[M-H]-1,high-bps-wk07-wk22
176.90912__0.63,177.91676,176.90912,0.63,[M-H]-1,high-bps-wk07-wk22
255.82203__0.422,256.8293,255.82203,0.422,[M-H]-1,high-bps-wk07-wk22
464.73158__0.523,465.73952,464.73158,0.523,[M-H]-1,high-bps-wk07-wk22
403.30639__2.585,404.31371,403.30639,2.585,[M-H]-1,high-bps-wk07-wk22
333.20688__1.657,334.21432,333.20688,1.657,[M-H]-1,high-bps-wk07-wk22
242.11139__2.773,261.12939,242.11139,2.773,[M-H-H2O]-1,high-bps-wk07-wk22
272.03884__1.386,273.04611,272.03884,1.386,[M-H]-1,high-bps-wk07-wk22
338.88776__0.617,301.93912,338.88776,0.617,[M-2H+K]-1,high-bps-wk07-wk22
338.88809__0.593,339.89536,338.88809,0.593,[M-H]-1,high-bps-wk07-wk22
351.23305__2.368,352.24033,351.23305,2.368,[M-H]-1,high-bps-wk07-wk22
397.15837__1.821,398.16564,397.15837,1.821,[M-H]-1,high-bps-wk07-wk22
200.9171__0.939,201.92438,200.9171,0.939,[M-H]-1,high-bps-wk07-wk22
257.81932__0.433,258.82659,257.81932,0.433,[M-H]-1,high-bps-wk07-wk22
125.87192__1.947,126.8792,125.87192,1.947,[M-H]-1,high-bps-wk07-wk22
307.1913__1.529,248.1778,307.1913,1.529,[M-H+HAc]-1,high-bps-wk07-wk22
655.15945__2.374,656.16672,655.15945,2.374,[M-H]-1,high-bps-wk07-wk22
400.90911__0.592,401.91639,400.90911,0.592,[M-H]-1,high-bps-wk07-wk22
232.92417__1.507,233.93144,232.92417,1.507,[M-H]-1,high-bps-wk07-wk22
363.18176__1.443,364.18953,363.18176,1.443,[M-H]-1,high-bps-wk07-wk22
296.87895__1.33,297.88622,296.87895,1.33,[M-H]-1,high-bps-wk07-wk22
191.01902__1.159,192.02627,191.01902,1.159,[M-H]-1,high-bps-wk07-wk22
571.11175__2.201,572.11903,571.11175,2.201,[M-H]-1,high-bps-wk07-wk22
510.66412__0.513,511.6714,510.66412,0.513,[M-H]-1,high-bps-wk07-wk22
191.09178__1.621,192.09906,191.09178,1.621,[M-H]-1,high-bps-wk07-wk22
269.08816__1.633,270.09543,269.08816,1.633,[M-H]-1,high-bps-wk07-wk22
264.93432__0.598,265.94165,264.93432,0.598,[M-H]-1,high-bps-wk07-wk22
425.24747__1.69,426.25475,425.24747,1.69,[M-H]-1,high-bps-wk07-wk22
475.26756__1.59,476.27483,475.26756,1.59,[M-H]-1,high-bps-wk07-wk22
217.14382__1.493,218.15115,217.14382,1.493,[M-H]-1,high-bps-wk07-wk22
349.20015__1.529,350.20747,349.20015,1.529,[M-H]-1,high-bps-wk07-wk22
245.98986__0.835,246.99714,245.98986,0.835,[M-H]-1,high-bps-wk07-wk22
313.20248__1.869,314.20976,313.20248,1.869,[M-H]-1,high-bps-wk07-wk22
72.00764__0.107,73.01492,72.00764,0.107,[M-H]-1,high-bps-wk07-wk22
227.99457__0.664,229.00143,227.99457,0.664,[M-H]-1,high-bps-wk07-wk22
396.21804__2.375,397.22533,396.21804,2.375,[M-H]-1,high-bps-wk07-wk22
343.17549__3.039,298.17792,343.17549,3.039,[M+FA-H]-1,high-bps-wk07-wk22
367.35814__3.836,368.36541,367.35814,3.836,[M-H]-1,high-bps-wk07-wk22
187.94756__1.14,188.95484,187.94756,1.14,[M-H]-1,high-bps-wk07-wk22
283.2285__2.445,284.23574,283.2285,2.445,[M-H]-1,high-bps-wk07-wk22
74.98926__2.381,94.00711,74.98926,2.381,[M-H-H2O]-1,high-bps-wk07-wk22
114.00057__1.177,115.00785,114.00057,1.177,[M-H]-1,high-bps-wk07-wk22
357.19196__1.466,358.19923,357.19196,1.466,[M-H]-1,high-bps-wk07-wk22
275.15066__1.395,276.15749,275.15066,1.395,[M-H]-1,high-bps-wk07-wk22
239.16498__1.803,240.17225,239.16498,1.803,[M-H]-1,high-bps-wk07-wk22
370.85201__0.461,371.85929,370.85201,0.461,[M-H]-1,high-bps-wk07-wk22
213.03742__0.545,214.04466,213.03742,0.545,[M-H]-1,high-bps-wk07-wk22
301.14473__1.524,302.1511,301.14473,1.524,[M-H]-1,high-bps-wk07-wk22
114.00053__0.695,115.00785,114.00053,0.695,[M-H]-1,high-bps-wk07-wk22
393.10101__1.531,394.10829,393.10101,1.531,[M-H]-1,high-bps-wk07-wk22
301.14513__1.479,302.15237,301.14513,1.479,[M-H]-1,high-bps-wk07-wk22
155.03157__0.61,156.03896,155.03157,0.61,[M-H]-1,high-bps-wk07-wk22
220.96506__0.618,221.97234,220.96506,0.618,[M-H]-1,high-bps-wk07-wk22
110.98381__0.478,111.99077,110.98381,0.478,[M-H]-1,high-bps-wk07-wk22
243.01712__0.464,244.0244,243.01712,0.464,[M-H]-1,high-bps-wk07-wk22
243.01713__0.465,184.00326,243.01713,0.465,[M-H+HAc]-1,high-bps-wk07-wk22
480.8702__0.587,481.87766,480.8702,0.587,[M-H]-1,high-bps-wk07-wk22
341.16065__1.424,342.16801,341.16065,1.424,[M-H]-1,high-bps-wk07-wk22
158.92381__0.655,159.93115,158.92381,0.655,[M-H]-1,high-bps-wk07-wk22
146.94524__0.56,147.95251,146.94524,0.56,[M-H]-1,high-bps-wk07-wk22
295.1185__2.109,296.12578,295.1185,2.109,[M-H]-1,high-bps-wk07-wk22
450.31511__3.071,451.32238,450.31511,3.071,[M-H]-1,high-bps-wk07-wk22
210.07658__1.533,211.08386,210.07658,1.533,[M-H]-1,high-bps-wk07-wk22
283.22849__2.219,284.23565,283.22849,2.219,[M-H]-1,high-bps-wk07-wk22
469.26604__2.633,424.26797,469.26604,2.633,[M+FA-H]-1,high-bps-wk07-wk22
548.85796__0.659,513.88792,548.85796,0.659,[M+Cl]-1,high-bps-wk07-wk22
315.19671__1.847,316.20398,315.19671,1.847,[M-H]-1,high-bps-wk07-wk22
548.85769__0.59,549.86478,548.85769,0.59,[M-H]-1,high-bps-wk07-wk22
452.70597__0.515,453.71326,452.70597,0.515,[M-H]-1,high-bps-wk07-wk22
356.94052__0.615,357.94779,356.94052,0.615,[M-H]-1,high-bps-wk07-wk22
284.91582__0.592,285.92325,284.91582,0.592,[M-H]-1,high-bps-wk07-wk22
272.9387__0.462,273.94598,272.9387,0.462,[M-H]-1,high-bps-wk07-wk22
169.83301__0.466,170.84029,169.83301,0.466,[M-H]-1,high-bps-wk07-wk22
167.83559__0.467,168.84287,167.83559,0.467,[M-H]-1,high-bps-wk07-wk22
168.9447__1.331,169.95198,168.9447,1.331,[M-H]-1,high-bps-wk07-wk22
414.78297__0.497,415.79025,414.78297,0.497,[M-H]-1,high-bps-wk07-wk22
325.23839__1.669,326.2457,325.23839,1.669,[M-H]-1,high-bps-wk07-wk22
88.03901__0.472,89.04628,88.03901,0.472,[M-H]-1,high-bps-wk07-wk22
269.95816__0.491,288.97587,269.95816,0.491,[M-H-H2O]-1,high-bps-wk07-wk22
112.99762__0.785,114.0049,112.99762,0.785,[M-H]-1,high-bps-wk07-wk22
92.92656__4.384,93.93383,92.92656,4.384,[M-H]-1,high-bps-wk07-wk22
455.31699__1.923,456.32427,455.31699,1.923,[M-H]-1,high-bps-wk07-wk22
284.77484__0.511,285.78212,284.77484,0.511,[M-H]-1,high-bps-wk07-wk22
282.77784__0.512,283.78511,282.77784,0.512,[M-H]-1,high-bps-wk07-wk22
474.76108__0.531,475.76892,474.76108,0.531,[M-H]-1,high-bps-wk07-wk22
474.76247__0.528,475.77028,474.76247,0.528,[M-H]-1,high-bps-wk07-wk22
270.98871__0.873,271.99598,270.98871,0.873,[M-H]-1,high-bps-wk07-wk22
220.90717__0.686,221.91445,220.90717,0.686,[M-H]-1,high-bps-wk07-wk22
311.18656__2.361,312.19384,311.18656,2.361,[M-H]-1,high-bps-wk07-wk22
506.82226__0.556,507.82954,506.82226,0.556,[M-H]-1,high-bps-wk07-wk22
506.81805__0.552,507.82532,506.81805,0.552,[M-H]-1,high-bps-wk07-wk22
469.21152__2.243,470.21872,469.21152,2.243,[M-H]-1,high-bps-wk07-wk22
431.18429__1.754,432.19157,431.18429,1.754,[M-H]-1,high-bps-wk07-wk22
318.85071__0.531,319.85816,318.85071,0.531,[M-H]-1,high-bps-wk07-wk22
233.00551__0.471,234.01273,233.00551,0.471,[M-H]-1,high-bps-wk07-wk22
328.87978__0.562,329.88709,328.87978,0.562,[M-H]-1,high-bps-wk07-wk22
719.14915__2.593,720.15643,719.14915,2.593,[M-H]-1,high-bps-wk07-wk22
181.9754__0.641,182.98268,181.9754,0.641,[M-H]-1,high-bps-wk07-wk22
328.85112__1.439,329.8584,328.85112,1.439,[M-H]-1,high-bps-wk07-wk22
228.97324__4.485,229.98052,228.97324,4.485,[M-H]-1,high-bps-wk07-wk22
392.75183__0.515,393.75911,392.75183,0.515,[M-H]-1,high-bps-wk07-wk22
606.8175__0.587,607.82476,606.8175,0.587,[M-H]-1,high-bps-wk07-wk22
507.20554__1.588,508.21282,507.20554,1.588,[M-H]-1,high-bps-wk07-wk22
219.02725__0.557,220.03451,219.02725,0.557,[M-H]-1,high-bps-wk07-wk22
328.99029__0.469,283.99213,328.99029,0.469,[M+FA-H]-1,high-bps-wk07-wk22
328.99042__0.466,329.99789,328.99042,0.466,[M-H]-1,high-bps-wk07-wk22
313.18117__1.692,332.19902,313.18117,1.692,[M-H-H2O]-1,high-bps-wk07-wk22
259.96677__0.655,260.97404,259.96677,0.655,[M-H]-1,high-bps-wk07-wk22
626.79907__0.568,627.80634,626.79907,0.568,[M-H]-1,high-bps-wk07-wk22
234.04381__0.469,235.05109,234.04381,0.469,[M-H]-1,high-bps-wk07-wk22
234.0437__0.469,175.02972,234.0437,0.469,[M-H+HAc]-1,high-bps-wk07-wk22
390.87976__0.582,391.88703,390.87976,0.582,[M-H]-1,high-bps-wk07-wk22
328.87967__0.666,329.88694,328.87967,0.666,[M-H]-1,high-bps-wk07-wk22
299.04406__2.374,300.05134,299.04406,2.374,[M-H]-1,high-bps-wk07-wk22
112.99795__1.154,114.00522,112.99795,1.154,[M-H]-1,high-bps-wk07-wk22
311.29563__2.654,312.30291,311.29563,2.654,[M-H]-1,high-bps-wk07-wk22
243.98946__0.526,244.99672,243.98946,0.526,[M-H]-1,high-bps-wk07-wk22
324.13282__1.395,650.28018,324.13282,1.395,[M-2H]-2,high-bps-wk07-wk22
213.05515__1.498,214.06271,213.05515,1.498,[M-H]-1,high-bps-wk07-wk22
163.9658__1.408,164.97307,163.9658,1.408,[M-H]-1,high-bps-wk07-wk22
390.80413__0.497,391.81141,390.80413,0.497,[M-H]-1,high-bps-wk07-wk22
330.98206__0.672,331.98934,330.98206,0.672,[M-H]-1,high-bps-wk07-wk22
250.96452__0.683,251.9718,250.96452,0.683,[M-H]-1,high-bps-wk07-wk22
337.92981__0.463,338.93709,337.92981,0.463,[M-H]-1,high-bps-wk07-wk22
223.05972__2.925,224.06708,223.05972,2.925,[M-H]-1,high-bps-wk07-wk22
256.83795__0.456,257.84523,256.83795,0.456,[M-H]-1,high-bps-wk07-wk22
536.88419__0.595,537.89146,536.88419,0.595,[M-H]-1,high-bps-wk07-wk22
291.9082__0.477,292.91544,291.9082,0.477,[M-H]-1,high-bps-wk07-wk22
283.26413__0.404,284.27141,283.26413,0.404,[M-H]-1,high-bps-wk07-wk22
116.98164__0.906,117.98892,116.98164,0.906,[M-H]-1,high-bps-wk07-wk22
193.03445__0.38,194.04172,193.03445,0.38,[M-H]-1,high-bps-wk07-wk22
238.99581__0.998,240.00309,238.99581,0.998,[M-H]-1,high-bps-wk07-wk22
487.30645__1.599,488.31378,487.30645,1.599,[M-H]-1,high-bps-wk07-wk22
194.90504__4.424,195.9123,194.90504,4.424,[M-H]-1,high-bps-wk07-wk22
269.06577__3.821,270.07301,269.06577,3.821,[M-H]-1,high-bps-wk07-wk22
494.81842__0.553,495.82611,494.81842,0.553,[M-H]-1,high-bps-wk07-wk22
136.97242__1.275,137.9797,136.97242,1.275,[M-H]-1,high-bps-wk07-wk22
119.04893__0.82,120.05651,119.04893,0.82,[M-H]-1,high-bps-wk07-wk22
385.93852__0.658,386.9458,385.93852,0.658,[M-H]-1,high-bps-wk07-wk22
399.25497__2.423,400.26225,399.25497,2.423,[M-H]-1,high-bps-wk07-wk22
86.02328__0.324,87.03056,86.02328,0.324,[M-H]-1,high-bps-wk07-wk22
157.99065__0.659,177.00855,157.99065,0.659,[M-H-H2O]-1,high-bps-wk07-wk22
287.18648__0.939,288.19376,287.18648,0.939,[M-H]-1,high-bps-wk07-wk22
102.9845__1.442,57.98627,102.9845,1.442,[M+FA-H]-1,high-bps-wk07-wk22
311.00142__0.466,312.00869,311.00142,0.466,[M-H]-1,high-bps-wk07-wk22
645.13042__2.377,646.1377,645.13042,2.377,[M-H]-1,high-bps-wk07-wk22
325.05401__1.645,326.06129,325.05401,1.645,[M-H]-1,high-bps-wk07-wk22
96.00766__0.103,97.01493,96.00766,0.103,[M-H]-1,high-bps-wk07-wk22
185.96179__4.497,186.96906,185.96179,4.497,[M-H]-1,high-bps-wk07-wk22
278.92393__0.603,279.93121,278.92393,0.603,[M-H]-1,high-bps-wk07-wk22
142.01341__0.462,143.02075,142.01341,0.462,[M-H]-1,high-bps-wk07-wk22
142.01339__0.46,97.01516,142.01339,0.46,[M+FA-H]-1,high-bps-wk07-wk22
135.90122__1.65,136.9085,135.90122,1.65,[M-H]-1,high-bps-wk07-wk22
257.98439__0.466,258.99167,257.98439,0.466,[M-H]-1,high-bps-wk07-wk22
376.80962__0.507,377.81648,376.80962,0.507,[M-H]-1,high-bps-wk07-wk22
415.14632__2.012,416.15373,415.14632,2.012,[M-H]-1,high-bps-wk07-wk22
153.01803__2.667,154.02544,153.01803,2.667,[M-H]-1,high-bps-wk07-wk22
323.62616__1.408,649.26687,323.62616,1.408,[M-2H]-2,high-bps-wk07-wk22
636.82765__0.58,637.83492,636.82765,0.58,[M-H]-1,high-bps-wk07-wk22
335.22305__1.658,336.23026,335.22305,1.658,[M-H]-1,high-bps-wk07-wk22
357.11821__2.741,358.12534,357.11821,2.741,[M-H]-1,high-bps-wk07-wk22
156.89375__0.381,157.90103,156.89375,0.381,[M-H]-1,high-bps-wk07-wk22
64.95104__1.332,65.95831,64.95104,1.332,[M-H]-1,high-bps-wk07-wk22
187.86021__4.774,188.86748,187.86021,4.774,[M-H]-1,high-bps-wk07-wk22
606.74062__0.543,607.7479,606.74062,0.543,[M-H]-1,high-bps-wk07-wk22
277.97146__0.54,278.97874,277.97146,0.54,[M-H]-1,high-bps-wk07-wk22
276.97186__0.555,277.97913,276.97186,0.555,[M-H]-1,high-bps-wk07-wk22
608.73844__0.542,609.74571,608.73844,0.542,[M-H]-1,high-bps-wk07-wk22
177.90238__1.624,178.90972,177.90238,1.624,[M-H]-1,high-bps-wk07-wk22
379.24897__1.533,380.25628,379.24897,1.533,[M-H]-1,high-bps-wk07-wk22
191.97867__0.698,192.98594,191.97867,0.698,[M-H]-1,high-bps-wk07-wk22
470.84155__0.57,471.84881,470.84155,0.57,[M-H]-1,high-bps-wk07-wk22
260.87154__0.558,261.87882,260.87154,0.558,[M-H]-1,high-bps-wk07-wk22
377.23386__1.559,378.24114,377.23386,1.559,[M-H]-1,high-bps-wk07-wk22
208.94614__0.927,209.95341,208.94614,0.927,[M-H]-1,high-bps-wk07-wk22
208.94627__1.117,209.95355,208.94627,1.117,[M-H]-1,high-bps-wk07-wk22
208.94634__1.234,209.95361,208.94634,1.234,[M-H]-1,high-bps-wk07-wk22
145.9226__4.246,146.92988,145.9226,4.246,[M-H]-1,high-bps-wk07-wk22
596.78824__0.575,597.79552,596.78824,0.575,[M-H]-1,high-bps-wk07-wk22
302.83611__0.544,303.84335,302.83611,0.544,[M-H]-1,high-bps-wk07-wk22
211.93325__1.178,212.94053,211.93325,1.178,[M-H]-1,high-bps-wk07-wk22
581.14057__2.203,582.14785,581.14057,2.203,[M-H]-1,high-bps-wk07-wk22
193.99431__0.47,195.0016,193.99431,0.47,[M-H]-1,high-bps-wk07-wk22
339.14484__1.384,340.15213,339.14484,1.384,[M-H]-1,high-bps-wk07-wk22
350.89637__0.462,351.90365,350.89637,0.462,[M-H]-1,high-bps-wk07-wk22
454.70293__0.515,455.71064,454.70293,0.515,[M-H]-1,high-bps-wk07-wk22
315.19678__1.682,316.20406,315.19678,1.682,[M-H]-1,high-bps-wk07-wk22
96.91467__1.333,97.92195,96.91467,1.333,[M-H]-1,high-bps-wk07-wk22
323.15327__2.059,324.16071,323.15327,2.059,[M-H]-1,high-bps-wk07-wk22
457.33334__1.999,458.34061,457.33334,1.999,[M-H]-1,high-bps-wk07-wk22
201.03243__0.467,202.03971,201.03243,0.467,[M-H]-1,high-bps-wk07-wk22
409.18957__1.429,410.19668,409.18957,1.429,[M-H]-1,high-bps-wk07-wk22
299.04393__3.183,300.05121,299.04393,3.183,[M-H]-1,high-bps-wk07-wk22
145.94056__0.837,146.94784,145.94056,0.837,[M-H]-1,high-bps-wk07-wk22
295.15526__1.543,296.16237,295.15526,1.543,[M-H]-1,high-bps-wk07-wk22
414.32252__2.056,415.3298,414.32252,2.056,[M-H]-1,high-bps-wk07-wk22
274.10199__3.865,275.10926,274.10199,3.865,[M-H]-1,high-bps-wk07-wk22
95.91534__0.716,96.92262,95.91534,0.716,[M-H]-1,high-bps-wk07-wk22
459.23708__2.396,460.24436,459.23708,2.396,[M-H]-1,high-bps-wk07-wk22
193.04909__2.664,194.0565,193.04909,2.664,[M-H]-1,high-bps-wk07-wk22
416.33891__2.033,417.34619,416.33891,2.033,[M-H]-1,high-bps-wk07-wk22
187.94097__4.595,188.94825,187.94097,4.595,[M-H]-1,high-bps-wk07-wk22
189.9702__0.639,190.97748,189.9702,0.639,[M-H]-1,high-bps-wk07-wk22
228.15995__1.471,229.16723,228.15995,1.471,[M-H]-1,high-bps-wk07-wk22
131.97481__0.481,132.98221,131.97481,0.481,[M-H]-1,high-bps-wk07-wk22
129.97776__0.482,130.98525,129.97776,0.482,[M-H]-1,high-bps-wk07-wk22
303.18168__1.477,304.18885,303.18168,1.477,[M-H]-1,high-bps-wk07-wk22
473.32673__1.912,474.33453,473.32673,1.912,[M-H]-1,high-bps-wk07-wk22
269.9583__0.499,270.96558,269.9583,0.499,[M-H]-1,high-bps-wk07-wk22
314.90565__0.944,315.91288,314.90565,0.944,[M-H]-1,high-bps-wk07-wk22
343.17697__1.513,344.18418,343.17697,1.513,[M-H]-1,high-bps-wk07-wk22
608.74091__0.541,609.74819,608.74091,0.541,[M-H]-1,high-bps-wk07-wk22
270.9232__0.47,271.93036,270.9232,0.47,[M-H]-1,high-bps-wk07-wk22
365.197__1.504,366.20462,365.197,1.504,[M-H]-1,high-bps-wk07-wk22
146.98188__0.762,147.98915,146.98188,0.762,[M-H]-1,high-bps-wk07-wk22
107.01559__2.601,108.02254,107.01559,2.601,[M-H]-1,high-bps-wk07-wk22
496.79056__0.544,497.79784,496.79056,0.544,[M-H]-1,high-bps-wk07-wk22
299.99431__4.603,301.00158,299.99431,4.603,[M-H]-1,high-bps-wk07-wk22
122.97443__0.462,123.98196,122.97443,0.462,[M-H]-1,high-bps-wk07-wk22
618.76644__0.553,619.77377,618.76644,0.553,[M-H]-1,high-bps-wk07-wk22
146.97236__0.536,101.97411,146.97236,0.536,[M+FA-H]-1,high-bps-wk07-wk22
155.87312__4.17,156.88039,155.87312,4.17,[M-H]-1,high-bps-wk07-wk22
426.83041__0.542,427.83773,426.83041,0.542,[M-H]-1,high-bps-wk07-wk22
228.94392__1.6,229.9512,228.94392,1.6,[M-H]-1,high-bps-wk07-wk22
528.80097__0.567,529.80825,528.80097,0.567,[M-H]-1,high-bps-wk07-wk22
351.1347__1.529,352.14198,351.1347,1.529,[M-H]-1,high-bps-wk07-wk22
154.89118__1.347,155.89879,154.89118,1.347,[M-H]-1,high-bps-wk07-wk22
183.02863__2.986,184.03607,183.02863,2.986,[M-H]-1,high-bps-wk07-wk22
646.85643__0.587,647.86371,646.85643,0.587,[M-H]-1,high-bps-wk07-wk22
528.79894__0.575,529.80622,528.79894,0.575,[M-H]-1,high-bps-wk07-wk22
313.09684__1.639,314.1041,313.09684,1.639,[M-H]-1,high-bps-wk07-wk22
591.46311__2.245,592.47039,591.46311,2.245,[M-H]-1,high-bps-wk07-wk22
591.46323__2.185,296.23528,591.46323,2.185,[2M-H]-1,high-bps-wk07-wk22
310.89469__1.097,311.90196,310.89469,1.097,[M-H]-1,high-bps-wk07-wk22
310.89483__1.092,125.94118,310.89483,1.092,[2M-H+HAc]-1,high-bps-wk07-wk22
