mz__rtMin,putative_mw,mz,rtMin,ion,lcms_run
308.11944__1.439,618.25343,308.11944,1.439,[M-2H]-2,high-dinp-wk07-wk22
363.25392__1.587,364.26125,363.25392,1.587,[M-H]-1,high-dinp-wk07-wk22
315.12548__1.392,632.26551,315.12548,1.392,[M-2H]-2,high-dinp-wk07-wk22
457.3326__1.737,458.33987,457.3326,1.737,[M-H]-1,high-dinp-wk07-wk22
457.33091__1.904,458.33819,457.33091,1.904,[M-H]-1,high-dinp-wk07-wk22
281.21116__1.856,282.21883,281.21116,1.856,[M-H]-1,high-dinp-wk07-wk22
224.07475__1.374,225.08211,224.07475,1.374,[M-H]-1,high-dinp-wk07-wk22
316.94771__0.585,317.95499,316.94771,0.585,[M-H]-1,high-dinp-wk07-wk22
330.20313__1.364,331.21041,330.20313,1.364,[M-H]-1,high-dinp-wk07-wk22
307.26428__2.094,308.27169,307.26428,2.094,[M-H]-1,high-dinp-wk07-wk22
260.11379__0.542,261.1211,260.11379,0.542,[M-H]-1,high-dinp-wk07-wk22
375.13077__1.344,376.13806,375.13077,1.344,[M-H]-1,high-dinp-wk07-wk22
375.29051__1.835,376.29787,375.29051,1.835,[M-H]-1,high-dinp-wk07-wk22
223.17003__1.527,224.1776,223.17003,1.527,[M-H]-1,high-dinp-wk07-wk22
223.16987__1.697,224.17742,223.16987,1.697,[M-H]-1,high-dinp-wk07-wk22
367.35806__3.818,368.36533,367.35806,3.818,[M-H]-1,high-dinp-wk07-wk22
317.21244__1.846,336.2303,317.21244,1.846,[M-H-H2O]-1,high-dinp-wk07-wk22
316.16658__1.371,317.17385,316.16658,1.371,[M-H]-1,high-dinp-wk07-wk22
227.13965__1.039,228.14693,227.13965,1.039,[M-H]-1,high-dinp-wk07-wk22
243.17111__1.16,244.17839,243.17111,1.16,[M-H]-1,high-dinp-wk07-wk22
186.8835__1.401,187.89078,186.8835,1.401,[M-H]-1,high-dinp-wk07-wk22
99.08021__1.703,100.08843,99.08021,1.703,[M-H]-1,high-dinp-wk07-wk22
329.26948__1.744,330.27704,329.26948,1.744,[M-H]-1,high-dinp-wk07-wk22
164.07067__0.757,165.07795,164.07067,0.757,[M-H]-1,high-dinp-wk07-wk22
239.01614__0.521,240.02342,239.01614,0.521,[M-H]-1,high-dinp-wk07-wk22
239.01627__0.884,240.02355,239.01627,0.884,[M-H]-1,high-dinp-wk07-wk22
239.01625__4.872,240.02352,239.01625,4.872,[M-H]-1,high-dinp-wk07-wk22
199.96848__0.476,200.97575,199.96848,0.476,[M-H]-1,high-dinp-wk07-wk22
265.18058__1.686,266.18782,265.18058,1.686,[M-H]-1,high-dinp-wk07-wk22
383.17161__1.4,384.17881,383.17161,1.4,[M-H]-1,high-dinp-wk07-wk22
257.08185__1.532,258.08912,257.08185,1.532,[M-H]-1,high-dinp-wk07-wk22
257.08182__1.529,198.06796,257.08182,1.529,[M-H+HAc]-1,high-dinp-wk07-wk22
337.20186__1.517,338.20899,337.20186,1.517,[M-H]-1,high-dinp-wk07-wk22
353.19712__1.455,354.20438,353.19712,1.455,[M-H]-1,high-dinp-wk07-wk22
192.05153__1.342,193.0588,192.05153,1.342,[M-H]-1,high-dinp-wk07-wk22
393.15522__1.35,394.1628,393.15522,1.35,[M-H]-1,high-dinp-wk07-wk22
192.03271__0.476,193.03998,192.03271,0.476,[M-H]-1,high-dinp-wk07-wk22
193.03461__0.986,194.04185,193.03461,0.986,[M-H]-1,high-dinp-wk07-wk22
193.03463__1.185,194.04187,193.03463,1.185,[M-H]-1,high-dinp-wk07-wk22
193.03469__4.84,194.0418,193.03469,4.84,[M-H]-1,high-dinp-wk07-wk22
329.12379__1.249,330.13109,329.12379,1.249,[M-H]-1,high-dinp-wk07-wk22
289.14485__1.546,290.15204,289.14485,1.546,[M-H]-1,high-dinp-wk07-wk22
301.21738__2.043,302.22465,301.21738,2.043,[M-H]-1,high-dinp-wk07-wk22
184.06066__1.57,185.06784,184.06066,1.57,[M-H]-1,high-dinp-wk07-wk22
184.06059__1.161,185.06787,184.06059,1.161,[M-H]-1,high-dinp-wk07-wk22
347.16898__1.431,348.17626,347.16898,1.431,[M-H]-1,high-dinp-wk07-wk22
396.21794__2.359,397.22522,396.21794,2.359,[M-H]-1,high-dinp-wk07-wk22
349.21735__1.575,350.22462,349.21735,1.575,[M-H]-1,high-dinp-wk07-wk22
265.14785__1.617,266.15511,265.14785,1.617,[M-H]-1,high-dinp-wk07-wk22
130.08604__0.63,131.09332,130.08604,0.63,[M-H]-1,high-dinp-wk07-wk22
203.08194__0.936,204.08921,203.08194,0.936,[M-H]-1,high-dinp-wk07-wk22
173.10356__0.696,174.11131,173.10356,0.696,[M-H]-1,high-dinp-wk07-wk22
303.18128__1.691,304.18856,303.18128,1.691,[M-H]-1,high-dinp-wk07-wk22
239.067__1.474,240.07427,239.067,1.474,[M-H]-1,high-dinp-wk07-wk22
196.06086__1.249,197.06807,196.06086,1.249,[M-H]-1,high-dinp-wk07-wk22
365.19695__1.448,366.2045,365.19695,1.448,[M-H]-1,high-dinp-wk07-wk22
319.13789__1.39,320.14517,319.13789,1.39,[M-H]-1,high-dinp-wk07-wk22
391.28564__1.735,392.29291,391.28564,1.735,[M-H]-1,high-dinp-wk07-wk22
391.28568__1.634,392.29295,391.28568,1.634,[M-H]-1,high-dinp-wk07-wk22
427.26219__1.729,428.26946,427.26219,1.729,[M-H]-1,high-dinp-wk07-wk22
437.29099__1.636,438.29827,437.29099,1.636,[M-H]-1,high-dinp-wk07-wk22
173.00833__0.99,174.01562,173.00833,0.99,[M-H]-1,high-dinp-wk07-wk22
253.05051__1.496,254.05779,253.05051,1.496,[M-H]-1,high-dinp-wk07-wk22
253.05054__1.637,254.05782,253.05054,1.637,[M-H]-1,high-dinp-wk07-wk22
165.0399__3.561,166.04717,165.0399,3.561,[M-H]-1,high-dinp-wk07-wk22
193.03472__0.42,194.042,193.03472,0.42,[M-H]-1,high-dinp-wk07-wk22
195.05035__0.815,196.05763,195.05035,0.815,[M-H]-1,high-dinp-wk07-wk22
226.18082__1.624,227.18799,226.18082,1.624,[M-H]-1,high-dinp-wk07-wk22
211.16972__1.706,212.1772,211.16972,1.706,[M-H]-1,high-dinp-wk07-wk22
275.16531__1.539,276.17275,275.16531,1.539,[M-H]-1,high-dinp-wk07-wk22
213.09153__1.642,214.0988,213.09153,1.642,[M-H]-1,high-dinp-wk07-wk22
327.21774__1.472,328.22502,327.21774,1.472,[M-H]-1,high-dinp-wk07-wk22
351.1818__1.429,352.18914,351.1818,1.429,[M-H]-1,high-dinp-wk07-wk22
351.18322__1.518,352.19034,351.18322,1.518,[M-H]-1,high-dinp-wk07-wk22
198.04005__1.263,199.04729,198.04005,1.263,[M-H]-1,high-dinp-wk07-wk22
191.01893__0.927,192.0262,191.01893,0.927,[M-H]-1,high-dinp-wk07-wk22
191.01903__4.876,192.02626,191.01903,4.876,[M-H]-1,high-dinp-wk07-wk22
201.03986__0.961,202.04709,201.03986,0.961,[M-H]-1,high-dinp-wk07-wk22
307.15549__1.481,308.16275,307.15549,1.481,[M-H]-1,high-dinp-wk07-wk22
147.0441__1.12,148.05172,147.0441,1.12,[M-H]-1,high-dinp-wk07-wk22
407.28024__1.556,408.28769,407.28024,1.556,[M-H]-1,high-dinp-wk07-wk22
155.02741__0.465,156.03458,155.02741,0.465,[M-H]-1,high-dinp-wk07-wk22
289.16592__1.571,290.17319,289.16592,1.571,[M-H]-1,high-dinp-wk07-wk22
289.16568__1.656,290.17295,289.16568,1.656,[M-H]-1,high-dinp-wk07-wk22
200.1285__1.249,201.13577,200.1285,1.249,[M-H]-1,high-dinp-wk07-wk22
323.12485__1.389,648.26425,323.12485,1.389,[M-2H]-2,high-dinp-wk07-wk22
309.17077__1.394,310.178,309.17077,1.394,[M-H]-1,high-dinp-wk07-wk22
324.21761__1.491,325.22469,324.21761,1.491,[M-H]-1,high-dinp-wk07-wk22
199.07575__1.584,200.08302,199.07575,1.584,[M-H]-1,high-dinp-wk07-wk22
315.19672__1.774,316.204,315.19672,1.774,[M-H]-1,high-dinp-wk07-wk22
315.19676__1.646,316.20404,315.19676,1.646,[M-H]-1,high-dinp-wk07-wk22
322.11672__1.39,646.24799,322.11672,1.39,[M-2H]-2,high-dinp-wk07-wk22
322.11702__1.391,323.1243,322.11702,1.391,[M-H]-1,high-dinp-wk07-wk22
221.06621__1,222.07349,221.06621,1,[M-H]-1,high-dinp-wk07-wk22
297.11309__1.498,298.12042,297.11309,1.498,[M-H]-1,high-dinp-wk07-wk22
313.09271__1.379,314.09996,313.09271,1.379,[M-H]-1,high-dinp-wk07-wk22
148.97242__0.49,149.98034,148.97242,0.49,[M-H]-1,high-dinp-wk07-wk22
487.34275__1.667,488.35003,487.34275,1.667,[M-H]-1,high-dinp-wk07-wk22
281.13913__1.221,282.14645,281.13913,1.221,[M-H]-1,high-dinp-wk07-wk22
165.03992__3.347,166.04719,165.03992,3.347,[M-H]-1,high-dinp-wk07-wk22
269.04561__1.536,270.05288,269.04561,1.536,[M-H]-1,high-dinp-wk07-wk22
224.80297__0.373,225.81025,224.80297,0.373,[M-H]-1,high-dinp-wk07-wk22
145.01336__0.417,146.02078,145.01336,0.417,[M-H]-1,high-dinp-wk07-wk22
498.32143__1.949,499.3287,498.32143,1.949,[M-H]-1,high-dinp-wk07-wk22
275.0772__0.976,276.08438,275.0772,0.976,[M-H]-1,high-dinp-wk07-wk22
361.2233__1.324,362.23056,361.2233,1.324,[M-H]-1,high-dinp-wk07-wk22
437.17664__1.749,438.18391,437.17664,1.749,[M-H]-1,high-dinp-wk07-wk22
121.06455__0.801,122.07182,121.06455,0.801,[M-H]-1,high-dinp-wk07-wk22
239.07749__1.522,240.08477,239.07749,1.522,[M-H]-1,high-dinp-wk07-wk22
282.98525__0.967,283.99253,282.98525,0.967,[M-H]-1,high-dinp-wk07-wk22
232.05873__0.704,233.066,232.05873,0.704,[M-H]-1,high-dinp-wk07-wk22
424.83376__0.549,425.84165,424.83376,0.549,[M-H]-1,high-dinp-wk07-wk22
153.99336__0.649,155.00096,153.99336,0.649,[M-H]-1,high-dinp-wk07-wk22
138.96914__1.208,139.97658,138.96914,1.208,[M-H]-1,high-dinp-wk07-wk22
174.94633__0.927,175.95361,174.94633,0.927,[M-H]-1,high-dinp-wk07-wk22
175.02387__0.471,176.03115,175.02387,0.471,[M-H]-1,high-dinp-wk07-wk22
175.02388__0.374,176.03111,175.02388,0.374,[M-H]-1,high-dinp-wk07-wk22
156.89353__0.468,157.90067,156.89353,0.468,[M-H]-1,high-dinp-wk07-wk22
157.01309__0.467,158.02043,157.01309,0.467,[M-H]-1,high-dinp-wk07-wk22
194.94561__0.469,195.95284,194.94561,0.469,[M-H]-1,high-dinp-wk07-wk22
216.92803__0.482,217.93521,216.92803,0.482,[M-H]-1,high-dinp-wk07-wk22
261.06137__1.049,262.0686,261.06137,1.049,[M-H]-1,high-dinp-wk07-wk22
120.99499__0.473,122.00228,120.99499,0.473,[M-H]-1,high-dinp-wk07-wk22
281.17574__1.508,282.18318,281.17574,1.508,[M-H]-1,high-dinp-wk07-wk22
327.12424__1.395,328.13151,327.12424,1.395,[M-H]-1,high-dinp-wk07-wk22
327.1449__1.394,328.15216,327.1449,1.394,[M-H]-1,high-dinp-wk07-wk22
235.13603__1.521,236.14288,235.13603,1.521,[M-H]-1,high-dinp-wk07-wk22
349.20184__1.506,350.20937,349.20184,1.506,[M-H]-1,high-dinp-wk07-wk22
367.21218__1.452,368.2195,367.21218,1.452,[M-H]-1,high-dinp-wk07-wk22
453.28429__1.703,454.29163,453.28429,1.703,[M-H]-1,high-dinp-wk07-wk22
347.2591__1.734,348.26627,347.2591,1.734,[M-H]-1,high-dinp-wk07-wk22
277.21707__1.856,278.22414,277.21707,1.856,[M-H]-1,high-dinp-wk07-wk22
315.25413__1.597,316.2614,315.25413,1.597,[M-H]-1,high-dinp-wk07-wk22
309.20713__1.575,310.2144,309.20713,1.575,[M-H]-1,high-dinp-wk07-wk22
251.20143__1.807,252.20895,251.20143,1.807,[M-H]-1,high-dinp-wk07-wk22
387.25485__1.595,388.26206,387.25485,1.595,[M-H]-1,high-dinp-wk07-wk22
405.26456__1.555,406.27205,405.26456,1.555,[M-H]-1,high-dinp-wk07-wk22
403.28528__1.921,404.29256,403.28528,1.921,[M-H]-1,high-dinp-wk07-wk22
255.16004__1.873,256.16733,255.16004,1.873,[M-H]-1,high-dinp-wk07-wk22
247.09841__1.379,248.10544,247.09841,1.379,[M-H]-1,high-dinp-wk07-wk22
116.07028__0.536,117.07755,116.07028,0.536,[M-H]-1,high-dinp-wk07-wk22
311.16875__1.666,312.17602,311.16875,1.666,[M-H]-1,high-dinp-wk07-wk22
163.07541__1.403,164.08287,163.07541,1.403,[M-H]-1,high-dinp-wk07-wk22
128.03404__0.471,129.04147,128.03404,0.471,[M-H]-1,high-dinp-wk07-wk22
209.15405__1.94,210.16171,209.15405,1.94,[M-H]-1,high-dinp-wk07-wk22
196.02448__0.771,197.03175,196.02448,0.771,[M-H]-1,high-dinp-wk07-wk22
313.03557__1.36,314.04285,313.03557,1.36,[M-H]-1,high-dinp-wk07-wk22
126.99586__0.69,128.00314,126.99586,0.69,[M-H]-1,high-dinp-wk07-wk22
255.16031__1.668,256.16742,255.16031,1.668,[M-H]-1,high-dinp-wk07-wk22
199.02411__1.033,200.03133,199.02411,1.033,[M-H]-1,high-dinp-wk07-wk22
168.98107__1.418,169.98834,168.98107,1.418,[M-H]-1,high-dinp-wk07-wk22
165.05467__0.797,166.06196,165.05467,0.797,[M-H]-1,high-dinp-wk07-wk22
165.05471__1.362,166.062,165.05471,1.362,[M-H]-1,high-dinp-wk07-wk22
181.04982__1.2,182.05714,181.04982,1.2,[M-H]-1,high-dinp-wk07-wk22
205.03473__1.161,206.04195,205.03473,1.161,[M-H]-1,high-dinp-wk07-wk22
235.13416__1.46,236.14139,235.13416,1.46,[M-H]-1,high-dinp-wk07-wk22
275.02309__0.463,276.031,275.02309,0.463,[M-H]-1,high-dinp-wk07-wk22
333.17145__1.424,334.17944,333.17145,1.424,[M-H]-1,high-dinp-wk07-wk22
221.15416__1.698,222.16176,221.15416,1.698,[M-H]-1,high-dinp-wk07-wk22
329.10326__1.173,330.11054,329.10326,1.173,[M-H]-1,high-dinp-wk07-wk22
329.10328__1.192,292.15458,329.10328,1.192,[M-2H+K]-1,high-dinp-wk07-wk22
183.04842__1.064,184.05569,183.04842,1.064,[M-H]-1,high-dinp-wk07-wk22
401.29073__1.82,402.29803,401.29073,1.82,[M-H]-1,high-dinp-wk07-wk22
149.05971__1.192,150.06699,149.05971,1.192,[M-H]-1,high-dinp-wk07-wk22
178.03579__1.207,179.04307,178.03579,1.207,[M-H]-1,high-dinp-wk07-wk22
381.19189__1.416,382.19931,381.19189,1.416,[M-H]-1,high-dinp-wk07-wk22
322.61833__1.39,647.25122,322.61833,1.39,[M-2H]-2,high-dinp-wk07-wk22
437.32682__1.837,438.33409,437.32682,1.837,[M-H]-1,high-dinp-wk07-wk22
319.23029__1.782,320.23751,319.23029,1.782,[M-H]-1,high-dinp-wk07-wk22
288.61969__1.432,579.25393,288.61969,1.432,[M-2H]-2,high-dinp-wk07-wk22
122.00688__0.839,123.01416,122.00688,0.839,[M-H]-1,high-dinp-wk07-wk22
273.20711__2.267,274.21454,273.20711,2.267,[M-H]-1,high-dinp-wk07-wk22
205.03459__4.838,206.04184,205.03459,4.838,[M-H]-1,high-dinp-wk07-wk22
341.30609__1.867,342.31337,341.30609,1.867,[M-H]-1,high-dinp-wk07-wk22
341.30533__1.946,342.31261,341.30533,1.946,[M-H]-1,high-dinp-wk07-wk22
413.32717__1.916,414.33452,413.32717,1.916,[M-H]-1,high-dinp-wk07-wk22
190.07219__1.221,191.07935,190.07219,1.221,[M-H]-1,high-dinp-wk07-wk22
249.15149__1.562,250.15877,249.15149,1.562,[M-H]-1,high-dinp-wk07-wk22
399.23881__1.527,400.24598,399.23881,1.527,[M-H]-1,high-dinp-wk07-wk22
455.31694__1.692,456.32422,455.31694,1.692,[M-H]-1,high-dinp-wk07-wk22
223.02793__3.221,224.03521,223.02793,3.221,[M-H]-1,high-dinp-wk07-wk22
223.02793__2.863,224.03521,223.02793,2.863,[M-H]-1,high-dinp-wk07-wk22
223.02795__3.561,224.03523,223.02795,3.561,[M-H]-1,high-dinp-wk07-wk22
255.06612__1.46,256.0734,255.06612,1.46,[M-H]-1,high-dinp-wk07-wk22
337.03897__1.308,338.04625,337.03897,1.308,[M-H]-1,high-dinp-wk07-wk22
221.1542__1.497,222.16158,221.1542,1.497,[M-H]-1,high-dinp-wk07-wk22
307.19149__1.611,308.19876,307.19149,1.611,[M-H]-1,high-dinp-wk07-wk22
315.12509__1.381,316.13237,315.12509,1.381,[M-H]-1,high-dinp-wk07-wk22
241.01181__0.641,242.01909,241.01181,0.641,[M-H]-1,high-dinp-wk07-wk22
315.21769__1.845,316.22497,315.21769,1.845,[M-H]-1,high-dinp-wk07-wk22
337.23841__1.571,338.24554,337.23841,1.571,[M-H]-1,high-dinp-wk07-wk22
295.22731__1.875,296.23481,295.22731,1.875,[M-H]-1,high-dinp-wk07-wk22
279.16342__1.651,280.17069,279.16342,1.651,[M-H]-1,high-dinp-wk07-wk22
291.19992__1.699,292.20719,291.19992,1.699,[M-H]-1,high-dinp-wk07-wk22
293.21204__1.667,294.21932,293.21204,1.667,[M-H]-1,high-dinp-wk07-wk22
291.19679__1.639,292.20357,291.19679,1.639,[M-H]-1,high-dinp-wk07-wk22
183.13827__1.773,184.14604,183.13827,1.773,[M-H]-1,high-dinp-wk07-wk22
229.18051__1.549,230.18781,229.18051,1.549,[M-H]-1,high-dinp-wk07-wk22
139.11173__1.419,140.11938,139.11173,1.419,[M-H]-1,high-dinp-wk07-wk22
287.2234__1.546,288.23064,287.2234,1.546,[M-H]-1,high-dinp-wk07-wk22
443.21867__1.439,444.22596,443.21867,1.439,[M-H]-1,high-dinp-wk07-wk22
210.07659__1.505,211.08386,210.07659,1.505,[M-H]-1,high-dinp-wk07-wk22
308.2959__2.569,309.30318,308.2959,2.569,[M-H]-1,high-dinp-wk07-wk22
152.00111__0.475,153.00834,152.00111,0.475,[M-H]-1,high-dinp-wk07-wk22
255.19645__1.579,256.20373,255.19645,1.579,[M-H]-1,high-dinp-wk07-wk22
255.19677__1.878,256.20401,255.19677,1.878,[M-H]-1,high-dinp-wk07-wk22
239.05945__3.213,240.06673,239.05945,3.213,[M-H]-1,high-dinp-wk07-wk22
239.05943__2.861,240.0667,239.05943,2.861,[M-H]-1,high-dinp-wk07-wk22
239.05948__2.328,240.06675,239.05948,2.328,[M-H]-1,high-dinp-wk07-wk22
207.13843__1.608,208.14571,207.13843,1.608,[M-H]-1,high-dinp-wk07-wk22
379.2137__1.555,380.22084,379.2137,1.555,[M-H]-1,high-dinp-wk07-wk22
475.26754__1.557,476.27481,475.26754,1.557,[M-H]-1,high-dinp-wk07-wk22
429.26101__1.558,430.26948,429.26101,1.558,[M-H]-1,high-dinp-wk07-wk22
393.22839__1.496,394.23588,393.22839,1.496,[M-H]-1,high-dinp-wk07-wk22
333.15512__1.554,334.16239,333.15512,1.554,[M-H]-1,high-dinp-wk07-wk22
405.30032__1.914,406.30763,405.30032,1.914,[M-H]-1,high-dinp-wk07-wk22
241.08654__1.53,242.09381,241.08654,1.53,[M-H]-1,high-dinp-wk07-wk22
211.07581__1.532,212.08361,211.07581,1.532,[M-H]-1,high-dinp-wk07-wk22
330.10693__1.059,331.11421,330.10693,1.059,[M-H]-1,high-dinp-wk07-wk22
387.23949__1.447,388.2467,387.23949,1.447,[M-H]-1,high-dinp-wk07-wk22
383.20739__1.425,384.21475,383.20739,1.425,[M-H]-1,high-dinp-wk07-wk22
403.30648__2.557,404.31376,403.30648,2.557,[M-H]-1,high-dinp-wk07-wk22
267.15992__1.278,268.16738,267.15992,1.278,[M-H]-1,high-dinp-wk07-wk22
389.26995__1.661,390.2772,389.26995,1.661,[M-H]-1,high-dinp-wk07-wk22
186.03996__0.459,187.04727,186.03996,0.459,[M-H]-1,high-dinp-wk07-wk22
186.03993__0.902,187.04718,186.03993,0.902,[M-H]-1,high-dinp-wk07-wk22
186.03991__1.13,187.04718,186.03991,1.13,[M-H]-1,high-dinp-wk07-wk22
371.2803__1.716,372.2877,371.2803,1.716,[M-H]-1,high-dinp-wk07-wk22
327.25413__1.644,328.2614,327.25413,1.644,[M-H]-1,high-dinp-wk07-wk22
194.996__0.461,196.00362,194.996,0.461,[M-H]-1,high-dinp-wk07-wk22
209.19038__1.578,210.19833,209.19038,1.578,[M-H]-1,high-dinp-wk07-wk22
508.43728__2.346,509.44455,508.43728,2.346,[M-H]-1,high-dinp-wk07-wk22
239.16478__1.497,240.17234,239.16478,1.497,[M-H]-1,high-dinp-wk07-wk22
239.16495__1.736,240.17223,239.16495,1.736,[M-H]-1,high-dinp-wk07-wk22
205.03461__0.441,206.04184,205.03461,0.441,[M-H]-1,high-dinp-wk07-wk22
407.17214__1.4,348.15819,407.17214,1.4,[M-H+HAc]-1,high-dinp-wk07-wk22
399.20243__1.42,400.20967,399.20243,1.42,[M-H]-1,high-dinp-wk07-wk22
193.0711__1.48,194.07874,193.0711,1.48,[M-H]-1,high-dinp-wk07-wk22
535.27361__1.587,536.28089,535.27361,1.587,[M-H]-1,high-dinp-wk07-wk22
535.27358__1.611,490.27524,535.27358,1.611,[M+FA-H]-1,high-dinp-wk07-wk22
329.2335__1.489,330.24077,329.2335,1.489,[M-H]-1,high-dinp-wk07-wk22
411.23857__1.47,412.24616,411.23857,1.47,[M-H]-1,high-dinp-wk07-wk22
149.00847__3.563,150.01575,149.00847,3.563,[M-H]-1,high-dinp-wk07-wk22
311.2229__1.588,312.23017,311.2229,1.588,[M-H]-1,high-dinp-wk07-wk22
331.2674__1.922,332.27472,331.2674,1.922,[M-H]-1,high-dinp-wk07-wk22
293.17598__1.497,294.18325,293.17598,1.497,[M-H]-1,high-dinp-wk07-wk22
112.93584__0.465,113.94312,112.93584,0.465,[M-H]-1,high-dinp-wk07-wk22
96.96814__0.479,97.97542,96.96814,0.479,[M-H]-1,high-dinp-wk07-wk22
110.95659__0.528,111.96387,110.95659,0.528,[M-H]-1,high-dinp-wk07-wk22
64.95101__0.5,65.9584,64.95101,0.5,[M-H]-1,high-dinp-wk07-wk22
78.95757__0.487,79.96485,78.95757,0.487,[M-H]-1,high-dinp-wk07-wk22
92.92658__0.5,93.93386,92.92658,0.5,[M-H]-1,high-dinp-wk07-wk22
112.98423__0.581,113.9915,112.98423,0.581,[M-H]-1,high-dinp-wk07-wk22
90.98445__0.471,91.99172,90.98445,0.471,[M-H]-1,high-dinp-wk07-wk22
96.959__0.455,97.96629,96.959,0.455,[M-H]-1,high-dinp-wk07-wk22
102.9554__0.544,103.96268,102.9554,0.544,[M-H]-1,high-dinp-wk07-wk22
122.93893__1.402,123.94621,122.93893,1.402,[M-H]-1,high-dinp-wk07-wk22
176.93494__0.47,177.94221,176.93494,0.47,[M-H]-1,high-dinp-wk07-wk22
90.96672__1.307,91.974,90.96672,1.307,[M-H]-1,high-dinp-wk07-wk22
190.01707__0.475,191.02435,190.01707,0.475,[M-H]-1,high-dinp-wk07-wk22
190.01707__0.476,131.0032,190.01707,0.476,[M-H+HAc]-1,high-dinp-wk07-wk22
190.01707__0.476,209.03491,190.01707,0.476,[M-H+HAc]-1,high-dinp-wk07-wk22
154.92709__0.489,155.93436,154.92709,0.489,[M-H]-1,high-dinp-wk07-wk22
144.01124__0.474,145.01879,144.01124,0.474,[M-H]-1,high-dinp-wk07-wk22
108.97736__1.306,109.9846,108.97736,1.306,[M-H]-1,high-dinp-wk07-wk22
138.96933__0.464,139.97659,138.96933,0.464,[M-H]-1,high-dinp-wk07-wk22
231.94088__0.478,232.94816,231.94088,0.478,[M-H]-1,high-dinp-wk07-wk22
100.02116__0.477,101.02852,100.02116,0.477,[M-H]-1,high-dinp-wk07-wk22
190.01707__0.476,131.0032,190.01707,0.476,[M-H-H2O]-1,high-dinp-wk07-wk22
190.01707__0.476,209.03491,190.01707,0.476,[M-H-H2O]-1,high-dinp-wk07-wk22
248.9602__0.585,249.96748,248.9602,0.585,[M-H]-1,high-dinp-wk07-wk22
268.80087__0.501,269.80815,268.80087,0.501,[M-H]-1,high-dinp-wk07-wk22
216.92951__0.47,217.93678,216.92951,0.47,[M-H]-1,high-dinp-wk07-wk22
377.27294__2.308,378.28021,377.27294,2.308,[M-H]-1,high-dinp-wk07-wk22
110.95663__0.667,65.95843,110.95663,0.667,[M+FA-H]-1,high-dinp-wk07-wk22
110.95662__0.663,111.9639,110.95662,0.663,[M-H]-1,high-dinp-wk07-wk22
88.96879__0.472,89.97607,88.96879,0.472,[M-H]-1,high-dinp-wk07-wk22
202.91402__0.464,203.9213,202.91402,0.464,[M-H]-1,high-dinp-wk07-wk22
132.94495__0.48,133.95223,132.94495,0.48,[M-H]-1,high-dinp-wk07-wk22
95.93305__0.517,96.94033,95.93305,0.517,[M-H]-1,high-dinp-wk07-wk22
98.00543__0.476,99.01305,98.00543,0.476,[M-H]-1,high-dinp-wk07-wk22
105.00015__0.479,60.00192,105.00015,0.479,[M+FA-H]-1,high-dinp-wk07-wk22
238.93129__0.567,239.93857,238.93129,0.567,[M-H]-1,high-dinp-wk07-wk22
176.00129__0.472,177.00855,176.00129,0.472,[M-H]-1,high-dinp-wk07-wk22
306.91901__0.572,307.92628,306.91901,0.572,[M-H]-1,high-dinp-wk07-wk22
180.97207__0.583,181.97935,180.97207,0.583,[M-H]-1,high-dinp-wk07-wk22
88.96881__0.472,107.98668,88.96881,0.472,[M-H-H2O]-1,high-dinp-wk07-wk22
212.88619__0.49,213.89347,212.88619,0.49,[M-H]-1,high-dinp-wk07-wk22
473.28266__1.82,474.28994,473.28266,1.82,[M-H]-1,high-dinp-wk07-wk22
144.99534__0.583,146.00266,144.99534,0.583,[M-H]-1,high-dinp-wk07-wk22
74.00544__0.477,75.01285,74.00544,0.477,[M-H]-1,high-dinp-wk07-wk22
76.95103__0.474,77.95839,76.95103,0.474,[M-H]-1,high-dinp-wk07-wk22
112.03901__0.47,113.04628,112.03901,0.47,[M-H]-1,high-dinp-wk07-wk22
120.01109__0.479,121.01838,120.01109,0.479,[M-H]-1,high-dinp-wk07-wk22
134.9566__0.469,135.96438,134.9566,0.469,[M-H]-1,high-dinp-wk07-wk22
108.90059__0.52,109.90786,108.90059,0.52,[M-H]-1,high-dinp-wk07-wk22
168.91561__0.494,169.92288,168.91561,0.494,[M-H]-1,high-dinp-wk07-wk22
176.90896__0.499,177.91685,176.90896,0.499,[M-H]-1,high-dinp-wk07-wk22
95.9153__1.309,96.92258,95.9153,1.309,[M-H]-1,high-dinp-wk07-wk22
66.03336__0.474,67.0408,66.03336,0.474,[M-H]-1,high-dinp-wk07-wk22
384.93523__0.586,385.94251,384.93523,0.586,[M-H]-1,high-dinp-wk07-wk22
278.82956__0.521,279.83684,278.82956,0.521,[M-H]-1,high-dinp-wk07-wk22
296.8901__0.551,297.89738,296.8901,0.551,[M-H]-1,high-dinp-wk07-wk22
150.8854__0.501,151.89267,150.8854,0.501,[M-H]-1,high-dinp-wk07-wk22
79.95582__0.469,80.9631,79.95582,0.469,[M-H]-1,high-dinp-wk07-wk22
178.94449__0.536,179.95176,178.94449,0.536,[M-H]-1,high-dinp-wk07-wk22
146.02698__0.477,147.03436,146.02698,0.477,[M-H]-1,high-dinp-wk07-wk22
130.04969__0.474,131.05686,130.04969,0.474,[M-H]-1,high-dinp-wk07-wk22
152.88245__0.501,153.88972,152.88245,0.501,[M-H]-1,high-dinp-wk07-wk22
