mz__rtMin,BPS_high_wk40_bps_d1_A,BPS_high_wk40_bps_d1_B,BPS_high_wk40_bps_d1_C,BPS_high_wk40_bps_d1_D,BPS_high_wk40_bps_d1_E,BPS_high_wk40_bps_d1_F,BPS_high_wk40_bps_d1_G,BPS_high_wk40_bps_d2_A,BPS_high_wk40_bps_d2_B,BPS_high_wk40_bps_d2_C,BPS_high_wk40_bps_d2_D,BPS_high_wk40_bps_d2_E,BPS_high_wk40_bps_d2_F,BPS_high_wk40_bps_d2_G,BPS_high_wk40_bps_d7_A,BPS_high_wk40_bps_d7_B,BPS_high_wk40_bps_d7_C,BPS_high_wk40_bps_d7_D,BPS_high_wk40_bps_d7_E,BPS_high_wk40_bps_d7_F,BPS_high_wk40_bps_d7_G,BPS_high_wk40_inoculum_d0_A,BPS_high_wk40_inoculum_d0_C,BPS_high_wk40_inoculum_d0_D,BPS_high_wk40_inoculum_d0_E,BPS_high_wk40_inoculum_d0_F,BPS_high_wk40_inoculum_d0_G,BPS_high_wk40_inoculum_d0_B,BPS_high_wk40_control_d1_A,BPS_high_wk40_control_d1_B,BPS_high_wk40_control_d1_C,BPS_high_wk40_control_d1_D,BPS_high_wk40_control_d1_E,BPS_high_wk40_control_d1_F,BPS_high_wk40_control_d1_G,BPS_high_wk40_control_d2_A,BPS_high_wk40_control_d2_B,BPS_high_wk40_control_d2_C,BPS_high_wk40_control_d2_D,BPS_high_wk40_control_d2_E,BPS_high_wk40_control_d2_F,BPS_high_wk40_control_d2_G,BPS_high_wk40_control_d7_A,BPS_high_wk40_control_d7_B,BPS_high_wk40_control_d7_C,BPS_high_wk40_control_d7_D,BPS_high_wk40_control_d7_E,BPS_high_wk40_control_d7_F,BPS_high_wk40_control_d7_G,DINP_high_wk40_inoculum_d0_A,DINP_high_wk40_inoculum_d0_B,DINP_high_wk40_inoculum_d0_C,DINP_high_wk40_inoculum_d0_D,DINP_high_wk40_inoculum_d0_E,DINP_high_wk40_inoculum_d0_F,DINP_high_wk40_inoculum_d0_G,DINP_high_wk40_control_d1_A,DINP_high_wk40_control_d1_B,DINP_high_wk40_control_d1_C,DINP_high_wk40_control_d1_D,DINP_high_wk40_control_d1_E,DINP_high_wk40_control_d1_F,DINP_high_wk40_control_d1_G,DINP_high_wk40_control_d2_A,DINP_high_wk40_control_d2_B,DINP_high_wk40_control_d2_C,DINP_high_wk40_control_d2_D,DINP_high_wk40_control_d2_E,DINP_high_wk40_control_d2_F,DINP_high_wk40_control_d2_G,DINP_high_wk40_control_d7_A,DINP_high_wk40_control_d7_B,DINP_high_wk40_control_d7_C,DINP_high_wk40_control_d7_D,DINP_high_wk40_control_d7_E,DINP_high_wk40_control_d7_F,DINP_high_wk40_control_d7_G,DINP_high_wk40_dinp_d1_A,DINP_high_wk40_dinp_d1_B,DINP_high_wk40_dinp_d1_C,DINP_high_wk40_dinp_d1_D,DINP_high_wk40_dinp_d1_E,DINP_high_wk40_dinp_d1_F,DINP_high_wk40_dinp_d1_G,DINP_high_wk40_dinp_d2_A,DINP_high_wk40_dinp_d2_B,DINP_high_wk40_dinp_d2_C,DINP_high_wk40_dinp_d2_D,DINP_high_wk40_dinp_d2_E,DINP_high_wk40_dinp_d2_F,DINP_high_wk40_dinp_d2_G,DINP_high_wk40_dinp_d7_A,DINP_high_wk40_dinp_d7_B,DINP_high_wk40_dinp_d7_C,DINP_high_wk40_dinp_d7_D,DINP_high_wk40_dinp_d7_E,DINP_high_wk40_dinp_d7_F,DINP_high_wk40_dinp_d7_G
326.75956__0.739,24297046.8,21953588.51,22565343.28,17348734.58,28973452.99,20106734.37,20666472.22,22286859.17,21964829.49,23425690.79,23271334.54,19576483.31,22571664.4,27713839.86,20749716.86,25333986.99,23718013.22,29629115.33,27532466.74,21124130.78,19678769.15,24048338.24,18715255.12,18966889.68,22225633.71,17040287.76,17593481.56,23475955.62,29676121.46,15970929.54,28228279.07,20257176.71,22810494.03,26327397.5,23697847.93,24105755.44,26131765.16,28933428.35,29298984.65,28323925.29,25629026.09,27124089.32,26658658.01,26087106.91,26162019.33,31753524.68,27360260.34,24653402.03,28988084.08,90327.96389,39676.80092,31911.82167,30659.22706,31922.45976,25393.1738,43657.06467,89533.65081,137502.8252,36316.63135,69112.59517,101543.1357,94583.5893,38841.01798,77671.18615,123160.386,141041.5619,107259.5616,48319.18555,49929.25935,140725.0328,138515.1914,267877.6527,115477.85,206600.2316,117661.3853,108897.2474,133463.7092,30553198.12,26937079.52,31246585.97,28273935.27,25299931.68,31232517.07,31594464.56,29617676.07,24207948.82,27270346.42,33544474.27,28861478.68,32905940.28,34641778.47,34176906.92,28609304.83,36227481.41,33998662.91,32914729.53,27097129.95,48635.81778
154.91124__2.208,14870978.35,23101023.56,17298193.61,12000910.87,17016677.98,15845357.45,22281957.37,25057243.46,25081539.26,34454448.39,35312874.33,26374219.22,32208254.33,28156145.57,21458986.63,124666.7786,13283678.37,84921.90165,94583.46423,4567424.552,20493777.38,57353.33765,58568.08975,72415.88251,49689.39194,65026.59016,81842.3581,60291.36573,15425963.51,20369878.57,18142619.53,9636144.287,16754249.24,9857213.272,13059217.15,23294494.35,15366340.51,15894648.71,15383850.03,19516167.18,17812255.8,15550841.56,3617538.07,1102256.595,1597436.799,354852.5667,9428106.815,426057.3227,10172215.38,93788.96082,86938.32842,85684.54336,76693.1995,80751.85223,89148.48767,85460.32263,67348.58734,74997.51816,78666.37533,76729.43086,68881.97648,83068.82736,70109.64952,66123.02216,67396.76674,78012.12855,66405.16645,65575.03013,78040.90836,65962.95079,77405.34921,76353.39642,69043.23931,79932.29831,73645.89469,73560.75139,77157.41414,22713258.11,24093441.54,18998397,21653285.94,15066734.14,18244809.44,17938318.52,21975779.72,34649606.71,30293013.43,35364586.36,28406957.45,32279257.28,9952735.553,108797.7582,14872562.37,110581.7864,5998540.09,13444817.07,9815561.375,70655.19728
195.81033__2.756,138903686.1,152738855.6,144257620,239383187.7,277138350.6,211722207.5,266343274.5,286443656.2,225862425.5,218549738.3,167821358.2,235108591.4,405242190.4,106496923.8,330341071.5,129169029.4,243368857.6,180594312.2,188892216.1,249455233.8,286040107.3,256742437.1,229939476.2,264107789.1,239049689.4,248150977.3,270372138.4,182208479.9,197125414.6,252006214,219554728.3,179050206.3,291419364.8,232727770.7,316919001.8,314842132.7,373740795.4,238504863.5,289091283.3,283803187.9,241759430.6,301901621.4,356617887.9,324197002.2,352881069.9,398016840.3,147916980.3,172542800,393211525.5,359421065.6,389935562.5,200533838.6,222606943.3,409710873.8,444263378.1,389041460.4,394561258.7,488729957,417393578.9,432009147.7,183419382.1,483032156.7,387499848.7,367203613.5,440184872.3,203198329.6,199926218.6,401471541.3,331247958.5,439478527.5,367543417.7,106182155.2,349833109.2,419177851,359859763.2,391443511.8,117689384.7,408156050.8,110481893,409784916.8,332829659.6,362896873.4,387793698.9,404527040,362618087.9,360993318.9,406910188.6,74661845.41,497651036,444322315.9,490291123.6,459224220.8,372458639.8,437661011.8,375757495.5,331745074,400417163.2,95442081.12
244.89718__0.843,65700182.52,60284341.96,38011913.62,67277644.44,58295134.54,77350049.65,38417330.47,87481214.78,68097345.54,41372280.35,9510082.936,77639538.87,71598605.73,46073464.27,57873436.68,67751827.88,28960296.03,75480165.56,69120585.11,47482192.06,59797021.01,66449532.08,53121440.6,69512004.6,72963313.53,75038616.3,73776617.12,68368455.87,67615769.51,62590312.53,62261706.92,90093088.22,75151392.22,80235153.18,62718920.34,79399896.02,75031851.27,81906204.4,38228581.88,81825833.13,24860729.39,56627647.33,57215864.05,38262162.12,79933954.77,75988938.92,42359828.7,74490883.92,44968241.82,764751.1356,154090.702,133952.5233,129422.4356,131740.6897,102715.7995,302134.9246,343117.3857,516848.4374,136359.0602,243792.127,397959.0308,267675.5571,149242.795,230024.7448,451081.1003,614114.8459,393041.5709,131048.6628,175094.1353,545925.1,421410.8685,746243.9595,501220.5643,685284.0349,417537.9714,334676.8661,364240.8111,79740889.61,84285185.49,68367022.26,89747895.82,67457655.97,82264321.82,77856410.1,23327572.65,101006980.9,93648700.17,90029914.35,82819190.13,92689615.72,91814185.43,88958417.4,18175069.55,87242734.14,87710833.32,94854321.2,50652037.67,541506.4655
311.03776__0.671,16838328.99,10193113.22,16192141.21,20065252.45,21329669.38,16986187.29,7685296.947,717428.493,403469.3417,384135.3093,3460175.483,467422.9838,2994946.468,2603064.348,422373.6686,542292.576,471848.5891,504598.5669,461156.0226,511428.7352,520644.6071,26995917.55,29904271.26,26889781.47,24849399.61,30334026.25,29721843.53,26178292.53,11509741.35,9213244.052,17741652.53,20387966.06,15621038.98,23298747.1,15470488.63,445548.2765,447037.3637,13810215.09,7977287.199,497744.4499,11117309.04,3452700.131,602605.1055,554358.4686,554948.4256,591617.4282,652041.006,422359.1833,674167.1286,332286.7419,34257.50678,23127.49931,22520.86797,23797.85936,18403.23049,44400.83295,66746.39881,91693.79425,27073.66825,51522.71575,79423.94383,81496.90228,28149.30548,67663.32024,107648.3246,115767.5815,84972.81898,54549.01199,37221.73984,96992.99352,103261.6242,139853.4128,99628.22631,143392.314,89271.62448,90126.14222,99495.79718,17617378.56,16150684.92,11011703.61,20865300.41,28964749.74,19128538.35,13358667.11,4639525.884,5577287.608,627115.9927,651587.6992,674433.7448,713738.8543,693349.3103,773254.922,688516.619,561806.8601,631392.63,737090.0332,665543.5238,35872.03813
208.84461__0.745,39289397.81,36466627.51,38877460.22,20412384.04,48428482.95,37524644.45,29294939.83,41500790.17,35882732.24,41159454.42,40884891.55,30405851.98,25536297.74,45736624.96,38600522.75,35729673.55,43060382.87,45884034.18,45247120.53,39377158.07,39100632.99,35123503.65,34939418.68,33659975.73,39744208.06,31764512.24,34209968.72,39803194.81,45871623.78,37274657.61,46518690.96,37456117.31,38084188.56,42284044,36217815,16253536.75,45601691.51,49306874.88,38843495.88,49886123.52,46402148.78,42056669.96,43951965.95,43448401.34,45550530.79,56249911.74,34694965.41,41943881.48,49484294.59,121781.725,53492.95003,42276.62594,41167.71548,43502.03129,33640.75299,59493.25358,122011.1391,184926.0911,49490.14722,94182.53795,135459.587,128892.8952,51456.39147,104293.0823,166046.9649,192203.0596,135570.5398,65846.51489,68040.62779,191771.7126,352964.8878,450416.5644,157366.3521,566117.1062,160341.9443,401850.7071,158335.0993,50493806.99,51983177.82,51864021.07,52620872.01,44840759.57,50533578.87,52872804.93,49509654.94,47440470.62,50704390.98,57174533.89,50964269.17,55439623.31,56007155.12,61284379.79,47487511.46,58933359.92,55524339.64,57746744.53,44172759.18,65571.65169
224.00522__0.692,18950409.42,14767099.15,12353126.39,11305037.97,19104654.66,10301502.26,16180666.03,5705950.943,2447426.898,9921178.906,17183063.43,1079804.42,18349383.24,18697571.87,1357430.57,730405.1295,658313.0794,696525.6225,709525.3418,638738.9648,583246.9903,6548431.936,6303223.515,7043089.737,3809642.936,5838041.072,5866269.325,7333706.204,16747211.87,19061527.97,17634838.51,12179111.47,18583120.08,17592629.36,14559416.24,10743908.36,3766801.146,26715814.71,17643056.82,3591976.581,17402623.62,15099947.27,724427.0881,1053522.158,688240.9052,1874446.165,663672.4928,598920.6344,684707.4533,103158.5535,39210.17471,30988.64221,30175.81411,31886.86072,24658.57279,59492.87936,89433.80537,122860.9347,36276.13205,69035.52273,106420.506,109198.0725,37717.38329,90662.39259,144238.483,154408.5489,113855.4692,73090.47092,49873.57963,129961.3561,138360.7231,187922.6206,133492.3166,192214.5538,119615.4584,120760.4306,133314.8742,18545994.97,23533359.16,18570077.35,37518785.72,22129074.32,35066014.31,31682547.28,11973872.41,30308779.54,10212233.8,24522472.55,7577847.872,2083796.945,2216809.344,966122.9439,3690856.452,849450.3767,706051.5427,709678.488,694816.9481,48063.82743
102.98451__0.685,7866074.952,3152459.044,5760959.905,6594432.047,7160840.614,5162018.019,3428295.424,9111873.902,6028380.682,6508602.824,6980191.2,7811211.256,7906464.892,8705750.638,10244260.68,29865892.19,16683069.18,31786681.14,24326338.96,11959811.03,3682389.615,6973382.768,7711916.829,7070997.393,6139721.793,7498850.517,7197600.811,6372903.822,6759054.859,5319627.895,7019033.784,7056759.616,7783739.683,8556391.787,6241069.717,9607372.267,11807241.75,10626157.17,6276783.387,9474412.964,6301058.28,3500209.121,16726939.31,18644943.64,23010381.16,22740353.68,12751780.77,25240812.77,12503125.81,95188.53439,36180.8007,128522.5485,46960.51932,33477.59985,22753.45403,54896.46571,82524.1589,113368.7117,33473.44187,63701.84544,98198.46879,100761.4408,34803.34219,83657.8256,133094.6329,143133.1496,105059.0075,67443.50876,46020.35207,119920.5553,127670.9881,174199.9181,123178.7141,178178.4408,110373.9805,111430.4923,123014.9809,7760524.229,9607610.896,6678184.793,14284670.63,11617500.73,13424184.02,12177373.45,7993197.021,10593996.53,10217945.01,16648999.33,19833555.41,17341873.09,21730116.92,39341824.49,12944406.92,40782391.51,23888319.26,22602943.91,23652378.74,44350.42114
218.87356__0.802,34905927.74,33978810.35,37075002.04,34531493.44,42506817.35,40368896.08,30021682.16,44086172.41,36981844.02,37421942.64,39667241.05,39465292.78,37512143.74,37113411.51,37632468.6,36749630.95,38889210.34,46608005.03,38229195.23,38575447.35,36975001.64,35081537.46,49478602.96,30628123.79,43024486.63,30111708.41,33442922.14,37280368.73,47400396.62,45365452.73,47246522.21,35485007.08,38922248.88,50022597.8,33593606.11,47936747.25,49840272.33,49443166.8,44261874.1,52970334.4,44759733.08,39833678.85,37320488.32,37212554.04,47584943.34,51533778.72,45185807.36,36811283.22,44726237.61,201248.9794,70118.12124,60954.35447,58892.96314,59947.8718,46740.25616,98314.88725,156133.6676,305597.4703,62049.43577,110936.2583,223852.1718,213000.4614,67912.10797,172348.3255,274398.989,317622.9404,224035.5256,108813.8956,79675.61735,248420.1957,299163.1384,416456.9112,260053.9428,384326.744,264971.2232,242620.9885,261654.8347,53516315.54,60204895.43,51193610.55,57483865.12,47726402.84,50393657.69,52168020.08,49771731.84,59576170.61,58080213.52,60728226.6,50507882.17,59431600.21,59172077.89,56915296.6,42261930.9,59446410.69,59833278.62,58386685.05,44342421.57,93448.42902
80.96376__0.652,6414025.872,14392222.12,9721248.56,7795357.168,7168835.233,4400056.762,7426151.131,20234683.98,19379719.96,16658113.29,14569868.38,7561692.292,9030104.343,20701712.2,21908184.47,2876720.408,6164020.357,1707154.554,4585219.71,25257814.19,30598893.73,7124912.989,5198481.095,5419361.88,4284782.327,4848823.668,5213396.314,5198022.298,7125225.38,9006328.145,11538663.79,8140187.374,8254430.91,7098678.665,8273644.386,6860348.169,6348569.822,8498905.351,14899172.08,7060964.879,17939364.78,13234831.2,24213304.47,18489056.93,4926942.136,4229977.173,28781091.48,4982420.922,31557960.03,66804.56395,29712.20635,25196.16397,19445.62279,28534.59301,18078.32309,39306.95766,63837.04672,81174.24492,30285.13297,53982.32155,70312.05025,71412.42547,38972.55991,59290.61938,95298.39547,102760.8729,75224.33199,54810.93694,36443.81204,120714.4386,92091.4475,124236.8218,88198.4011,127074.2458,79029.95802,79786.44141,88081.16487,12214275.75,14928109.67,16687826.95,11315821.08,12631896.97,7507456.117,8032824.686,24527868.87,8945442.748,7935177.701,7430495.64,15012497.66,5693758.905,2980347.928,3388775.402,24363269.29,5132682.321,3820082.508,3324233.95,18302626.21,34459.79077
170.94178__0.647,4127938.553,7354424.798,7348283.224,5728423.596,3194368.881,8014760.252,6905911.279,5833374.421,4712588.942,8317842.145,8744678.221,5726357.914,10194431.67,9040875.385,19365432.93,834855.8112,702546.603,1265299.451,1818938.469,3316436.748,7133911.523,2584784.194,3983624.06,6756160.15,3439743.96,2927851.631,6749639.672,844306.3679,6625053.877,8157020.517,8024269.105,7794851.694,10128385.1,7148413.444,5844198.111,4295320.194,3183107.899,5289424.221,6413673.245,3855148.847,6546129.591,4061418.191,3760942.905,1904823.954,1522846.443,474161.5143,13711602.78,476582.4922,8656004.643,107951.2577,47793.44761,35846.7614,30432.07172,35218.64152,32400.76016,69382.77068,101109.2311,128260.2434,54626.44981,85500.68189,111364.7592,117958.3713,40691.04425,102416.7147,150577.2601,164039.0396,118859.0191,76486.22435,58024.52903,135672.7034,145510.0873,197081.9245,139358.8373,201583.0455,124872.1396,126067.4294,139173.5969,9773010.563,10797439.41,7529636.635,10873002.72,10359377.89,7716893.216,5768899.68,8449546.99,5707488.675,8241105.752,10440959.34,7635968.444,5247875.863,2058726.753,1063458.492,29468629.98,3275808.142,1639508.183,2758127.873,3577705.156,56009.34784
352.78309__0.755,25501304.65,28552593.76,27161759.74,22110715.41,29102218.52,28312502.17,29613059.44,27541646.41,25646747.74,27092495.91,33483070.1,27065056.52,25974909.9,28920582.59,24200259.71,29641171.42,27579942,36980244.66,31930044.45,28400929.3,27706490.95,28257867.86,26389236.68,26157233.73,29290995.93,26412617.39,24385085.79,25982361.99,31979116.08,29325654.31,35151486.97,27957646.69,27297744.8,35079673.98,27248361.39,31023358.02,32182024,36931765.47,28164338.91,33995564.41,33618319.85,25382217.98,29544761.11,30120723.61,33460346.89,33039300.88,32849756.15,30390960.35,32720712.91,128395.5006,56398.06873,44572.60357,43403.46991,45864.55877,35467.72983,62724.23941,128637.3738,194969.1387,52177.87994,99297.44472,142816.1859,135892.8674,54250.90785,109957.077,175064.7167,202641.3081,142933.1645,69422.53643,71735.80818,202186.5353,190864.0781,265696.7193,165912.6733,245197.8879,169049.8653,154790.5652,166934.0316,35305366.65,32610874.02,33758342.18,35046247.5,35251575.81,35581206.57,34464092.03,33749262.45,37778417.56,36681796.62,38293983.61,36153875.84,38364491.35,43170515.22,42560637.44,31282861.99,37719264.91,37524416.51,41310413.34,34016786.07,69132.74585
362.9166__0.666,577900.9626,593868.2669,564328.8625,470452.3113,633841.1884,592694.9011,433143.5111,949030.878,688049.6751,454119.3385,621550.0274,3495580.318,499932.6361,584353.1124,513790.7816,5319574.655,6293053.163,10235519.64,8874533.687,4509234.03,632483.6365,686199.3116,528917.8576,634776.2416,590089.8177,628917.5121,562455.1631,665295.2174,669471.5018,628335.8488,708719.5887,678843.5551,631275.6044,666843.2392,709858.4186,2917866.909,11176798.51,719080.1857,647187.8366,10917099.14,709574.3816,651319.0923,3032800.096,4006348.203,15218746.13,15955944.47,764831.9604,19846271.22,817613.7766,103185.9475,39220.58707,31175.64182,30357.90874,32079.28059,27380.54483,59508.67785,97203.34275,123521.7935,46114.54181,82144.19708,106448.7662,109857.0235,37727.39924,90415.95067,144276.7859,157978.7768,114467.8883,73387.97811,50076.58487,130745.6022,139421.6344,188835.5958,133527.7658,193148.3803,119492.2904,120636.0836,134031.9638,820192.474,760103.1424,882921.337,744395.2153,754290.247,893452.0716,843869.6263,873835.6055,848996.3548,3148249.019,3196869.271,3909758.329,7601136.762,28536773.64,23795758.07,777056.5381,15714852.21,35785953.91,20724807.85,8771615.249,48322.35874
160.84115__2.11,18482082.39,5181231.87,13637985.21,46084256.94,38459564.18,58515529.23,54238839.96,45580147.98,66365045.39,54300394.58,62205881.2,26037363.58,41118523.67,89347363.05,69757855.85,98403350.08,52992811.25,112758203,91326799.09,87083869.68,66639871.81,53111181.78,100737965.7,54070794.97,13458629.19,133404659.4,202054211.2,138632897.9,192821200.6,58913132.05,237883333.2,74491071.48,74409849.01,86626214.38,81152700.37,53609758.6,39805159.44,64071640.87,69831767.74,59234881.01,60679979.19,48623940.18,127846144.5,64078141.85,52495044.1,54846837.89,43822705.95,167117517.2,48864661.37,461384299.6,77262548.08,78686602.81,214454109.2,181756594.5,346436671.9,62647347.78,159212614.3,137742534.1,156403139.7,295657443,175789016.9,289310495.5,66990489.34,99458343.24,122317668.3,122458001.6,149044110,70956231.93,104210965.2,255318337.1,84462984.01,85972461.43,80051558.39,111425515,78479071.6,99607132.86,86164868.14,102608767.4,103662885,126842655.7,103578169.3,46484340.06,101758227.3,105429609.9,89727228.86,111472730.7,29173019.26,89826254,91854621.35,79739117.81,113320143.5,24699435.42,82890399.9,104157357.3,77114111.6,65789358.5,72337128.13,141004688.3
292.8275__0.75,31988258.45,34621133.84,34876827.23,27977164.06,37199059,33722395.81,19243174.7,36062867.17,30713808.88,34452589.34,39371747.96,33414431.94,33149389.16,35696309.48,31601788.47,38265407.21,21425657.47,43617020.74,36194099.67,36950244.15,32808353.97,34889124.24,32670383.1,32600460.78,37064231.42,27276199.43,30530700.36,31423008.97,37759963.81,27630619.49,41559285.67,34344327.23,32882246.45,40102659.12,35429143.38,36471758.71,36870088.75,44894274.17,36242535.83,52013031.4,40966381.8,33959307.85,36710813.36,36805765.7,39772741.57,37279823.34,39327636.36,38154387.04,38422103.64,151410.4371,66507.44145,52562.2577,51183.55643,54085.7963,41825.33228,73967.58035,151695.6662,229917.4222,61530.78241,117096.545,168416.0351,160251.7094,63975.40127,129666.9199,206445.1258,238964.8305,168553.9821,81866.54935,84594.47584,238428.5395,225076.528,313322.9453,195652.5756,289149.6914,199352.1103,182536.8259,196857.0127,42525968.7,39002366.04,40059735.4,42955213.92,41208829.47,43934839.39,40572848.6,40646601.93,44324996.21,40167489.3,45367761.55,43220928.96,48207809.45,51766964.34,47370190.68,39468763.17,48284007.61,45375955.02,51983454.25,42856839.51,81524.8137
146.02701__0.684,10264898.46,7692754.126,9470555.405,5892308.63,12266622.45,8731947.981,9292047.256,8110180.476,6731591.449,4505077.499,8768312.679,8230198.057,9078606.298,9660192.187,7731397.041,9639205.198,9115222.456,12048987.82,9730195.93,4415827.157,6820336.73,11588435.55,11400742.5,13106137.89,11270596.99,12415141.34,19585256.79,11776091.34,8519747.218,9161981.478,11069939.11,9653933.485,12176667.6,11226317.5,9114226.355,8771552.923,8963848.505,11086109.93,8412740.659,9401451.329,10681560.53,8113759.399,8010137.878,8462156.076,10553951.27,9975344.209,7302468.52,10068061.14,7634910.699,92150.61124,35026.09764,27681.87635,27059.74043,28484.24689,22027.28207,53144.45592,79890.41678,110780.836,32405.14363,61668.81371,95431.10447,97545.65947,33692.60045,80987.90273,129343.8479,138565.0836,102660.818,65291.06259,44551.62168,116093.3146,123596.3939,169290.7312,119707.3731,273550.2694,106851.4169,108290.2319,119392.7702,11978688.82,12017679.99,9318330.543,17327174.3,13484833.65,16872302.53,17127450.93,7476398.794,11700775.53,9871973.772,18339190.46,18643743.07,17610451.82,13256687.62,8258946.391,7342816.785,11755763.35,14911142.78,17817299.45,10828401.64,43100.56689
244.89568__0.837,17522171.23,31733262.17,43253847.71,39047486.78,30774698.4,40307244.89,32118018.22,43077402.21,36745174.73,50936252.98,31101257.69,868876.2741,18613642.14,28042210.01,37478161.47,871051.3962,1264462.963,1330556.902,2707516.52,53093665.07,7610903.115,1409095.77,872343.3211,836689.7828,4385276.32,952594.524,889272.1798,2052653.83,2884060.328,16494941.35,60145617.8,47484322.27,3629343.075,13853342.6,28064739.1,928825.9072,1281317.595,2166323.215,34916819.11,11873469.35,30189977.12,28116507.07,39375570.73,38604877.64,1146380.65,4237057.872,30157382.55,2933329.613,44945777.1,115652.834,67456.76912,51526.58694,68763.77899,51435.38265,47975.75884,53577.69399,146617.4754,207827.685,53238.52835,86972.92688,186734.3337,98093.35852,65334.48567,84428.89968,196432.4671,219085.6869,217005.8627,51099.24768,68051.78601,200364.2254,250937.9456,295617.8615,196123.3791,283096.4734,148956.8179,130499.1268,269981.4757,43688452.39,57148618.95,41890301.69,44868825.46,87314575.71,65250939.61,42242666.06,33856618.64,990869.6776,1075586.275,26944960.52,55407092.76,13427426.26,1418024.968,1115983.466,43806933.94,1276022.791,1485475.077,1290533.446,53542835.7,91581.14018
132.86661__0.672,30765453.73,10866248.59,22266249.82,20651892.43,30862573.05,11517412.27,9465168.988,3476296.366,5777826.38,5802327.786,7889401.459,10069952.77,8287608.84,7711431.24,2844273.559,31621341.37,16562736.85,34915962.21,27198308.77,4908476.768,871139.875,25548156.79,29529286.58,29781770.46,38003760.15,24146960.04,30958556.53,34550615.79,16049441.52,9654936.5,9480200.218,13005080.34,18986911.14,23847075.71,9899827.29,11045056.78,9839198.966,11734860.31,6668164.143,9689272.837,5549266.279,4500945.721,2680750.772,2683105.381,13034487.82,18901725.31,1024877.358,20027903.52,1053050.626,3200410.763,7490028.509,6237160.34,6227396.899,6401813.145,5975566.705,4445160.455,4972898.992,4677280.737,11057154.35,4366126.908,2293975.902,4364700.537,9700370.353,5483457.491,4262560.773,3607589.449,4846174.585,3712897.235,4532925.383,4157125.399,3629720.876,5306841.675,2767723.233,3285261.42,3614184.047,2968202.316,4104589.596,6411482.976,8215701.522,4504280.831,7214500.755,11862083.5,12167491.81,5204510.603,2836005.47,12104588.03,5959336.214,5043335.352,3955464.092,5805202.701,5202954.177,17544164.49,1266524.504,20646879.45,5395670.506,6225429.421,1171135.191,7896782.174
405.26467__2.547,18934022.99,17769618,12002343.43,50693070.13,12111302.82,7230486.945,18376158.07,33136645.37,14904968.74,14369037.63,36246025.25,12834197.02,18979116.38,29705119.73,72973746.09,15499430.83,4230782.06,20397856.99,15751987.8,23994415.73,48537946.77,12224247.19,4221838.251,20586747.06,2962105.989,6871442.788,10570397.68,4410625.109,17846847.49,6728527.475,9971220.277,36058919.41,11318566.49,14639294.02,21259793.59,17254751.84,9521040.24,4583229.026,30410476.3,11771947.87,13555902.62,19730317.43,25477152.81,9844833.751,6839803.139,22969555.5,23099639.69,9671124.342,36582087.41,150528.4623,169091.6643,170642.477,167901.6867,162957.7638,139588.7554,162668.3876,127561.7166,146802.4766,147146.9342,169506.7802,140675.23,163036.96,165451.0181,156516.8159,135039.8007,160409.6271,160090.102,148861.477,158931.3613,152148.52,158118.3723,123813.297,151425.6294,148572.6476,145939.6448,141245.8082,137972.4077,29806043.14,13743924.11,21415674.5,7806185.872,27214633.71,6053377.371,17964987.28,26763554.63,4867528.606,9256726.031,4533576.697,26346430.75,5751775.583,6415434.006,25248289.42,31558320.36,16582547.52,3874580.539,10801470.53,4894126.311,129154.0529
176.90905__0.801,5180421.503,5166497.806,5699708.254,5612949.577,5771789.408,6026668.958,6446823.567,6163845.834,4419796.045,5407114.903,4215233.099,6070554.291,5728664.857,4677099.965,5865501.104,5860201.738,5382862.055,2251770.096,5874497.309,6500477.429,5881988.118,5895590.972,6576803.696,5734813.003,6202818.795,4410855.948,1487068.232,5448548.941,5427614.517,2476140.626,7173430.42,5857827.996,5759285.573,6776848.038,1289262.711,6337965.902,6094221.892,7876816.119,5806267.958,1977660.435,2332940.163,5799908.07,6014353.467,5854505.57,6957035.101,6869956.844,5341933.791,6302456.161,5381617.262,214073.0721,74586.22486,64838.51975,62645.77136,63767.90146,100478.5802,104579.7599,166082.8989,326111.0174,66003.38239,118005.3966,238116.5971,226573.3882,72239.63885,183330.7957,291884.385,338943.7097,238311.6347,115747.7916,84752.74874,265095.659,318226.5684,445838.5295,277510.3334,410125.0752,281855.8582,258081.4101,278328.141,7311980.478,7579285.266,6594144.991,7018099.379,6786368.482,7393640.25,6590162.298,6243341.967,8537229.383,7093186.538,5923941.359,7850818.18,6957309.948,6419671.713,8063851.617,5255007.825,7342892.687,7145382.691,7594252.675,7694066.734,99403.19873
