mz__rtMin,BPS_high_wk40_bps_d1_A,BPS_high_wk40_bps_d1_B,BPS_high_wk40_bps_d1_C,BPS_high_wk40_bps_d1_D,BPS_high_wk40_bps_d1_E,BPS_high_wk40_bps_d1_F,BPS_high_wk40_bps_d1_G,BPS_high_wk40_bps_d2_A,BPS_high_wk40_bps_d2_B,BPS_high_wk40_bps_d2_C,BPS_high_wk40_bps_d2_D,BPS_high_wk40_bps_d2_E,BPS_high_wk40_bps_d2_F,BPS_high_wk40_bps_d2_G,BPS_high_wk40_bps_d7_A,BPS_high_wk40_bps_d7_B,BPS_high_wk40_bps_d7_C,BPS_high_wk40_bps_d7_D,BPS_high_wk40_bps_d7_E,BPS_high_wk40_bps_d7_F,BPS_high_wk40_bps_d7_G,BPS_high_wk40_inoculum_d0_A,BPS_high_wk40_inoculum_d0_C,BPS_high_wk40_inoculum_d0_D,BPS_high_wk40_inoculum_d0_E,BPS_high_wk40_inoculum_d0_F,BPS_high_wk40_inoculum_d0_G,BPS_high_wk40_inoculum_d0_B,BPS_high_wk40_control_d1_A,BPS_high_wk40_control_d1_B,BPS_high_wk40_control_d1_C,BPS_high_wk40_control_d1_D,BPS_high_wk40_control_d1_E,BPS_high_wk40_control_d1_F,BPS_high_wk40_control_d1_G,BPS_high_wk40_control_d2_A,BPS_high_wk40_control_d2_B,BPS_high_wk40_control_d2_C,BPS_high_wk40_control_d2_D,BPS_high_wk40_control_d2_E,BPS_high_wk40_control_d2_F,BPS_high_wk40_control_d2_G,BPS_high_wk40_control_d7_A,BPS_high_wk40_control_d7_B,BPS_high_wk40_control_d7_C,BPS_high_wk40_control_d7_D,BPS_high_wk40_control_d7_E,BPS_high_wk40_control_d7_F,BPS_high_wk40_control_d7_G,DINP_high_wk40_inoculum_d0_A,DINP_high_wk40_inoculum_d0_B,DINP_high_wk40_inoculum_d0_C,DINP_high_wk40_inoculum_d0_D,DINP_high_wk40_inoculum_d0_E,DINP_high_wk40_inoculum_d0_F,DINP_high_wk40_inoculum_d0_G,DINP_high_wk40_control_d1_A,DINP_high_wk40_control_d1_B,DINP_high_wk40_control_d1_C,DINP_high_wk40_control_d1_D,DINP_high_wk40_control_d1_E,DINP_high_wk40_control_d1_F,DINP_high_wk40_control_d1_G,DINP_high_wk40_control_d2_A,DINP_high_wk40_control_d2_B,DINP_high_wk40_control_d2_C,DINP_high_wk40_control_d2_D,DINP_high_wk40_control_d2_E,DINP_high_wk40_control_d2_F,DINP_high_wk40_control_d2_G,DINP_high_wk40_control_d7_A,DINP_high_wk40_control_d7_B,DINP_high_wk40_control_d7_C,DINP_high_wk40_control_d7_D,DINP_high_wk40_control_d7_E,DINP_high_wk40_control_d7_F,DINP_high_wk40_control_d7_G,DINP_high_wk40_dinp_d1_A,DINP_high_wk40_dinp_d1_B,DINP_high_wk40_dinp_d1_C,DINP_high_wk40_dinp_d1_D,DINP_high_wk40_dinp_d1_E,DINP_high_wk40_dinp_d1_F,DINP_high_wk40_dinp_d1_G,DINP_high_wk40_dinp_d2_A,DINP_high_wk40_dinp_d2_B,DINP_high_wk40_dinp_d2_C,DINP_high_wk40_dinp_d2_D,DINP_high_wk40_dinp_d2_E,DINP_high_wk40_dinp_d2_F,DINP_high_wk40_dinp_d2_G,DINP_high_wk40_dinp_d7_A,DINP_high_wk40_dinp_d7_B,DINP_high_wk40_dinp_d7_C,DINP_high_wk40_dinp_d7_D,DINP_high_wk40_dinp_d7_E,DINP_high_wk40_dinp_d7_F,DINP_high_wk40_dinp_d7_G
487.30691__2.533,518212.4592,793754.4025,441793.1203,371238.0995,2244947.006,396800.4401,4396579.703,890176.023,709250.7732,644530.5402,457139.9933,2951398.536,605901.4782,3721359.54,1404854.587,750870.7987,483864.2872,675234.374,3577029.472,757799.291,3394669.204,1625991.658,579700.5838,509976.5837,1946365.496,190551.629,5115790.219,1238415.506,432644.6272,278728.8128,727844.8959,726865.5178,3398317.77,1266998.041,4204649.614,1032644.456,812092.8122,465726.588,562986.8184,612427.829,427106.7211,2989028.591,1339224.928,811408.6143,840583.6687,1945601.248,2929419.068,1267947.65,2559050.005,205565.3262,225200.5746,224661.0814,223950.8768,217031.29,187609.4281,217877.2638,173689.5435,198242.3981,210775.87,224114.9908,185651.3553,223530.1691,220351.8695,208453.072,180535.3353,214535.8937,213531.6173,208670.566,221257.1727,203408.0614,211389.1847,241644.9671,202441.6256,199059.4508,198347.6537,185958.5993,186742.4745,4720855.187,4900370.697,2976376.564,927085.5643,6526866.984,4301328.397,3157947.338,3177235.384,2181719.623,2424321.967,1877923.833,9284012.952,4869821.787,1601360.024,3667375.454,2989214.707,4655775.655,569155.9612,5562213.278,2351783.001,177301.7172
608.73839__0.851,1680357.293,1464237.704,898290.7636,1715584.125,2432790.32,2222582.148,1719524.761,2450656.893,2094721.589,1190999.904,1036777.471,2328744.566,1250336.303,1885969.493,1212618.243,1739677.43,2303604.422,2017978.719,1474295.896,1217362.261,1575237.462,1089288.915,936959.2914,1799494.114,2714871.282,888524.7046,1928266.281,1966698.301,2990677.171,2504792.151,1262885.32,1129241.277,1130229.687,3969369.596,629148.8708,2483531.293,3031349.778,2724553.515,3267849.307,1372417.741,1845974.201,1860485.599,3089447.35,1962630.301,2551210.234,2907175.459,2867778.673,1621140.218,699705.7459,49143.49373,28141.3078,24610.31339,20928.58958,25423.71776,19028.83035,23336.95843,62932.74145,97223.03818,24478.13273,43249.72747,71819.20543,53661.02131,26978.05958,42840.84148,80203.34657,116153.8944,68984.3334,23619.20388,30656.69719,100148.5747,120929.4161,131815.2478,88093.93231,104274.2579,71964.92785,60788.49604,106501.9663,2327575.087,1934518.515,2106690.011,3330850.796,2677834.659,3654757.606,2754211.135,3062771.282,2967970.743,725028.6504,3526259.768,2315045.57,2416997.639,2894802.599,2352962.824,2082729.348,3799639.072,3793971.503,2480021.249,1648084.48,38170.28072
471.2418__2.528,142517.5578,160542.6763,137574.3364,961485.6551,1633181.905,501531.6183,820806.5369,284233.1678,154504.495,240408.6094,738008.1675,2005790.367,442519.2589,1673081.596,973934.8445,401576.3994,216225.6526,1223371.767,964621.1305,1198176.261,1570032.183,882540.7721,91010.57711,1522065.986,909722.4433,591925.913,2276427.918,131259.7697,355056.1253,108402.2223,83028.97237,1113019.168,1774618.32,1346432.89,754559.7534,608687.4404,692098.9632,75144.07506,504883.3088,1698941.672,500477.9101,983804.0772,1196970.099,275863.9984,264538.7318,286039.0083,1179861.673,514022.4388,1118225.261,98763.21225,119570.5937,122657.6876,124780.628,119754.2644,98338.06215,113272.2199,85530.02979,108725.7694,111293.9391,122981.4518,95080.80522,104455.2141,107969.8659,112740.8462,93812.74204,117674.975,104614.2564,104311.3723,114074.1305,105193.5962,106508.5835,82121.13111,110322.2215,108942.9862,107321.137,106324.7898,97491.09289,1077116.886,439967.8268,673406.1573,1785510.241,2151691.064,842561.5153,978067.9488,198242.2528,110716.115,655263.2996,1213607.332,2315128.5,676883.5479,503476.3995,2761685.727,280272.2661,1672781.225,690297.9261,833099.0898,455124.6624,91893.42348
553.28412__2.535,1245261.908,1395859.698,715625.1343,1403852.332,2663388.163,1568848.001,6870050.003,2381157.235,837900.3299,245332.3071,1091489.178,1711919.866,1453961.939,2871831.014,1249178.855,1322598.457,220215.155,2708217.061,3330244.826,2066995.33,4656371.189,771786.7991,777740.2605,2207240.774,2549960.253,2832837.385,8934752.317,461953.0721,2646198.343,1590005.841,495190.3958,1834950.928,3766208.929,2805122.186,5877581.857,2281840.217,1477743.505,457538.2226,1820052.08,326193.7793,806687.1568,4661371.314,2349747.673,1810812.636,2378868.733,4499254.315,3938295.505,408971.4682,5283064.627,132022.3353,152623.9596,149651.2712,156763.5333,151919.8868,131060.9914,149636.707,113564.4535,139225.6095,136800.277,149569.1818,128906.3295,140622.2159,139361.287,140682.3793,122413.4022,148203.9139,133633.3567,130932.0402,144392.2938,139049.951,137111.6607,104202.9267,143717.5844,138483.1786,137116.3337,129862.4587,129914.4117,6308019.684,6849917.798,5030464.355,3831959.775,8043322.091,5877275.999,4253895.745,2904597.27,3263914.908,3526439.573,3359718.699,11588130.54,6222608.56,2263221.416,3460438.149,4208238.247,9214648.129,1390624.537,5777213.92,2505001.271,122662.6364
284.91581__0.804,2205211.835,4890796.217,3729518.141,3322437.431,5269156.521,5474263.33,5173507.959,5137335.112,4453946.078,4771383.868,6733041.515,5007220.771,5090149.139,4243102.396,2412385.579,3624725.123,3565555.262,5818848.666,5152976.379,6029214.029,5598576.328,3516364.654,5853117.935,3989701.629,5620853.349,5354860.85,4420995.493,2902119.168,1669201.868,4607558.998,4259538.886,3194058.844,2582543.469,6396434.364,4113057.875,3687527.558,5312827.002,4446193.728,1252904.446,6962419.63,1136084.194,3902937.33,2732898.311,1233795.156,3995790.918,3643113.924,3359490.142,5891211.799,5178260.459,117527.0442,40282.50474,34088.10682,34305.03982,32911.41362,25471.57993,55143.79152,85844.40997,168174.9453,35718.70565,61119.78807,122482.3715,116370.2114,39412.707,95035.0419,154136.9399,177670.212,138110.9917,61289.25112,46355.11871,194202.9829,166240.7108,228973.6631,151794.7688,223287.9281,146681.6161,137519.4261,143302.0703,6304278.293,1596508.803,2165043.813,4110070.391,4909573.356,3803620.545,3733842.729,3992765.036,9973967.938,4365767.36,3112886.718,5976096.2,3291569.673,3598975.307,3614576.363,2228020.65,4213116.908,2316506.432,2681912.515,6240112.788,52634.87716
646.85651__0.976,1496921.375,1564678.987,1679344.601,1199272.411,1525578.443,1684645.098,1138048.13,2276803.156,1660398.669,1498302.108,923611.4728,1194732.706,1754373.713,1311925.013,1812146.464,1328445.152,1476736.08,1504389.651,1751386.319,1304654.815,670083.2299,1407210.991,1455868.931,1297345.14,1127625.424,1495665.464,1286491.558,1631988.014,2257928.953,1708951.009,1758994.707,1645698.293,1622611.18,2111290.702,1561028.873,2452909.903,2165053.661,2229577.378,2122553.898,2233202.796,2246111.503,1814239.609,2102453.898,1545577.342,2513565.197,1596885.13,1291370.675,1782692.955,2157547.497,27884.55056,21958.1005,20883.78206,19768.49153,18982.79797,18319.38609,18441.11156,37882.24099,54072.49122,18793.66518,25559.92823,36955.33755,22540.64634,20147.74552,20347.05111,34290.3147,45584.50811,30267.10739,16500.36089,19851.22301,51470.84445,28979.33929,71864.43086,47028.03665,49018.0993,37337.72888,23222.05942,25776.87453,1733090.325,1874722.349,1553662.332,1773197.08,1840581.395,2113097.803,1458086.334,2079368.641,1104311.449,1343542.807,1449831.753,1264475.17,2412147.38,1794796.727,2125509.753,2508372.028,1921565.192,1780550.171,1856774.087,2146961.707,25640.48833
490.89945__1.045,1841570.583,2345487.801,1943211.793,2053778.007,1799431.898,1920523.523,1461119.388,1986147.653,1148032.638,1935101.811,1988004.634,1791261.039,2042826.306,1015788.058,1585539.361,1806847.003,2201056.115,1618398.116,1026890.667,2238088.93,1644913.463,872475.9372,2065181.721,1603270.981,2716496.97,1760534.833,2379265.808,2495927.338,1218464.207,2049272.798,2453084.898,1818294.683,2049167.88,2320215.562,1846640.72,2299290.08,928340.4229,2921586.985,1508529.751,1432659.006,2025615.734,967868.2064,970477.722,2488501.743,2197444.713,1367021.538,2198842.807,1273398.134,2072997.482,55015.40478,39700.904,40248.52385,39177.67431,38841.39183,33079.69476,40363.27544,41586.88544,51166.07917,33494.54069,38423.35297,72657.72427,42784.81908,34425.43179,41094.77244,94379.7143,133466.7695,59916.95336,34813.07503,34906.54541,53922.21197,105100.8175,137099.5228,52064.72568,143444.1983,32156.53452,88034.96366,84174.87266,2618328.194,1910413.797,2108838.433,1461859.36,2168655.099,803525.6872,1978354.315,2415713.735,1827822.094,2238430.869,2775713.928,1813357.145,3060867.503,2189553.223,2307823.333,2273121.617,2209304.099,2214111.304,2137914.694,1210548.901,42169.04896
266.88974__2.193,508951.7411,772100.4739,425632.49,365644.766,596601.976,215754.1511,869876.6383,854154.031,1057268.906,1493015.712,1505452.505,1187198.959,1540505.403,1085038.377,772216.2904,42707.48751,607506.0871,64227.58297,47532.5407,143697.4113,744012.3038,59943.86186,57427.87355,56343.27867,49197.37434,62777.02345,75138.29896,60533.82772,822355.0014,1174291.72,1236876.637,753731.5873,1208480.698,881991.9303,879492.3723,1430792.04,671021.1347,1589144.964,1072012.792,652606.8322,1469897.585,998449.5218,93842.46181,57797.1948,73898.61526,76817.89028,460174.9403,75255.79013,682015.5208,78980.35376,60498.55093,68342.99565,69328.39697,71805.11912,68544.85162,67887.39234,68420.72644,70544.53401,67967.12281,69667.01988,66094.46725,77413.94002,52669.22829,57025.95677,65714.95892,71744.50127,66742.23094,60015.77593,68019.91194,61245.09532,70051.78246,69472.33549,61634.74125,73209.01091,64181.38751,68147.308,69047.66359,1491007.111,1723974.645,1129390.348,1595800.253,1286567.615,1324690.936,1106707.569,1364312.446,2484812.068,1708371.398,2560800.305,1873736.268,1975918.474,1346932.87,82060.10783,1307960.096,80793.58756,745508.339,1358145.258,987071.8957,65046.1596
379.24926__2.504,212678.6392,1093208.923,623925.5653,774787.4861,965550.7872,646545.5924,1313437.41,1807881.792,1378093.727,724597.4336,644739.9688,1561161.947,1187180.848,1322164.567,1215549.611,1005811.203,550370.2243,881502.7975,1820322.962,1179873.394,1338751.179,2365967.696,376927.4048,306926.8513,1603162.931,378115.9293,2892403.438,2181610.614,1766702.74,716011.4559,234566.1516,689618.5986,2073275.249,1435454.417,1841489.897,1778424.564,2179085.804,154553.4318,659551.7742,2448854.813,420413.9269,1208959.116,1972783.954,1332936.936,358372.0147,1291744.748,1749548.448,346759.3133,213383.454,200718.6247,229627.0192,229142.2916,228417.9208,221360.3122,189561.9748,218033.5233,175028.1042,201017.3545,199960.874,228585.3083,189021.8298,221949.5565,199460.2363,212550.335,182378.6369,217671.404,195175.3332,202212.0473,210391.9632,206677.1359,200255.4956,168602.6961,205695.168,201614.49,198674.2112,189334.6518,189410.3973,4965583.364,2118785.289,3538606.264,2174831.859,4117880.722,4035183.015,3617375.691,2955516.008,886557.1149,2263808.369,1421673.676,6447787.526,4265951.516,1316874.339,8160517.342,1168163.921,5378280.288,691121.3328,2984063.36,1754742.627,175560.3653
323.12495__2.246,1035060.214,352875.0833,2738118.249,1004850.728,760938.2868,785013.3422,755814.6727,1807574.234,317162.7697,2981418.052,794451.7241,629046.2519,591693.9884,692291.7843,2552763.174,384289.1691,1058610.473,1181268.378,1138748.222,622914.9041,652008.6942,2038720.549,1733966.134,842289.5235,1662050.571,1389616.418,2232325.772,1040491.629,2807162.792,396162.1307,3471621.353,1316688.068,2015267.815,1991895.15,1485698.347,843124.0499,1035119.78,2499283.265,1328864.011,357058.4094,1264785.211,1391547.957,1833038.476,1007703.136,2017928.623,717203.8715,2499786.761,948664.4798,986084.7443,812018.7857,569192.4676,896870.5649,629825.5299,422878.5239,1186523.483,881440.1106,1083067.498,1178641.47,480936.0825,1090384.124,627955.3106,876393.3597,636720.4879,684149.0443,461818.5156,742315.6833,400054.2346,714292.4461,1245735.51,539556.8181,1362795.817,1014940.47,1111629.542,909539.0979,926641.1038,1752827.402,359094.8355,3656257.203,3478728.893,3838424.891,3137633.546,2538035.676,1915995.776,2632146.125,3416230.564,2212676.33,3006893.143,2696940.984,2550089.434,1171978.305,2346208.489,661781.2777,2252483.822,813082.8436,2769271.152,1891025.926,721358.5885,409005.9594
203.03188__1.154,304529.3305,1174007.202,207094.5254,616381.5465,398136.5622,241706.1885,693450.4753,2227167.522,2465631.335,390659.2065,533293.0846,1480325.201,597684.989,979228.3863,3809733.375,5235209.024,400100.1306,3327739.16,3024577.114,2617954.221,2733375.207,244580.1947,209267.4134,161405.5099,220152.4577,202442.9402,169035.0214,176525.8975,772721.4723,1642949.327,237544.2591,870119.5872,1063088.646,489007.7679,623581.9977,1740429.069,2789470.296,235689.7907,784850.6745,2541382.46,727853.8473,907471.2692,3639496.033,4528014.691,1660401.304,2967039.722,3584539.636,2954780.911,1362934.075,43357.17053,40737.96358,39478.02926,41774.98664,42231.80141,40350.5188,34703.34374,38602.4326,54443.84585,37103.5362,34973.67907,42763.05868,38215.38861,34514.72202,37405.4444,39407.10161,46073.75042,33887.397,33659.17476,34559.29554,39480.06039,40246.49725,48331.45907,35892.23055,53824.23408,35017.00928,38636.04091,35931.8566,869079.0996,823874.0865,1911946.386,1088196.536,746794.8242,1765726.802,1024836.936,905674.0976,420370.8152,3246747.344,1269423.214,1208523.006,2614150.999,1410692.9,2864856.112,1659642.668,4621098.336,1416264.719,1346733.815,2938246.483,40502.22416
459.27272__2.754,1057449.554,603358.1933,413700.6918,415581.2265,2009197.931,1216516.583,3941152.821,2385337.548,1246499.613,579110.2022,1684576.871,2096026.764,950656.761,1287052.124,90874.71448,1300967.792,111950.4772,3517214.395,1693273.092,1277662.751,2110685.596,1823253.239,1210613.269,215630.0821,1445750.918,616132.6092,2791378.002,1002878.34,1380002.957,772346.6371,925157.5379,988349.4001,2214776.517,1763651.847,2348847.001,1998587.254,919649.6139,668996.7469,444851.9274,2109783.518,309338.9862,848540.6675,1456645.311,879593.2165,859637.6953,1261609.425,1396324.197,1283634.377,448828.1031,122278.139,128954.597,143260.871,125783.0183,137711.1365,117915.3449,128593.5306,121745.3482,106656.8964,131842.3033,141427.9301,111164.9124,142679.9813,128887.9562,124053.8452,107442.2347,135734.3141,107747.9916,127872.3005,132638.8339,127708.6345,130835.1444,121928.4364,122759.6415,107369.0957,134674.1881,109136.0267,120389.2355,2631993.207,2197952.942,1379161.148,1080763.248,2071624.018,889023.8379,1565144.832,1120758.666,948542.0249,2917429.532,519485.5664,2233629.219,1251091.48,1280328.513,1348266.539,141488.8213,2235120.224,156727.5954,1777355.571,576175.4503,128837.9545
447.31181__2.633,2388940.982,1790792.282,660899.6692,1524070.808,1758649.642,789883.4136,1578341.102,5340038.363,1934820.219,867040.6894,1996085.804,2125263.783,2206053.858,1960481.484,525435.4175,1487035.735,141029.9672,2561336.739,2317555.256,2408806.92,2898178.113,1600238.691,1156832.197,553100.2059,1508586.211,1578254.199,1780245.255,1676099.16,3048393.877,200334.1771,773539.8962,1268162.606,1763664.258,1629797.788,1629257.104,3545432.173,1830555.722,323422.893,1226249.23,2179397.368,391422.7518,603940.7345,4356558.842,893058.5614,673009.362,2219754.166,428418.8901,1605200.236,1640735.118,185696.8776,198561.9846,196668.3979,196046.6845,208642.5256,178702.6908,195584.3166,158922.6361,172150.9158,190604.3297,195799.3274,176821.6621,208225.0829,194286.8244,190069.4657,158905.3014,188440.1499,199473.7603,183053.7039,193688.6149,191982.975,198152.2697,156178.8979,176544.1852,185210.4115,188788.4891,155688.2927,171335.7013,3068253.307,2266560.203,2002345.298,1671657.677,2829792.81,1185136.049,2403117.767,2110076.046,890259.2299,1554586.579,661223.3669,3263909.964,952775.0471,1506648.598,2650645.079,1934328.976,1879723.18,1013559.492,2300293.711,602161.6786,167626.2651
626.799__0.919,1670916.48,1158253.136,1097940.09,537084.8,825963.8201,1099223.722,1034301.7,2227661.07,1190089.398,752645.5946,671861.1456,1404428.37,427272.5258,802135.2298,1155885.972,1465568.478,1046180.676,696530.1841,349761.9979,1024466.076,1014791.658,321604.3359,671910.0373,673736.5768,1226937.812,1148262.697,995869.7963,1374261.892,2093188.151,962768.1903,2150239.1,1552071.05,1068435.604,1615499.516,1741975.519,2085331.532,1881124.458,1615611.356,2356567.138,1349490.063,815800.6248,2532957.749,1564823.746,987451.573,1465035.087,1370416.416,2191211.957,1357136.818,2364323.276,50039.4335,23790.41042,21807.17838,20190.49957,19738.81326,19088.44488,24923.6684,40477.09449,99122.68498,20031.55169,25294.82625,78398.66308,50223.99249,21632.75547,42631.04636,83793.98842,111042.6482,72586.97101,24399.39563,21071.76284,103774.0799,78101.10292,132539.3499,94777.00258,111594.5265,79369.16405,59937.46782,67989.02527,810383.3497,828912.1998,2116090.416,1280298.133,1889271.407,2394328.446,1333100.678,2837948.723,1467484.352,1190536.095,900540.9436,1883590.33,1045072.767,2150930.188,1704881.119,2822762.017,1859241.295,2454052.649,1150907.76,2201463.08,26338.81738
449.32752__2.689,2287081.808,1517397.38,679303.4924,956932.5118,971776.7379,1110816.168,1104413.826,4092494.124,1959865.356,689282.104,348396.3965,1157352.627,931437.7737,419632.217,755427.5173,1116028.562,143668.8935,1362498.795,1305250.941,1277724.84,274299.7087,4497232.268,1180834.236,1715622.976,538574.1221,1192411.066,1723447.738,1883628.996,2518457.762,1272977.146,736834.6771,1001811.306,1522417.389,670183.7558,1100308.715,3000857.376,1459516.729,434340.2822,427244.5787,1236987.45,378397.1654,549801.9172,2677462.719,695170.5236,643399.7172,724161.2061,687419.6034,1040119.95,233774.4371,195408.7331,197447.8913,209158.7587,183641.3515,222162.1384,187605.5329,201404.2787,169034.7379,152431.7477,203057.7363,206680.2358,159496.5085,221676.7736,200850.3808,200626.7271,162081.7022,195809.9581,191870.9114,194816.6103,205724.0705,194596.5425,183320.7593,166058.9008,172213.9729,156667.5959,200919.9088,156352.846,166726.5986,3064869.218,2198751.471,2072026.138,1913423.249,1900520.406,688527.5468,792433.9743,1933131.069,1315005.478,2282247.487,612858.3711,1958129.717,807298.1993,1204845.738,2682065.812,285742.2233,1277250.052,368842.9743,805419.1166,606359.2176,189023.8186
414.89978__0.97,1776724.13,1200249.228,1557980.769,889389.3122,1520754.405,1535228.146,903193.5705,1700166.628,1827740.753,2136986.811,1135099.153,2079213.239,1814659.055,1279860.554,1249668.001,2882211.568,2714003.015,1483093.56,1626371.037,1938793.787,632278.7264,1783259.561,908679.9253,2010300.119,567888.8931,1974111.679,1676699.099,2040955.34,2344119.074,2287930.253,1789582.237,1924658.672,1967834.961,2363119.448,1615605.652,2754962.847,2862626.876,2895425.233,2808698.239,1305832.783,1482795.941,3332794.304,1372303.5,2506189.496,2209369.247,3957000.585,1741593.277,2366014.534,1528416.729,39819.79776,28680.88969,29477.98416,27607.74854,27198.61895,23664.97792,24462.17435,53129.63907,81047.86997,28031.00553,36412.60808,55533.96037,33148.33576,29848.44654,28489.71048,50982.59166,241761.6137,43596.96477,23895.82832,28295.86469,77341.26064,41859.51182,104004.7138,69796.2695,66299.6886,51152.53424,62487.6264,65444.46937,3571438.846,1957640.714,2411646.771,2335836.156,1528907.457,1749472.314,3341571.216,2828884.72,842141.3183,3048485.443,1995932.471,1160252.821,2704271.105,2173521.524,2827467.673,2783494.477,2637279.172,1665955.442,2586143.368,2611765.898,34621.88312
465.23945__2.571,1383065.232,1910683.939,475405.4815,247377.2683,410568.5789,230590.3917,1033811.479,2443317.691,1743808.018,827927.9386,720059.8674,1835030.652,580640.9268,149484.5971,329409.4687,1439953.186,259362.332,1729999.665,1578894.246,755860.1652,995941.8005,2728980.73,723780.0943,2079617.583,522762.6527,634880.5748,1523782.946,1847108.298,1913932.381,1463074.039,261671.8519,573614.5517,1237841.623,630318.2227,1209711.433,1752681.578,1774757.802,192325.2891,334863.9633,221865.11,43280.08889,517746.9911,1654712.434,1585941.041,331705.4556,437648.9313,802072.3365,293331.3159,261446.6911,132658.9671,149152.9631,146805.4008,151647.0503,146467.6902,126959.0298,152325.1196,119133.8742,136686.1117,144255.2194,149013.032,129342.5031,158624.7384,162743.1372,137756.4903,127552.6555,149337.0855,149048.4646,142215.5619,148800.288,137663.0381,134737.0215,113505.2579,142436.5778,125369.1905,140514.019,121010.9482,104946.4978,2324127.901,1858162.018,2286341.126,515726.5415,848533.6451,356419.1067,491208.7249,1354468.839,312921.6349,1056445.506,222432.4814,950487.2923,529798.9939,491957.9858,2513556.333,256069.8314,2113895.764,127405.4574,636476.0343,216053.338,96735.27717
191.85972__0.356,639209.4818,430104.8728,299214.9782,664489.2192,529869.488,288015.0865,400977.0019,232543.4985,535611.5483,501857.2261,302325.7846,479844.9226,439549.0347,480420.0863,631611.4506,377862.7145,710548.4008,387540.7104,590780.4688,447815.2071,640362.504,568140.2424,534644.3825,557269.0474,440600.8075,187757.1416,309559.4429,323321.0139,495828.3286,360606.8544,432402.5259,633160.2101,460283.8373,614098.9593,635186.5354,452356.6086,334726.7388,561942.4396,243728.5309,220459.8247,238861.9497,325622.9342,660597.5645,528848.0786,221164.3402,210487.2649,219176.3183,505107.7653,189352.8792,1538490.62,433687.458,389236.5858,911285.8913,447802.396,434283.1701,314223.3449,334240.4226,764749.0367,502326.2211,316689.8862,228258.3729,404773.9063,173038.6789,378821.1312,411090.2172,770803.2769,216564.4723,163428.0115,215189.594,190657.8123,187317.8824,204213.606,299607.1788,128200.7928,138452.4207,217850.2519,175674.1074,426420.2925,344832.0383,494859.5164,859534.2869,1073030.524,391418.8035,491620.4994,615441.1344,710897.863,913033.1335,535717.8845,1136189.581,1282880.01,2851102.311,1096.126004,1152049.587,773344.9583,1479938.613,955014.1546,1683742.191,1485056.219
276.97237__1.136,2919756.502,1044175.825,3985351.04,5066227.467,3244188.757,4324049.186,4051062.866,1127447.557,1055468.538,923858.799,1171189.948,1019017.41,1004668.922,855287.5548,1018717.473,818153.0172,1025292.703,967049.6975,1079870.175,1178723.868,1019709.99,6558009.59,6702539.781,6094366.804,7024166.192,6780177.19,5601677.295,5619474.12,1034629.547,1188160.566,2978435.916,4698064.93,2264327.059,4187615.434,3139419.56,1192433.354,1059182.457,2959494.698,1946056.229,1237020.261,1928476.51,1027822.02,1097780.057,1035250.115,1071436.165,1074453.667,1121370.78,1044374.614,1123384.395,155283.0863,110967.6349,111665.1969,115410.6518,107862.4224,106213.4332,112885.1328,124504.538,150002.3949,103098.7515,104016.1204,209992.8957,131619.3693,103422.7423,115117.6874,191164.5073,263878.8207,172695.1812,100766.3188,97662.52281,111956.6788,159519.9429,388412.511,102927.1797,263449.4929,94319.23821,129295.142,139570.8004,1767673.778,2832708.462,1332510.069,1990053.019,2997932.384,1532141.548,2123708.522,1440197.411,2053358.802,1507549.544,1372368.918,1382896.1,1493113.069,1665315.78,1697994.399,1480475.124,1643773.881,1499343.872,1557744.107,1469486.422,124979.8636
474.86416__1.026,2888736.36,3685117.71,3552266.753,3284205.371,2411769.795,2766266.54,3887743.076,2736073.648,1306434.468,3106342.053,2603781.518,3229759.719,3588926.436,2029346.614,3056500.188,2886979.21,2396464.984,3971726.51,1836511.942,2373751.295,3461710.066,2249866.047,2985243.376,2713732.77,3730907.192,4033228.781,2286815.527,2175324.3,2637844.443,1377130.856,4729720.484,2312932.952,2390748.714,4773994.916,2253793.11,3344387.393,1634895.791,4397935.468,3471483.797,2422329.49,3819363.272,3555365.821,3853388.183,2754166.54,3793396.328,3007056.979,3411959.223,1791397.425,2361722,42310.91996,27714.05287,29125.18921,30894.35572,28506.82226,26330.64524,27321.7843,33920.73384,83788.86283,25275.8118,28417.10592,62123.95758,32587.18609,25531.96532,30357.99509,51309.49708,67288.64981,46701.50083,25233.439,27825.19607,28770.75159,43208.54616,97858.51657,24539.71759,65161.97565,25524.98167,35529.29726,37445.92898,2766556.477,3262665.089,3451891.51,4653504.214,2132461.994,3881304.459,3320865.747,2602887.232,2754850.911,2902040.224,1214931.438,1972614.528,4399035.258,2897801.297,2471183.971,3115371.649,2358601.792,3603548.711,3718510.377,1497706.123,29267.419
