mz__rtMin,BPS_low_wk07_inoculum_d0_A,BPS_low_wk07_inoculum_d0_B,BPS_low_wk07_inoculum_d0_C,BPS_low_wk07_inoculum_d0_D,BPS_low_wk07_inoculum_d0_E,BPS_low_wk07_inoculum_d0_F,BPS_low_wk07_inoculum_d0_G,BPS_low_wk07_control_d2_A,BPS_low_wk07_control_d2_B,BPS_low_wk07_control_d2_C,BPS_low_wk07_control_d2_D,BPS_low_wk07_control_d2_E,BPS_low_wk07_control_d2_F,BPS_low_wk07_control_d2_G,BPS_low_wk07_bps_d2_A,BPS_low_wk07_bps_d2_B,BPS_low_wk07_bps_d2_C,BPS_low_wk07_bps_d2_D,BPS_low_wk07_bps_d2_E,BPS_low_wk07_bps_d2_F,BPS_low_wk07_bps_d2_G,BPS_low_wk07_control_d7_A,BPS_low_wk07_control_d7_B,BPS_low_wk07_control_d7_C,BPS_low_wk07_control_d7_D,BPS_low_wk07_control_d7_E,BPS_low_wk07_control_d7_F,BPS_low_wk07_control_d7_G,BPS_low_wk07_bps_d7_A,BPS_low_wk07_bps_d7_B,BPS_low_wk07_bps_d7_C,BPS_low_wk07_bps_d7_D,BPS_low_wk07_bps_d7_E,BPS_low_wk07_bps_d7_F,BPS_low_wk07_bps_d7_G,BPS_low_wk12_inoculum_d0_A,BPS_low_wk12_inoculum_d0_B,BPS_low_wk12_inoculum_d0_C,BPS_low_wk12_inoculum_d0_D,BPS_low_wk12_inoculum_d0_E,BPS_low_wk12_inoculum_d0_F,BPS_low_wk12_inoculum_d0_G,BPS_low_wk12_control_d2_A,BPS_low_wk12_control_d2_B,BPS_low_wk12_control_d2_C,BPS_low_wk12_control_d2_D,BPS_low_wk12_control_d2_E,BPS_low_wk12_control_d2_F,BPS_low_wk12_control_d2_G,BPS_low_wk12_bps_d2_A,BPS_low_wk12_bps_d2_B,BPS_low_wk12_bps_d2_C,BPS_low_wk12_bps_d2_D,BPS_low_wk12_bps_d2_E,BPS_low_wk12_bps_d2_F,BPS_low_wk12_bps_d2_G,BPS_low_wk12_control_d7_A,BPS_low_wk12_control_d7_B,BPS_low_wk12_control_d7_C,BPS_low_wk12_control_d7_D,BPS_low_wk12_control_d7_E,BPS_low_wk12_control_d7_F,BPS_low_wk12_control_d7_G,BPS_low_wk12_bps_d7_A,BPS_low_wk12_bps_d7_B,BPS_low_wk12_bps_d7_C,BPS_low_wk12_bps_d7_D,BPS_low_wk12_bps_d7_E,BPS_low_wk12_bps_d7_F,BPS_low_wk12_bps_d7_G,BPS_low_wk22_inoculum_d0_A,BPS_low_wk22_inoculum_d0_B,BPS_low_wk22_inoculum_d0_C,BPS_low_wk22_inoculum_d0_D,BPS_low_wk22_inoculum_d0_E,BPS_low_wk22_inoculum_d0_F,BPS_low_wk22_inoculum_d0_G,BPS_low_wk22_control_d2_A,BPS_low_wk22_control_d2_B,BPS_low_wk22_control_d2_C,BPS_low_wk22_control_d2_D,BPS_low_wk22_control_d2_E,BPS_low_wk22_control_d2_F,BPS_low_wk22_control_d2_G,BPS_low_wk22_bps_d2_A,BPS_low_wk22_bps_d2_B,BPS_low_wk22_bps_d2_C,BPS_low_wk22_bps_d2_D,BPS_low_wk22_bps_d2_E,BPS_low_wk22_bps_d2_F,BPS_low_wk22_bps_d2_G,BPS_low_wk22_control_d7_A,BPS_low_wk22_control_d7_B,BPS_low_wk22_control_d7_C,BPS_low_wk22_control_d7_D,BPS_low_wk22_control_d7_E,BPS_low_wk22_control_d7_F,BPS_low_wk22_control_d7_G,BPS_low_wk22_bps_d7_A,BPS_low_wk22_bps_d7_B,BPS_low_wk22_bps_d7_C,BPS_low_wk22_bps_d7_D,BPS_low_wk22_bps_d7_E,BPS_low_wk22_bps_d7_F,BPS_low_wk22_bps_d7_G,DINP_low_wk22_inoculum_d0_A,DINP_low_wk22_inoculum_d0_B,DINP_low_wk22_inoculum_d0_C,DINP_low_wk22_inoculum_d0_D,DINP_low_wk22_inoculum_d0_E,DINP_low_wk22_inoculum_d0_F,DINP_low_wk22_inoculum_d0_G,DINP_low_wk22_control_d2_A,DINP_low_wk22_control_d2_B,DINP_low_wk22_control_d2_C,DINP_low_wk22_control_d2_D,DINP_low_wk22_control_d2_E,DINP_low_wk22_control_d2_F,DINP_low_wk22_control_d2_G,DINP_low_wk22_dinp_d2_A,DINP_low_wk22_dinp_d2_B,DINP_low_wk22_dinp_d2_C,DINP_low_wk22_dinp_d2_D,DINP_low_wk22_dinp_d2_E,DINP_low_wk22_dinp_d2_F,DINP_low_wk22_dinp_d2_G,DINP_low_wk22_control_d7_A,DINP_low_wk22_control_d7_B,DINP_low_wk22_control_d7_C,DINP_low_wk22_control_d7_D,DINP_low_wk22_control_d7_E,DINP_low_wk22_control_d7_F,DINP_low_wk22_control_d7_G,DINP_low_wk22_dinp_d7_A,DINP_low_wk22_dinp_d7_B,DINP_low_wk22_dinp_d7_C,DINP_low_wk22_dinp_d7_D,DINP_low_wk22_dinp_d7_E,DINP_low_wk22_dinp_d7_F,DINP_low_wk22_dinp_d7_G,DINP_low_wk40_inoculum_d0_A,DINP_low_wk40_inoculum_d0_B,DINP_low_wk40_inoculum_d0_C,DINP_low_wk40_inoculum_d0_D,DINP_low_wk40_inoculum_d0_E,DINP_low_wk40_inoculum_d0_F,DINP_low_wk40_inoculum_d0_G,DINP_low_wk40_control_d2_A,DINP_low_wk40_control_d2_B,DINP_low_wk40_control_d2_C,DINP_low_wk40_control_d2_D,DINP_low_wk40_control_d2_E,DINP_low_wk40_control_d2_F,DINP_low_wk40_control_d2_G,DINP_low_wk40_dinp_d2_A,DINP_low_wk40_dinp_d2_B,DINP_low_wk40_dinp_d2_C,DINP_low_wk40_dinp_d2_D,DINP_low_wk40_dinp_d2_E,DINP_low_wk40_dinp_d2_F,DINP_low_wk40_dinp_d2_G,DINP_low_wk40_control_d7_A,DINP_low_wk40_control_d7_B,DINP_low_wk40_control_d7_C,DINP_low_wk40_control_d7_D,DINP_low_wk40_control_d7_E,DINP_low_wk40_control_d7_F,DINP_low_wk40_control_d7_G,DINP_low_wk40_dinp_d7_A,DINP_low_wk40_dinp_d7_B,DINP_low_wk40_dinp_d7_C,DINP_low_wk40_dinp_d7_D,DINP_low_wk40_dinp_d7_E,DINP_low_wk40_dinp_d7_F,DINP_low_wk40_dinp_d7_G
122.93903__8.866,307731.8303,344159.0922,334914.3004,348261.9666,375904.7336,315275.4753,325154.1976,151773511.9,143415593.9,37647202.68,92517225.44,137015222,195681032,73547048.01,143969096.7,112845016.7,26084227.23,167626038.5,163547896.1,128144040.4,145819245.3,312898.6877,7921305.159,131760646.3,339227.6687,54438815.64,336676.4418,305735.9856,36888897.15,35762453.1,58762499.31,12634802.3,8941218.191,13191612.97,315642.3814,313704.7235,299239.3383,301312.9737,326603.5473,290718.154,1522580.719,307223.2486,155326236.1,187930891.4,189517588,249063227.2,239810910.7,223238702.6,174622798.1,160424811.1,115780043.5,94193055.76,205642872.7,107796830.3,100330666.5,85405722.07,33748180.26,42514584.38,1634072.049,112793080.2,1798830.928,2170472.247,15614355.18,52947842.41,18771839.04,36857545.75,149339051.6,81432060.71,34173224.52,314287.4149,376459.3014,304068.8593,1674142.718,1060788.812,2286016.726,298177.0252,7263060.055,904866954.6,993733355.6,1099829576,246853710.2,586879969.1,590351247.3,686308795.3,1022176095,1584366643,878846321.5,781891469.2,232024773.9,250902730.3,216623391.2,2347259.651,17566237.16,82018093.36,375009185.2,8662738.762,842260892.1,376495092.8,65965624.66,20904401.16,103503019,19794362.4,17427417.89,43380175.89,70022404.7,1901095.742,5393242.675,8033471.205,3650691.433,3690119.471,1529486.514,4861760.867,501362808.7,689411041.6,349465803.2,676819758.5,671035664.3,723978753,462384.0482,367223427.3,404994654.3,664039774.4,639703860.7,681964828.8,735644848.8,667886852.5,245463076,431311069,219851688.6,117100720.2,17879703.06,57908391.26,6730328.036,73818266.07,186357714.4,6617870.021,18543309.88,29766028.02,51090396.27,330515.8695,309632.4941,312156.4888,288130.9372,317248.0755,300343.4912,281332.9636,298739.2717,406515831.2,499291940.5,584484436.1,308298973.4,557956701.6,620209316.5,650308514.8,298357922,247430776.6,406520441.1,175031501.3,684212779,574115545.6,442273146.8,20038224,269659.4317,15002639.83,311282.2733,22096754.93,408061039.7,3374008.312,27979060.39,464909786.7,239414955.3,333609371.6,448668052.4,483063005.7,340629572.2
110.9567__1.585,19613535.13,15740071.46,7095961.213,29109528.12,20909007.86,7218277.589,6307196.451,84779962.43,66266597.2,100900392.7,27592864.02,50889655.26,192298192.7,111667286.6,89061986.27,76070419.05,32263565.92,55640978.96,51517454.57,159665822.7,346278277.9,10648134.32,36619500.65,2083256596,1123808.426,12106461.29,290309.9036,293136.275,30050604.31,6274571.726,43688618.78,3264057.892,2479654.315,5855733.39,239800.8243,6975026.44,3304751.977,3657089.47,7937256.515,2473371.767,6154769.153,3184236.69,793674128.2,14937655.33,1197280164,512871785.2,936277775.9,655089014.9,626041588.8,102337438.1,1884640391,9930381.801,189241079.2,54569812.69,559272532.1,109455568.8,1222091323,255474.1188,248399.5982,1496295413,5635656.046,193867344.2,1978718.907,918128174.7,354685.4076,1493279815,1839668281,1488124152,612485284.7,64327.73238,5682580.369,3038856.708,3967808.833,13208729.33,4116743.181,5827551.959,4295384.465,404200026.6,330561898.9,305605475.8,15765888.39,1078889727,1076741830,78558846.48,476085786.6,328674279,121489903.6,52062833.82,83284359.49,25576173.51,17706535.53,1196070.648,1087048.167,107367913.2,1345095565,769397.7845,1952095124,1106827363,1678818.482,778866.5255,875474322.5,3453675.386,1486320.528,217644452.2,5896430.366,39949173.43,62074764.79,74247596.74,62857194.17,59353539.73,37827463.47,58874446.75,609598828.6,59190121.36,143658024,889406097.3,810365140.5,173319124.9,64521.51911,27266119.68,23516677.67,1037127101,195966067,135982337,786054939.9,121132693.7,1872505897,1340118164,1445187700,1164056390,675110617.4,6109480.455,31627368.23,581509186.2,1207394228,196715971.5,10872992.33,900876948.6,741915874.3,59670.63594,11463491.05,4774181.413,13476546.66,6330089.152,5029157.602,5103482.698,5841295.512,33140247.56,705077987,40164557.74,72327629.55,28252541.49,930974306,781804951.7,9882992.204,279907465.3,136914940.6,23616782.43,863086985.3,18192220.63,860370167.5,306381596.5,228407.6337,296878386.7,218433.207,62244246.5,1091440126,17720144.16,67783535.46,1392682671,1161497400,662192376.4,1099121431,1007494252,423369289.6
112.98428__1.057,1488454202,1423658403,1476059966,1486827192,1467812611,1478807546,1514184755,1441448668,1482780565,1475303244,1445494956,1420679077,1404041049,1431840140,1473293721,1451633764,1484243160,1430501514,1385062084,1468485285,1388181343,1500156515,1430253415,1446981260,1493770048,1441437585,1470081926,1388649167,1462865092,1477230587,1459003321,1461163261,1452174210,1486732115,1463507032,1480411751,1489963707,1494105899,1421699831,1445048901,1463065833,1529174556,1451372606,1510065527,1450180639,1471936322,1467341670,1470970732,1458204396,1492609563,1462214062,1430511845,1496694579,1463763038,1179909358,1137540798,1199581038,1438065200,1421432337,1474595215,1451814794,1451099238,1481544771,1452044256,1296922778,1261366831,1441435899,1502882929,1418818440,55530611.76,1449698110,1302968044,1416835512,1390543886,1461266240,1328119708,1452425771,1440541224,1500631732,1423522655,1457027843,1455066615,1458871780,1396239160,1433836577,1377020511,1432923744,1380598526,1450608801,1383111766,1425822366,1277875907,1320544067,1371326935,1461958931,1469864161,1332166405,1443278654,1375809950,1422768140,1365297649,1346782744,1278724400,1430291430,1424614713,1471494883,1444919157,1459936789,1408240813,1466124813,1435276069,1396179478,1445216369,1407265218,1446157719,1435927968,1454620503,1474988001,55469537.74,1460809725,1444582362,1441743897,1456490192,1460335735,1430851470,1476773921,1428800125,1458230988,1440146715,1454422060,867740325.2,1419666010,1439307192,1419554027,1473205497,1426335933,1392863293,1417628976,1456211283,58639162.11,1378699915,1430932616,1445122711,1422591606,1431427018,1432563091,1407223931,1397652103,1447605619,1497805640,1451200596,1421970274,1462394047,1451424016,1443062790,1423531629,1469978132,1448397962,1436887295,1457057915,1445847857,1435161715,1463138033,1464170392,1445604218,1397783446,1458369274,1407123590,1449240627,1430423367,1451523717,1396647515,1433245007,1400593593,1395845503
176.93511__1.168,311618743.2,168964611.1,216046733.1,187924861.7,271246283.1,282476581.2,226808804.8,175297730.1,208368064,243565035,210309331,254109202,235521782.1,275188112,194351503.9,185642377.9,378685331.2,241853695.7,246316097,148975486.7,126267229.5,354663043.7,200465859.3,203392201.8,251075169.8,268725145.3,287766097.9,290013020.9,292495696.7,239719952.9,215331790.2,271046616.2,349459245.6,277547122.9,359763459,346973924,284316176.5,275729150.4,259818150.7,275436831.9,281176877.7,279888610,264585860.4,317441068.7,253455577.8,268747875.5,266582680.6,350422460.8,341360967.8,307370890.5,378669574.9,692389647,295322502.8,177384546,320170825.5,247600889.3,261781167.1,337650467.5,378023657,276317061.5,353590747.6,322754281.7,372341514.1,292350297.7,397189707.7,302313541.3,308045741.3,284710381.8,270112230.2,19148.89431,283223847.1,394917445.1,411014375.9,184300942.9,294914604.8,364484725.1,234352778.1,268095978.8,222108281,257463056,272940121.6,259296271.6,322815236,161675315.2,276106206.1,150144880.2,267639076.4,237712497.8,423248013.6,225386713.6,228633097.2,406820880.2,404606451.2,151478901.6,263520625.1,423155347.5,129068756.4,256461946.7,202176881.2,273100069.3,188695093.6,174233945.3,128454328.4,239020339.9,252238116.7,368126373.2,278553324.3,287502755.4,285215873.1,323740817.9,294653271.8,267916912.9,306363251.8,281029474.4,331955017.6,277960211.6,280405599.9,308242647.5,18660.49342,357703607.4,318839347.4,339423443.2,360004514.6,329022496.1,277000912.7,293719319.8,266049157.8,257603909.9,338321050.7,274080847.4,445143961.3,281686976.7,273578563.9,290241727.4,270283279.8,339586827.9,315086767.8,271646631.6,263055065.7,19503.16989,358009353.4,245875681.7,363641633.4,224372926.9,229652659.8,243683514,178034328.5,341655308.5,235126365.9,305082866.4,289464671.6,342091437.8,278034490.7,253139787.7,321845271.7,390541343.8,303179928.7,280896530.2,250272485,325223435.8,291794123.7,353681155,332726610.4,273533789.4,336534924.1,256058418.5,308646402.8,283514699.9,294413686.3,217988832.9,255761064.9,228473721.8,296625091,247916653.4,569026400
78.95761__1.179,2060140402,1938629999,2063094788,1997156828,2044201028,2050287929,1950104762,1862218241,2136741713,1976163487,1971570402,1957900759,1967239753,2003765743,2061304086,1910574814,2225752933,2016361706,519689602,1789484974,1931921768,2223810157,1881197592,1946032212,2008737211,1964266968,1916051726,2156397915,2165352667,1981938221,2005936665,2042016150,2158947502,2108973026,2187716250,2154066639,2088848548,2068327104,2144873819,2055738594,2130319044,2056951753,2044310421,2282023037,1993074181,2029243451,2025319418,2129153391,2054180121,2177795668,2189793339,1702652780,2094143620,1662578236,2019135293,1683203873,1222872532,2182088027,2132802750,1872293086,2071089362,1959639516,2158886301,1982247529,2015349082,1817758164,1936188899,1910230754,1931623635,25962923.21,1900518846,2122161712,2192834929,1616871682,1910957787,2000565055,1849312143,1872093015,1665779973,1886417011,1926122674,1814474576,1882368574,1654639566,1977602144,1698431170,1896542648,1938539251,2253789190,1841967462,1761811613,2149268906,2223250695,1699202147,1868744645,2270294926,1681497049,1805392773,1762216593,2024094115,1639866125,1815143966,1888164572,1868584228,1977927874,2133769476,1965163170,1984773938,1932277954,2049806279,1977352950,1833359442,1994730890,1974366512,2142520068,1964150953,1912827173,2020410925,28210993.74,2112306933,2071088037,2039926052,2173748194,2058646208,1877113634,1997640880,1947152278,1895082392,2005179469,2024726651,981017113.8,2091585488,2023042426,2099366282,1899622007,2033589657,740060414.8,1954865772,1942049052,28450517.46,2085379457,1808316042,2003977447,1774752000,1752110768,1879024477,1715999525,1944008346,1658285294,1995678247,1859668485,2083707288,1870818870,1857382611,2032514806,2256938843,1972030623,1935486211,1805239324,2088131238,1983961224,2004256003,2026345248,1964868082,1963707143,2032557919,1908387765,2137388462,2042082505,1847357001,1880669278,1884416550,1863582805,692475021,1885931908
176.9351__1.28,737779368.8,475629227.8,534994645.5,508489231.3,607651925.6,641684989.9,484108502.7,422758926.2,510954500.6,482113138.9,470812624.8,523489396.8,467070490,592860905.1,493613193.5,440140983.9,595422131,478314378,510094232.9,356253534.3,382334118.9,619623784,408112374.5,372165191.3,531456137.9,647050615.7,609320293.9,666391774.7,824912638.8,485961771.2,492885735.8,504695870.5,795638964.5,572336646.8,592084555.7,551411914.4,532891352,492750790,560948768.3,514405714.7,537179099.7,516908872.9,444695194.3,605985416.9,424835487.6,451812703.5,446892326.6,749287954.5,463408473.2,546303978.3,500299364.4,427808893.2,500344353.4,427932422.1,671285037.3,539601631,494561590.2,577928223.7,519023909.6,371156830.6,466153185.4,414460946,532902131.3,378686469,600480392.3,531257955.5,386075873.6,352775218.9,363083097.1,37624.78452,444775785,1042818288,591608359,289720068.4,441842650.8,497928440.1,18042554.36,651569308.9,291154377.3,369913161.5,445127542.3,346222757.5,386350738.4,421256737.6,434026455.5,390962614.8,415537499.8,614982635.6,556624342.5,567148027,552311966.9,700065479.8,683745403.1,295718612.5,336226814,576054351.4,219070462.9,324577250.9,440077131.5,487166650.1,354089194.7,513119782.8,113787876.2,361572594.1,456252933.4,516563237.6,456730133.5,464389242.5,430311716.8,483782832.4,458172160.1,396591888.5,439895468.6,456737079.4,525746885,417691663.8,385846099.2,469784792.3,36889.07219,532241885.1,509073774.3,467421060.4,549212982.1,501943424,359970682.1,482007241.6,382150808.2,374644022.7,410866791.1,680269315.3,482476815,744524390.7,728881069.2,763763900.5,385643716,486511061.9,486807922.2,407226815.9,402604333.8,36805.2884,522434893.4,395462053.2,470109498.2,362510938.9,354270516.2,390872204.7,325557821.8,450919959.7,293292904.7,442832628.6,385851738.5,515171031.8,363702176,351336398.2,483233565.9,584348659.3,447058379.6,442170047.3,337413931.6,472124391.9,422538616.1,457735094.6,492284556.4,435350766.7,456223708.9,691158597.5,385209202.9,488384816,517458388.6,309170007.9,384998542.8,330158297.4,393925456.5,341445182.8,408133326.6
248.96033__1.05,716506414.9,687207569.6,716427211.8,718789510,699600739.3,722210535.2,738876548.5,697897527.8,723260596.8,735001571,710036783.2,691535436,666484253.1,685248876.1,712777849.9,707412901,742222596.4,699864211.1,685989831.5,703218863.9,665730956.3,750911957.5,678744209.5,689818716.3,734703062.5,688070368.6,711325129.7,666114360.6,726214655.8,723589034.5,721445033,717274075.5,708190090.7,720204407,734623397.5,747159811.8,740867389.4,729146461.7,681903480.6,712090901.9,713082939.1,765274035.9,697444371.3,740207484.4,716556799.7,730848672.8,719576145.8,727748512.8,733352592.9,754303313.5,732525568.8,714569602.6,732666661.2,710389411.7,575436153,551829306.5,606579612.6,719016086.7,715668020.1,750182102,718225233.8,726548809.5,748474411.2,716440105.2,650659072.7,632871519.2,727092233.3,744814688.1,680754193.8,868847.0052,718378016.7,659027766.6,712707230.2,672295894.8,726707824.4,663160793.5,701900313.8,713139912.1,743117739,687012843.5,720053924.8,713258709.9,735221194.9,670885796.6,695649114.8,667788543.9,710207820.4,668282966.9,720335081.2,676540833.1,691853034.1,645726469.3,656561182.1,659367295.8,722238669.3,733753306.5,634181237.6,718418009.4,663744080.7,697872634.4,655089638.8,644680195.6,616128242.4,693288980,685043334.5,734889305.3,708183804.4,715640792.6,699967464.8,734962639.3,711889696.9,685308245.6,716624066.3,699052211.6,739822653.4,727565051.9,714629600.4,737440337.4,883544.1386,737457206.7,719981082.8,726125590.4,726694680.4,716593033,711046013.3,727092058.1,714678039.9,726459164.5,732004211.3,725851036.6,414421185.5,687064754.9,711012294.2,698114545.5,737303844.4,719437328.8,686546263.5,686783884.9,720511265.6,2939210.822,699009993.2,713726280.6,718326131.3,702749618.1,695254398.1,688950742.1,683110229.1,698446502.7,719737927.7,732953927.1,733567597,709492488.4,728465714.9,715332934.8,724232533.8,712606981.9,737837176.7,710181184.8,699886742.9,716559131.1,702214587.4,729240553.1,731766571.4,716034956.4,726006034.4,678712917.5,728699863.1,678184940.6,723730005.6,684063594.3,727411674.9,674244353.6,721940217.4,675126417.9,688417606.8
190.01726__1.224,159537214.6,190212330.6,156335132.8,162541770.5,171269144.8,158326887,153299783.1,164867175.6,151754251.1,133896400.3,149562694.6,192555081.4,218478714,168575604.9,148969919.6,141711587.6,112321987.2,144125207.1,177890233.7,155074250.5,162199010,110932579.1,138613799.2,124790708.5,148841684.3,157792168.1,174870903.6,214571881.7,122201776.1,129664482.2,146862788.5,146704578.7,139136687.6,133755182.4,101317405.7,194587174.9,187297657.9,220789720.2,230224746.3,217522922.8,239052551.2,214577860.3,209144764.5,208590903.9,199369073.8,196325078.6,194852762.6,191338579.2,158431937.6,187141165.6,158466261.8,143006091.4,176480788.3,224626304.1,55849759.62,117586236.6,107227756.8,171861251.4,157159318.7,158448358.6,221201689.2,173862867.7,174661663,189147018.1,105485777.7,113340817.7,158365627.2,164661440.5,216639701.4,16346.49309,165604483.2,124156351.4,134180037.5,234828123.3,178960468.7,141695916.6,184295471.6,165546247,166739571.1,190886640.1,172882260.1,149224279.8,132257138.6,245528242.1,154964209.6,251054776.1,171180172.2,208790740,129495497.7,236317344.3,187758932.8,97626764.57,104136470.9,264158003,141903231.4,137263215.8,241042788.1,139588975.8,275718390.3,190606480.7,219231127.3,251026428,346554171,207093267.3,184624799.1,154753510.8,165175637.7,166286566.2,166365547.4,155927361,174590482,172191160.9,156830210.6,171244685,149407977,142021636.5,156333257.3,158824380.5,16299.07626,147493308.2,169091467.9,131401970.1,146665541.9,159612203.5,157958164.5,170573255.5,145220197.5,152871940.2,132654629.4,155079314.7,69094422.88,180447224.6,172468433.3,157860780.7,120381902.1,119474394.4,175294632.2,164565174.5,178007807.4,16155.27901,99566897.22,121483599.6,112682868.2,190452150.5,187011403.1,183250092.1,204484574.9,87537656.16,96138702.1,109803856.8,149723015.5,152809348.4,160288764.1,174196923.3,109871786.8,78418394.1,113629646.7,188464851.8,173542193.9,159458045.5,156487697.8,91270690.46,104211580,111161146.1,144994645.5,200796474.8,142296498,210078823.5,112887558,123943043.6,102016307.3,202680023.3,138484030,190692929.4,220309367.2
197.80741__1.461,593068185.9,681669207.4,691938641.7,711800952.3,798949671.7,809207290.8,753632263.3,728133407.1,781312628.2,713102743.6,843320188.3,817392195.9,928848446.6,759670557.4,902336644.9,807477044.6,773756410,801421647.7,835999404.3,928477948.7,837372993.7,647934702.6,758707470.3,762005228.8,718941259.2,733698997.9,749532573.6,825687964,686359136.8,767841487.6,740777559.5,723523980.2,710956368.6,674697368.8,615443363.8,696321578.5,664564168.3,668501396.6,703964163.8,737080150.2,738798788.3,694381357.9,758562282,653096711.5,714138514.8,49179901.92,809107881.7,758222708.7,718317025,725176117.5,695763695.1,799563081.3,698898122.3,840923328.2,541435310.5,564231527,471224576.4,711406139.1,640929471.8,693980498.3,714433071.9,678784660.4,687870793.8,752120828.8,548454139.5,495984296.5,641738320.5,749058145.3,779266080.4,1444996.689,696806481.7,603351840.3,639619343.4,821265377.5,669336276.2,590522380.9,726709088.4,750837080.9,753150058.2,728183586.1,719590731,771464043,624511375.8,930897566.7,44670987.17,408385188.3,771176430,858795827,713436370.5,835779627,1059801118,425434024.4,471290007.4,737999608.1,809081508.3,721232008.6,1044610887,925663459.6,889470216.8,808667146.7,945156336.2,945443207.3,1208504074,933427390.9,994256760.8,800062016.6,851095081.6,892425018.9,827998831.8,735812592.5,844275467.5,785216730.7,767342142.2,677863844.1,763637296.1,793553398.8,697093458.2,777125327.5,819245.4279,670349303.1,700893963.2,707139309,696410568.9,754611079.5,682330294.2,726388872.6,638980760.5,652884495.8,603965070,711693402.8,388265720.6,772286425,776613068,69581796.67,670238913.9,703640858.1,681474754.1,766185847.2,751462474.6,638178.2756,609557602.1,745265098.1,630648926.1,738266302,686202222.5,742375820.8,774714094.8,686901023.8,659158320.6,618350191.4,720404728.4,583624474.9,633025826.5,649614339.8,796664974.8,750880445.7,784617746.6,751854474.2,79664526.81,730648162.4,681086095.1,642130434.2,621600776,749977483.1,627071808.7,715762149.4,556354865.2,699403144.5,650112966.5,731071363.4,603558095.4,754758064,694667943.3,680427493.7,750777908.9
95.9154__8.679,3585243.865,1954984.723,807096.2763,5704874.663,4369943.132,1510804.024,744378.57,110765300.8,141579320.4,72962139.94,133333003.5,199875446.3,178189170.3,110628556.9,131178282.2,98200838.95,46310042.89,133462521.1,180267068.9,122384788.6,120794925.9,3204674.582,15810144.97,117775216.3,958829.2564,67575716.44,486126.9067,496930.2511,41874088.31,45338346.4,87264045.26,28659260.63,21043892.86,30346550.97,529978.0165,1497396.172,3773847.216,2565641.474,4014256.711,2368581.592,12382787.44,1469591.123,164558851.5,130013393.6,151048900.5,184681283.3,196699157.7,194802967,113602429.4,125557149.5,87340770.04,71722862.64,175338235.9,189832694.3,63455207.26,73253572.66,24202185.52,68747318.33,7393101.432,120171139.4,8785447.61,6411762.463,32232678.93,77025038.3,22244125.23,46446079.81,129787869.9,96538337.37,58823141.06,576294.6441,4796014.058,4627433.3,11218689.23,11570504.34,17014397.38,4030620.478,29612184.75,611353847.7,559725603.7,712984400.7,500523391.6,473961007.9,481455485.3,926439314.7,748207792.4,1030572784,650022108.1,942509572.7,311815009.2,494788203,410548457.9,7572629.827,35514733.15,130664067.3,431311919.9,16788427.81,791493018.7,431435240.1,224876196.2,50731644.76,150117705.4,54984444.7,37360171.85,93059694.46,135391650.1,10771558.55,19413372.97,21620974.4,12889896.84,15688332.24,9722974.966,15471329.61,478635442.9,587654891.3,399108688.2,490659077.6,501624722.6,530681097.3,3846917.823,545367692.5,502966095.4,492840387.8,486937951.2,492315657.1,632952368.7,525015819.6,275684753.3,355935256.2,213893557.1,174422063.4,31518115.28,167528026.5,12534142.57,145480760.9,196392346.1,21300594.62,34779882.45,53336017.56,89225851.69,539683.8453,1282867.278,513619.7429,1263234.664,648594.3035,487676.8543,521483.4111,485574.0345,264974124.5,386598680.2,424023001.7,406934703.2,407012624.5,406783807.9,496879279.7,411951036.7,341739210.8,445015490.9,458438749.9,538637849.9,639881633.9,404227648.1,53263404.39,498629.8724,40567584.47,482277.4077,69235926.94,372471336,5864619.301,77635027.73,452197096.9,259717236.9,468600588.2,399798692.7,454122415.4,479321060.9
