mz__rtMin,BPS_low_wk07_inoculum_d0_A,BPS_low_wk07_inoculum_d0_B,BPS_low_wk07_inoculum_d0_C,BPS_low_wk07_inoculum_d0_D,BPS_low_wk07_inoculum_d0_E,BPS_low_wk07_inoculum_d0_F,BPS_low_wk07_inoculum_d0_G,BPS_low_wk07_control_d2_A,BPS_low_wk07_control_d2_B,BPS_low_wk07_control_d2_C,BPS_low_wk07_control_d2_D,BPS_low_wk07_control_d2_E,BPS_low_wk07_control_d2_F,BPS_low_wk07_control_d2_G,BPS_low_wk07_bps_d2_A,BPS_low_wk07_bps_d2_B,BPS_low_wk07_bps_d2_C,BPS_low_wk07_bps_d2_D,BPS_low_wk07_bps_d2_E,BPS_low_wk07_bps_d2_F,BPS_low_wk07_bps_d2_G,BPS_low_wk07_control_d7_A,BPS_low_wk07_control_d7_B,BPS_low_wk07_control_d7_C,BPS_low_wk07_control_d7_D,BPS_low_wk07_control_d7_E,BPS_low_wk07_control_d7_F,BPS_low_wk07_control_d7_G,BPS_low_wk07_bps_d7_A,BPS_low_wk07_bps_d7_B,BPS_low_wk07_bps_d7_C,BPS_low_wk07_bps_d7_D,BPS_low_wk07_bps_d7_E,BPS_low_wk07_bps_d7_F,BPS_low_wk07_bps_d7_G,BPS_low_wk12_inoculum_d0_A,BPS_low_wk12_inoculum_d0_B,BPS_low_wk12_inoculum_d0_C,BPS_low_wk12_inoculum_d0_D,BPS_low_wk12_inoculum_d0_E,BPS_low_wk12_inoculum_d0_F,BPS_low_wk12_inoculum_d0_G,BPS_low_wk12_control_d2_A,BPS_low_wk12_control_d2_B,BPS_low_wk12_control_d2_C,BPS_low_wk12_control_d2_D,BPS_low_wk12_control_d2_E,BPS_low_wk12_control_d2_F,BPS_low_wk12_control_d2_G,BPS_low_wk12_bps_d2_A,BPS_low_wk12_bps_d2_B,BPS_low_wk12_bps_d2_C,BPS_low_wk12_bps_d2_D,BPS_low_wk12_bps_d2_E,BPS_low_wk12_bps_d2_F,BPS_low_wk12_bps_d2_G,BPS_low_wk12_control_d7_A,BPS_low_wk12_control_d7_B,BPS_low_wk12_control_d7_C,BPS_low_wk12_control_d7_D,BPS_low_wk12_control_d7_E,BPS_low_wk12_control_d7_F,BPS_low_wk12_control_d7_G,BPS_low_wk12_bps_d7_A,BPS_low_wk12_bps_d7_B,BPS_low_wk12_bps_d7_C,BPS_low_wk12_bps_d7_D,BPS_low_wk12_bps_d7_E,BPS_low_wk12_bps_d7_F,BPS_low_wk12_bps_d7_G,BPS_low_wk22_inoculum_d0_A,BPS_low_wk22_inoculum_d0_B,BPS_low_wk22_inoculum_d0_C,BPS_low_wk22_inoculum_d0_D,BPS_low_wk22_inoculum_d0_E,BPS_low_wk22_inoculum_d0_F,BPS_low_wk22_inoculum_d0_G,BPS_low_wk22_control_d2_A,BPS_low_wk22_control_d2_B,BPS_low_wk22_control_d2_C,BPS_low_wk22_control_d2_D,BPS_low_wk22_control_d2_E,BPS_low_wk22_control_d2_F,BPS_low_wk22_control_d2_G,BPS_low_wk22_bps_d2_A,BPS_low_wk22_bps_d2_B,BPS_low_wk22_bps_d2_C,BPS_low_wk22_bps_d2_D,BPS_low_wk22_bps_d2_E,BPS_low_wk22_bps_d2_F,BPS_low_wk22_bps_d2_G,BPS_low_wk22_control_d7_A,BPS_low_wk22_control_d7_B,BPS_low_wk22_control_d7_C,BPS_low_wk22_control_d7_D,BPS_low_wk22_control_d7_E,BPS_low_wk22_control_d7_F,BPS_low_wk22_control_d7_G,BPS_low_wk22_bps_d7_A,BPS_low_wk22_bps_d7_B,BPS_low_wk22_bps_d7_C,BPS_low_wk22_bps_d7_D,BPS_low_wk22_bps_d7_E,BPS_low_wk22_bps_d7_F,BPS_low_wk22_bps_d7_G,DINP_low_wk22_inoculum_d0_A,DINP_low_wk22_inoculum_d0_B,DINP_low_wk22_inoculum_d0_C,DINP_low_wk22_inoculum_d0_D,DINP_low_wk22_inoculum_d0_E,DINP_low_wk22_inoculum_d0_F,DINP_low_wk22_inoculum_d0_G,DINP_low_wk22_control_d2_A,DINP_low_wk22_control_d2_B,DINP_low_wk22_control_d2_C,DINP_low_wk22_control_d2_D,DINP_low_wk22_control_d2_E,DINP_low_wk22_control_d2_F,DINP_low_wk22_control_d2_G,DINP_low_wk22_dinp_d2_A,DINP_low_wk22_dinp_d2_B,DINP_low_wk22_dinp_d2_C,DINP_low_wk22_dinp_d2_D,DINP_low_wk22_dinp_d2_E,DINP_low_wk22_dinp_d2_F,DINP_low_wk22_dinp_d2_G,DINP_low_wk22_control_d7_A,DINP_low_wk22_control_d7_B,DINP_low_wk22_control_d7_C,DINP_low_wk22_control_d7_D,DINP_low_wk22_control_d7_E,DINP_low_wk22_control_d7_F,DINP_low_wk22_control_d7_G,DINP_low_wk22_dinp_d7_A,DINP_low_wk22_dinp_d7_B,DINP_low_wk22_dinp_d7_C,DINP_low_wk22_dinp_d7_D,DINP_low_wk22_dinp_d7_E,DINP_low_wk22_dinp_d7_F,DINP_low_wk22_dinp_d7_G,DINP_low_wk40_inoculum_d0_A,DINP_low_wk40_inoculum_d0_B,DINP_low_wk40_inoculum_d0_C,DINP_low_wk40_inoculum_d0_D,DINP_low_wk40_inoculum_d0_E,DINP_low_wk40_inoculum_d0_F,DINP_low_wk40_inoculum_d0_G,DINP_low_wk40_control_d2_A,DINP_low_wk40_control_d2_B,DINP_low_wk40_control_d2_C,DINP_low_wk40_control_d2_D,DINP_low_wk40_control_d2_E,DINP_low_wk40_control_d2_F,DINP_low_wk40_control_d2_G,DINP_low_wk40_dinp_d2_A,DINP_low_wk40_dinp_d2_B,DINP_low_wk40_dinp_d2_C,DINP_low_wk40_dinp_d2_D,DINP_low_wk40_dinp_d2_E,DINP_low_wk40_dinp_d2_F,DINP_low_wk40_dinp_d2_G,DINP_low_wk40_control_d7_A,DINP_low_wk40_control_d7_B,DINP_low_wk40_control_d7_C,DINP_low_wk40_control_d7_D,DINP_low_wk40_control_d7_E,DINP_low_wk40_control_d7_F,DINP_low_wk40_control_d7_G,DINP_low_wk40_dinp_d7_A,DINP_low_wk40_dinp_d7_B,DINP_low_wk40_dinp_d7_C,DINP_low_wk40_dinp_d7_D,DINP_low_wk40_dinp_d7_E,DINP_low_wk40_dinp_d7_F,DINP_low_wk40_dinp_d7_G
102.98458__5.394,203820.6828,215731.2094,197792.229,196488.8038,199611.9736,194096.1635,300915.9686,200482.5844,442633.3632,189736.1475,818455.1636,1566049.586,1214278.125,966090.6617,170170.9859,260480.8375,191405.9298,793694.2241,1074116.021,1442634.925,1156490.693,2123216.982,2383802.066,3225834.445,3624472.713,1428590.996,4800864.303,5193813.673,1376076.356,1584661.065,2330252.84,2292619.132,2942995.845,1604894.152,2115763.968,330400.3082,155080.8056,496728.8366,438666.926,888324.4506,994713.1943,393878.1784,1373838.145,1141795.225,1011827.913,2010988.757,1676435.535,2111349.752,1518563.687,467161.2473,341856.2745,587150.9047,1101198.698,1610921.56,586753.7601,223740.3249,1288152.987,2327060.028,2407291.651,3680875.663,4307696.589,2608437.482,1069264.838,3647467.73,1338041.568,1543861.718,3731929.807,5209308.423,4560363.896,147785.0984,148060.3295,141694.0145,205799.4465,337831.7136,146062.4539,146213.7425,302547.2511,1726406.845,1945058.028,2231750.424,2390686.726,2728930.193,1745170.428,2375165.655,1783391.098,3527940.568,1478488.654,2214559.193,947873.387,3289244.314,1752104.289,1863534.959,1339121.882,6410176.432,5196551.919,1589956.58,13899853.32,4725237.725,6577873.699,4237940.435,10000878.44,4880255.748,6464299.82,5352782.639,2086049.249,150331.0375,191569.6342,267911.6048,350148.246,272400.8694,223359.4789,311922.9496,1591760.538,1428237.366,1399262.312,2086054.56,2312953.443,1134070.112,138074.7357,1200629.407,1449517.694,1861159.682,654967.6362,991383.3886,1397768.247,748391.6863,5106286.68,5610659.517,3527426.529,4815778.676,992843.0947,4124888.877,6013901.018,4406949.176,4257026.739,2850958.069,3322894.721,4562297.523,4131875.443,139265.7356,134681.666,138050.6385,142310.9768,238375.3083,164609.5837,140520.7968,289788.8952,212893.1863,1019759.345,410989.186,714982.0959,557161.1472,2287446.367,2788041.145,432742.7958,388534.8316,662705.0258,2105764.389,3085426.549,1443809.092,979545.5851,1347675.436,1896336.586,1672217.195,2202641.024,2343448.383,3393051.545,4484830.152,2525196.632,5122010.309,3941411.124,5291911.099,2808299.003,4123512.908,3813705.057
177.84404__1.74,9150612.826,9624190.829,10133157.55,12185503.89,13649423.42,14684664.26,11046159.91,15048875.6,14389546.56,14683425.89,15763274.3,15245614.27,15753681.34,15256657.28,15590782.12,14314488.58,13964985.03,14201539.36,13991131.82,15400751.5,13384896.66,13769589.48,15595394.41,12712426.67,15133775.35,13374597.28,12985374.27,12984805.1,14019566.47,14012418.66,13886578.16,13629396.8,14217287.91,12599993.52,11992496.35,15738803.36,13902191.56,13841076.28,12186328.34,15398425.16,16235065.15,15998321.22,11968847.13,12312921.76,12291704.23,12595343.31,12811960.97,12461167.7,12540637.48,12751405.88,9708610.795,17474378.34,13003130.9,16604229.5,9398058.978,10571071,10723348.61,14578518.02,13083205.95,11705454.83,14021694.63,12243878.09,13227545.21,16122069.45,11814044.03,8268744.468,12154793.15,11475387.04,12846473.07,156409.7627,13804386.87,11211730.7,13262617.47,17122994.13,13948325.42,11399139.86,14056713.73,13017579.37,14274046.02,12843384.65,12833795.97,14682629.58,12127777.66,14246980.82,14934792.9,15738266.72,17502724.2,12249786.39,14017457.26,16636131.31,18411639.64,13539281.23,12679926.07,16769409.83,13299462.8,12579415.72,15089626.62,12415159.53,16155590.88,15663279.21,16074697.97,17660504.99,16910270.93,16954346.75,15211325.11,15478713.27,13450132.35,12226077.92,13924084.52,14622320.24,14687449.82,14852379.53,13017522.99,15255008.98,14317506.6,13610036.37,12267291.12,13492019.67,103933.133,13651398.12,13749883.93,12806474.69,14227034.51,13527704.14,11549156.47,11487134.27,10426791.84,11611433.83,9014632.203,12000737.01,5246151.528,15105833.55,14305933.06,11892690.55,12001686.4,12235720.02,12878001.5,11104504.73,10883904.09,144246.6601,10104845.7,12145248.35,11314276.45,13524942.65,13482074.64,13786277.66,14390176.58,12181342.22,11295269.44,12613972.46,13026346.59,7532955.475,9586504.111,12570739.22,12305969.86,12531449.3,13243549.24,13417206.18,13253958.33,13379876.37,12042371.49,14309058.18,16940249.58,15089392.5,13237299.62,14370762.12,10720139.37,14265163.2,13080433.36,12029727.02,9565620.91,12534144.43,9849388.617,11374296.48,13606942.25
488.24089__8.926,646026.8538,696631.176,689705.0548,700789.8584,621852.5641,575415.7002,573191.0744,2048034.968,2414650.465,1588843.134,704159.2443,2580679.654,854430.4703,677292.8471,6289967.009,7040117.662,6206611.811,737755.1093,3142559.407,675150.6115,7855220.448,4496587.173,5543325.872,3926111.912,694645.3623,2717343.756,1221618.499,1181744.32,13019490.2,13301562.03,12168869.19,4517858.054,3887628.359,1577919.834,1975317.692,11914647.65,8519491.191,2782225.872,656033.9232,3387411.919,1068510.161,668719.0516,2585172.064,1910884.61,2048316.043,1269369.447,5495818.627,5546212.902,1038617.952,729263.1465,1333384.919,607161.7528,728003.6271,2414696.057,2228244.972,1410792.353,1129790.78,583963.7832,616672.0567,2675418.786,4306399.318,2872041.65,2365933.438,1533797.703,1073224.945,2080627.692,671517.6466,1893365.217,1266572.182,555637.217,1090185.824,1543285.848,3287467.782,516751.5242,618721.5159,566888.8529,526496.1567,5635528.694,2438378.667,2237201.39,2668483.476,1182447.941,2062875.811,1012636.141,6289544.847,2818854.759,1485788.962,5361473.648,4536489.665,2443277.753,1545900.276,9232141.215,2974915.581,7735191.264,3012935.677,538462.798,1113810.223,3898035.79,4764343.013,12562324.4,1323085.154,1486302.451,2214829.356,2523108.902,3436563.31,12363472.7,11958075.52,7060287.841,3556275.91,1813791.888,2533230.355,888853.5763,7526222.666,1266413.916,4401176.024,4169775.106,2783817.623,2525846.773,687918.3156,6090982.15,1863994.493,931493.0491,2325071.238,2381266.903,1923180.521,1028672.406,5736596.896,6087923.335,4525839.487,8958716.692,876338.0833,2319870.776,655944.1043,5808423.68,1165193.232,4903930.448,9905902.416,2318792.773,1374293.901,9240694.784,7016852.955,3614206.37,901798.5512,639806.9375,515354.141,542544.7471,671816.304,2230706.268,6895555.623,2090841.4,9420837.69,895115.9884,1029583.839,924849.4451,2341939.276,5675475.166,4156707.992,6240623.06,1125605.738,895344.5837,5953803.829,8790511.36,987971.1939,2081510.184,3468902.357,590618.898,855187.4196,548349.1553,2560699.509,3477997.341,2455764.842,8970856.7,1310957.789,832550.4899,787453.5059
147.06526__2.488,2791861.72,3196844.527,3523149.303,4043926.314,3825587.842,2628124.306,3134759.832,7751542.804,8661307.291,6975803.226,13887433.89,12478651.24,12846253.87,9830035.326,6622785.411,9308165.053,6058050.835,13047506,12651400.39,9800546.583,11070274.19,6187256.366,12752726.38,10407440.36,14901558,13681468.17,11447230.93,15959437.71,9003057.835,10607712.53,12788285.46,16183907.84,12079584.14,8398252.417,6155943.419,1427303.264,1507418.161,1731348.245,2111076.213,2423036.386,1699191.23,2042413.559,10037132.85,8652044.62,8412858.525,6099195.558,4404577.255,6188665.086,4835468.954,6426585.301,4885297.718,4936294.173,5478080.174,5690351.216,2469705.728,2203687.858,2995377.321,7914471.693,7506961.506,4657776.69,8530131.813,6810234.15,5571819.257,9062093.515,5431719.405,4408239.282,4729964.731,6376826.183,10701722.78,847933.625,684348.5841,852116.1423,840558.904,1508436.179,2205379.83,1001039.139,1936886.039,3995308.012,4758696.363,7023023.363,2001791.419,4043070.696,2364349.107,6583634.485,3524662.844,7747060.281,5222974.787,3016524.539,2645119.397,2557414.572,5208162.914,938580.9354,1070969.092,10765174.83,974734.7786,3421553.366,1833212.259,3992006.597,987428.7856,2273955.669,8452594.222,3316575.343,7419002.822,2894928.148,5774705.881,858480.1754,857820.9068,1196964.314,871799.9982,840033.3276,902314.9549,1104642.225,4319830.081,4340350.157,3649510.049,1101864.187,2111021.419,1322318.426,677864.4751,3204528.336,4477643.359,4530348.686,1227872.593,2081274.453,2295361.943,2052306.182,5352758.012,3333435.397,4931924.223,1179101.764,1118694.797,1875236.749,2184240.46,4447568.778,2739468.895,2305371.068,2191698.559,1994406.482,2478139.402,710118.3327,851798.9954,794800.9701,922303.6354,1014655.417,648948.9383,1112858.714,631777.1193,2734885.62,2619416.394,3717908.466,1508869.83,1420433.98,2278284.933,2009329.174,1807834.23,1504663.292,3764091.027,847698.5039,2037640.628,1512667.535,3803648.89,1326987.618,1307346.302,1539657.056,862190.4554,1564590.685,1555169.074,1603087.447,1573467.311,2237059.927,1873577.653,1384600.444,1791359.142,2082434.23,2400700.721
321.98322__1.239,275265.8343,300849.6468,275912.653,301851.2999,249849.614,311774.4698,386405.856,235626.8548,267332.4963,382715.7111,1025324.057,2580006.665,2174438.585,2744231.184,278922.0695,249953.9501,244081.626,565200.7591,2303299.834,1472195.444,884983.1668,265869.0937,224867.911,288174.8934,576374.3587,253259.1621,724034.663,1137331.838,269090.0797,258485.0224,269768.0226,371293.0439,274032.8946,378779.8776,232698.3069,440580.7843,736266.5066,400934.4005,645804.3739,564959.1268,356411.1316,584327.831,438987.7532,294256.6459,244018.6626,1830598.203,2222922.476,694671.9499,1157599.233,203258.7408,308970.5859,210666.894,2267522.07,3537350.722,273930.6594,1202500.851,253241.2816,215329.9538,197784.1978,179367.7846,216588.1784,190630.9693,213782.2626,278164.1744,232905.1925,256707.968,229221.066,247626.913,276985.8005,49416.89106,406970.0528,289887.4419,369870.5344,778959.348,539467.9106,320886.5541,736931.668,1577977.062,592149.9215,236237.3085,466028.419,217997.8626,1073242.061,246261.264,1527070.353,1480080.022,219285.602,1257329.583,217200.998,341521.059,245788.6538,266945.0804,216441.4111,263557.8023,236743.4658,208990.699,395258.6244,228052.4999,280703.7105,268173.0942,312777.4284,245269.8374,287419.2249,286583.5512,277899.9498,337703.0246,327392.3873,260126.6188,431208.1402,229121.0047,279869.6329,453021.8478,1026232.654,244809.2069,225593.5019,697884.0813,346679.9522,1711174.86,195410.1515,975809.3263,503345.748,304033.6656,231836.743,415139.0622,1302643.865,249255.7671,230932.3731,256111.1658,182026.7677,274250.3126,422394.0597,288599.8854,250864.2304,255008.924,290058.1112,190183.6803,296304.252,290760.6335,283521.6371,75311.30897,267227.6044,244180.9585,234610.5045,605738.0958,509114.1567,404228.1159,509472.5926,605033.3038,842422.2766,488353.734,1445793.261,218233.7848,908001.0645,1017781.727,859086.173,1147303.397,184905.9789,697865.418,803391.8779,243002.1187,1497334.369,200426.0319,201746.2847,224721.8227,192882.6819,257632.1658,226148.8936,258724.8157,237382.6036,315619.0555,238773.9207,270654.7498,208986.8431,253757.7164,274073.6015
248.91547__7.366,126352.0998,126175.7558,121007.3608,121255.6203,125239.5577,119121.762,120371.1007,117726.1917,121356.819,125572.592,119732.7993,117889.8791,130420.0854,119913.3305,171916.8108,170595.8055,151795.5132,168348.0637,191059.1711,175297.14,168712.3771,117539.9131,129355.1245,128061.2562,132012.2127,120909.7528,121584.6732,121097.9542,154690.2356,156229.3348,165559.4815,141717.375,157668.267,171856.7388,150167.4006,120440.179,123691.1985,127627.4534,128875.932,132449.7026,126760.8472,130696.3899,126158.2676,134263.8212,146251.4526,135485.1273,134829.2904,138615.2977,137735.1629,173973.4424,156674.0558,143533.428,166686.6338,177025.2804,150782.8779,149181.1044,134115.0545,131886.7263,123673.1922,136304.8724,130306.7445,135008.0468,128454.6073,193213.9404,146533.196,150306.6253,164630.6977,168559.7279,224013.7172,133901.5744,126410.052,126710.8112,141258.9589,126375.7341,125351.5576,142977.6281,126924.3203,146079.2854,181406.8278,122404.3073,650250.1947,694673.9293,126131.8211,980541.7271,187046.6805,322344.3579,639704.2098,357308.9802,319720.7553,1110930.785,759675.1301,701853.7452,544683.2078,1977911.561,405450.3329,1120060.514,624589.2877,309578.2387,1463906.798,1380495.37,2688308.824,2198681.051,2708424.027,1563580.512,1264937.568,135612.6969,142214.184,124378.2688,143931.5448,143565.5569,131680.9458,134562.7214,224399.5412,612089.3827,797890.3252,366093.6091,523006.5475,454240.1887,138632.894,531811.2402,569845.2831,160069.6143,253832.9266,566740.9485,129923.2773,442452.2839,843788.6509,417702.8909,491783.8676,1004428.724,223720.6745,1166572.855,1271119.456,1149149.97,634309.2492,1261478.816,1176593.318,1676738.745,1056956.289,137419.0567,131839.6647,128975.1025,129254.0215,127586.5254,121443.0993,134997.8535,128833.2316,128129.3796,137111.2803,127196.5143,476436.7235,144187.3705,123996.4887,145683.9571,140444.619,127765.5824,292863.6242,522149.0938,250200.5967,196964.7639,131586.003,697796.8042,1359642.849,1176479.905,957678.6102,1265874.104,142198.4159,1922883.406,717918.0222,339748.0015,140022.8761,1094029.978,148357.2063,242245.6726,1488501.099
248.98725__5.272,118874.3825,119057.7406,113801.4275,118225.1031,114653.1816,113293.2639,106707.621,108286.3428,108207.5617,101164.3799,329319.1341,525038.3415,312611.2655,169459.6144,102101.5271,103254.8538,104373.4141,388949.8284,246607.0709,163538.5706,147590.262,100717.074,175321.7098,2193133.418,125972.2245,391664.8117,100640.6586,524833.0403,309331.5106,177285.4535,351702.4119,250810.7893,561790.289,327965.2011,90058.10006,87790.18261,89828.09888,91783.81073,92860.94942,91229.53093,93288.16604,95443.03228,120378.1192,199581.7823,93693.42917,368475.7602,394877.7797,614419.1447,328715.8195,90848.23599,166669.5156,87878.69022,200657.039,143001.2923,190305.477,90925.82357,309443.2127,208396.5968,113276.2541,2879832.903,253503.7385,898394.6651,154738.4244,1083797.66,85308.21807,699702.4856,2877980.117,2914053.327,2430166.23,88549.92623,83201.96962,84479.11635,83633.72608,93003.12494,82504.7393,87608.4007,85056.50845,1019811.142,1549012.131,1792492.106,640734.3745,2192755.468,558992.4562,1401318.446,723540.6806,2615974.026,1383787.063,930584.8553,403247.7691,458296.7167,727561.8771,221515.0117,264104.3116,2994151.118,4570181.101,458166.3163,8133125.374,3556930.697,1749217.758,970252.0718,3568008.048,1246893.246,2169252.342,1061449.174,1651109.765,86840.09877,85265.21642,89866.33593,87772.40618,83143.13496,86269.12923,84688.41677,549717.7936,1058500.569,933828.5391,1098266.606,1291090.218,290631.3964,78969.2144,311844.861,623205.4163,1012541.868,453591.0991,436885.4348,536294.6929,326939.3517,2713965.676,3543628.452,2354338.331,2833054.968,588983.7061,295444.4769,1092030.831,3130809.917,2483009.442,814472.6289,1758193.929,3408005.557,3766287.815,75595.57414,80791.65581,81175.13311,83657.60882,78772.8964,85057.22298,81700.17093,85663.4319,81439.59434,268006.5111,226662.2254,111412.7183,91099.57097,1231566.921,1241409.84,86069.22736,82420.08103,217164.5046,81976.67503,1282154.701,202594.6017,608671.6998,521864.5299,105927.8092,1070487.978,80571.72259,536993.8963,2054699.774,354588.7337,235948.6838,3164535.368,2599132.198,1981991.497,2697756.514,2818017.267,1876765.675
359.97148__5.099,172415.593,189221.6253,187309.7844,196314.7478,147919.554,109768.5208,155049.1172,904191.0364,124223.9005,132003.4423,1426580.027,1759817.74,962379.9147,1038023.787,169220.5495,308520.7299,125794.5817,1081920.397,1814496.335,823230.5756,1113812.899,435486.3797,708296.546,699907.0931,288102.5457,568055.447,1548343.091,2234565.781,649536.9859,840084.2894,925906.0881,773841.2214,986146.3025,808557.5548,112225.2629,137139.1882,128959.6984,183244.1592,298641.7905,131681.9273,99814.05511,111807.2595,1155558.649,3310543.109,728639.2877,2284508.931,1221498.957,2384503.383,1580885.008,269316.7358,135421.9285,757687.8969,1748270.346,3664402.283,600925.0651,1122217.724,155285.9032,1192926.793,957935.8142,167473.9961,996975.3357,676797.7047,795808.2906,765797.9993,494744.4584,519648.5475,128660.3885,602583.8575,1390783.115,150477.1157,157228.9218,139354.2746,134240.38,241775.8802,153391.431,137801.3247,280502.7705,2187183.562,1248105.058,1040022.004,3066750.737,1219253.537,1737535.727,3546264.915,1958810.931,2277386.737,641969.4327,5755292.985,505205.8353,5010158.223,1121173.112,111936.5381,98516.2669,74554.10509,86896.02923,79365.00097,426910.9382,107025.7981,342111.3656,100460.9899,91092.28292,1462124.701,1521371.484,277525.0997,542753.6903,109673.2333,90704.27378,116744.1138,173799.8127,133296.5624,132385.3951,137006.7895,3536459.184,1317945.121,797385.4896,3155484.754,2202861.427,3518745.944,118666.5316,3764523.071,2795153.456,1960174.722,1772605.237,2786671.703,3958585.867,1582065.582,288643.2884,132374.9217,146762.4595,322216.0762,161335.8579,606940.9712,122464.291,136722.7552,128617.9841,120873.7544,577434.6022,971010.3928,682146.7624,135039.8275,161872.0862,154136.8862,167726.0378,150024.1462,129513.6109,139216.883,136008.4817,1849888.707,1617622.433,2145313.732,3508134.852,311943.9188,2301546.294,2877852.786,2444797.534,1819224.402,923291.7333,2885637.989,1569627.569,1580836.682,1600909.046,144818.8917,109434.7024,713981.7557,111044.2099,799591.2516,109137.6096,987275.5203,114407.3456,152608.7499,126291.8461,342424.8643,98791.11053,115451.5666,122168.1386
391.94338__7.146,105959.3865,105312.2389,114363.6939,123132.9923,104998.0765,112015.6378,112994.9463,106095.4369,102210.3692,109979.2117,443419.6156,388110.8867,353352.1951,109544.3646,110316.5032,105748.3723,99872.15094,550576.6207,553052.6554,130647.8458,230321.5646,100471.3429,104912.7934,143618.3788,99582.12295,128250.6328,112386.0502,121206.9182,133637.9443,126952.7861,123291.5314,120347.0145,119311.083,122678.0795,125311.0798,120584.7351,127546.761,116705.5912,112114.2443,109629.509,110868.359,128030.5814,130909.8357,1301348.872,120276.3164,602358.3266,113393.9546,585665.87,210416.4087,1246722.562,122626.2375,680047.6313,535799.9119,523480.09,108808.6498,128197.2503,109649.6839,110484.7929,100429.5735,109330.7784,94549.81894,115477.3986,122386.5841,263636.7753,105714.4289,112868.04,111724.9241,114877.6145,114348.3228,98118.64918,103819.0493,111352.0864,110175.8353,122942.3057,115140.5238,110935.7537,98602.64186,1040432.055,514915.1166,275920.1695,1958574.876,774884.6046,960616.9888,1320092.081,983573.9675,1235180.458,114294.0696,2432740.527,112473.1904,3303663.959,358887.2742,101749.6833,97661.34301,115369.1896,104265.5644,104985.1937,109747.6738,122363.8159,124551.918,99296.75634,130299.633,274759.6895,109776.1521,95630.58844,129910.7706,96055.54188,93993.96849,98646.87349,104869.6925,101833.3266,96249.3934,94193.61221,570060.7423,570254.2596,252107.9138,725534.7769,683653.7178,1540327.149,102010.8146,1275892.799,1427493.615,553245.5553,384321.5489,906835.8524,1115682.383,392752.927,110521.5392,123910.0055,127338.6451,104869.9263,128266.1278,109775.8822,106261.8462,125049.1423,100249.3482,99331.44465,123463.8439,102020.0483,133305.5821,103370.1627,127029.8239,96143.37551,100303.9833,108108.5278,117885.5545,100917.3977,103827.3413,272147.0672,182530.0497,429459.1358,1022087.102,134412.0997,798634.3238,675987.3152,110791.5561,95301.73827,91092.89129,1009348.916,773590.7202,204531.4874,473408.4239,131312.7575,97231.60744,113115.0227,102086.073,124265.5486,99749.24747,122410.3539,110987.1439,117217.2135,128166.3064,110315.3178,106424.1356,119293.3768,137457.697
307.15537__8.319,3193287.809,3258221.375,3128584.038,2503235.542,2964287.297,2920993.954,3769593.28,2767847.769,3616264.128,4260826.231,4682999.636,6266220.047,4628665.133,3271390.495,3827163.917,3128866.904,2687206.254,2682236.307,2892037.667,2496888.239,3189023.583,3609542.42,2794485.342,2998381.883,2598002.248,2568397.848,2963578.983,3252049.205,2804090.693,2897204.756,5052385.804,2667531.789,4473261.041,2934452.111,4767526.075,3780568.325,3310279.098,1828768.504,2433238.069,3051527.258,4441996.382,2317033.398,2499099.383,2231376.216,3255597.865,3536838.059,2320545.493,2417313.322,3779686.924,2967458.844,3323327.355,2607442.48,2817198.202,4729446.593,2089287.8,2538042.704,1806808.682,2814526.119,3004146.734,3622316.539,3302623.031,2830975.43,5086031.665,3234517.573,2958155.978,2336247.105,2749424.728,2734778.686,3574559.175,3144844.99,3283989.79,2697171.928,4298084.768,2118073.19,3005417.773,4459256.541,2214177.514,2638772.055,3007377.32,3015806.601,3534909.9,2779803.748,3267437.246,4837595.845,2919609.392,1869914.882,2806046.052,3206226.053,3675946.082,4190712.564,2214473.309,3123823.425,3910154.206,2854797.332,4636320.037,2907746.941,1843978.815,4047435.884,2130414.871,4011338.296,2274176.332,3587720.853,2626404.872,3319679.416,4253110.977,4190551.975,3015462.603,2939953.803,2511313.913,4972043.665,4485213.481,3635796.569,3417600.403,3809944.083,3057923.537,3138514.182,2949903.491,2801539.409,3638635.723,3870574.433,1850199.336,5254816.862,2325648.622,2639681.905,3391946.348,3118207.6,2927993.175,5718695.871,2728096.098,3233618.883,3855738.916,4142426.381,5656013.698,4627156.808,1618439.93,2622230.397,3641924.745,2060768.197,4251451.745,2935855.458,4086327.611,3456231.909,1454721.747,2880770.841,2672255.913,2973642.71,3092843.82,3338195.888,4620390.238,6715004.028,3610117.712,2913643.108,2786400.737,1819020.775,2866498.199,4387841.494,4893385.763,941715.9557,4305319.984,3209803.473,2666797.104,2413891.354,3667916.34,3984375.198,5681105.917,3106436.151,3378556.039,3098422.686,2529485.225,2631463.53,3524724.865,3565241.357,3282886.316,2238332.908,3582544.463
