mz__rtMin	putative_mw	exact_mass	compoundID	compound	pathwayID	pathway	annotation	lcms_run
271.06134__1.513	272.06853	272.0685	C09047	Spathelia bischromene; 2,2,6,6,10-Pentamethyl-2H,6H,12H-benzo[1,2-b:3,4-b':5,6-b'']tripyran-12-one; Rubrofusarin	map01060	Biosynthesis of plant secondary metabolites	putative_multi	high-bps-wk07-wk22
271.06134__1.513	272.06853	272.0685	C09751	Garbanzol; 3,7,4'-Trihydroxyflavanone; Ciratin; Glabranin	map00941	Flavonoid biosynthesis	putative_multi	high-bps-wk07-wk22
271.06138__2.505	272.06847	272.0685	C03566	2'-Hydroxydihydrodaidzein; 2'-Hydroxy-2,3-dihydrodaidzein; 2''-Nucleotidyltobramycin	map01100	Metabolic pathways	putative_multi	high-wk40
271.06138__2.505	272.06847	272.0685	C03566	2'-Hydroxydihydrodaidzein; 2'-Hydroxy-2,3-dihydrodaidzein; 2''-Nucleotidyltobramycin	map01110	Biosynthesis of secondary metabolites	putative_multi	high-wk40
271.06138__2.505	272.06847	272.0685	C03566	2'-Hydroxydihydrodaidzein; 2'-Hydroxy-2,3-dihydrodaidzein; 2''-Nucleotidyltobramycin	map00361	Chlorocyclohexane and chlorobenzene degradation	putative_multi	high-wk40
271.06138__2.505	272.06847	272.0685	C03566	2'-Hydroxydihydrodaidzein; 2'-Hydroxy-2,3-dihydrodaidzein; 2''-Nucleotidyltobramycin	map01120	Microbial metabolism in diverse environments	putative_multi	high-wk40
271.06138__2.505	272.06847	272.0685	C03566	2'-Hydroxydihydrodaidzein; 2'-Hydroxy-2,3-dihydrodaidzein; 2''-Nucleotidyltobramycin	map00621	Dioxin degradation	putative_multi	high-wk40
271.06138__2.505	272.06847	272.0685	C03566	2'-Hydroxydihydrodaidzein; 2'-Hydroxy-2,3-dihydrodaidzein; 2''-Nucleotidyltobramycin	map01220	Degradation of aromatic compounds	putative_multi	high-wk40
271.06138__2.505	272.06847	272.0685	C03566	2'-Hydroxydihydrodaidzein; 2'-Hydroxy-2,3-dihydrodaidzein; 2''-Nucleotidyltobramycin	map00380	Tryptophan metabolism	putative_multi	high-wk40
271.06138__2.505	272.06847	272.0685	C03566	2'-Hydroxydihydrodaidzein; 2'-Hydroxy-2,3-dihydrodaidzein; 2''-Nucleotidyltobramycin	map00943	Isoflavonoid biosynthesis	putative_multi	high-wk40
271.06138__2.505	272.06847	272.0685	C09047	Spathelia bischromene; 2,2,6,6,10-Pentamethyl-2H,6H,12H-benzo[1,2-b:3,4-b':5,6-b'']tripyran-12-one; Rubrofusarin	map01060	Biosynthesis of plant secondary metabolites	putative_multi	high-wk40
271.06138__2.505	272.06847	272.0685	C09751	Garbanzol; 3,7,4'-Trihydroxyflavanone; Ciratin; Glabranin	map00941	Flavonoid biosynthesis	putative_multi	high-wk40
273.07698__1.518	274.08417	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
273.07698__1.518	274.08417	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map00908	Zeatin biosynthesis	putative_single	high-bps-wk07-wk22
273.07698__1.518	274.08417	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
273.07698__1.518	274.08417	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map02020	Two-component system	putative_single	high-bps-wk07-wk22
273.07698__1.518	274.08417	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map02024	Quorum sensing	putative_single	high-bps-wk07-wk22
273.07698__1.518	274.08417	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map02010	ABC transporters	putative_single	high-bps-wk07-wk22
273.07698__1.518	274.08417	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map01120	Microbial metabolism in diverse environments	putative_single	high-bps-wk07-wk22
273.07698__1.518	274.08417	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map05111	Biofilm formation - Vibrio cholerae	putative_single	high-bps-wk07-wk22
273.07698__1.518	274.08417	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map00941	Flavonoid biosynthesis	putative_single	high-bps-wk07-wk22
273.07698__1.518	274.08417	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map00633	Nitrotoluene degradation	putative_single	high-bps-wk07-wk22
273.07701__1.493	274.08424	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map01100	Metabolic pathways	putative_single	high-dinp-wk07-wk22
273.07701__1.493	274.08424	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map00908	Zeatin biosynthesis	putative_single	high-dinp-wk07-wk22
273.07701__1.493	274.08424	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map01110	Biosynthesis of secondary metabolites	putative_single	high-dinp-wk07-wk22
273.07701__1.493	274.08424	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map02020	Two-component system	putative_single	high-dinp-wk07-wk22
273.07701__1.493	274.08424	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map02024	Quorum sensing	putative_single	high-dinp-wk07-wk22
273.07701__1.493	274.08424	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map02010	ABC transporters	putative_single	high-dinp-wk07-wk22
273.07701__1.493	274.08424	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map01120	Microbial metabolism in diverse environments	putative_single	high-dinp-wk07-wk22
273.07701__1.493	274.08424	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map05111	Biofilm formation - Vibrio cholerae	putative_single	high-dinp-wk07-wk22
273.07701__1.493	274.08424	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map00941	Flavonoid biosynthesis	putative_single	high-dinp-wk07-wk22
273.07701__1.493	274.08424	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map00633	Nitrotoluene degradation	putative_single	high-dinp-wk07-wk22
273.07709__7.917	274.08437	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map01100	Metabolic pathways	putative_single	low-select
273.07709__7.917	274.08437	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map00908	Zeatin biosynthesis	putative_single	low-select
273.07709__7.917	274.08437	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map01110	Biosynthesis of secondary metabolites	putative_single	low-select
273.07709__7.917	274.08437	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map02020	Two-component system	putative_single	low-select
273.07709__7.917	274.08437	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map02024	Quorum sensing	putative_single	low-select
273.07709__7.917	274.08437	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map02010	ABC transporters	putative_single	low-select
273.07709__7.917	274.08437	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map01120	Microbial metabolism in diverse environments	putative_single	low-select
273.07709__7.917	274.08437	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map05111	Biofilm formation - Vibrio cholerae	putative_single	low-select
273.07709__7.917	274.08437	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map00941	Flavonoid biosynthesis	putative_single	low-select
273.07709__7.917	274.08437	274.0841	C16415	Xanthohumol; (2E)-1-[2,4-Dihydroxy-6-methoxy-3-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one; N6-(Dimethylallyl)adenosine 5'-triphosphate; N6-Prenyladenosine 5'-triphosphate; 5-Deoxyleucopelargonidin	map00633	Nitrotoluene degradation	putative_single	low-select
274.10173__4.293	275.10901	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
274.10173__4.293	275.10901	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
274.10173__4.293	275.10901	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map02024	Quorum sensing	putative_single	high-bps-wk07-wk22
274.10173__4.293	275.10901	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map00270	Cysteine and methionine metabolism	putative_single	high-bps-wk07-wk22
274.10173__4.293	275.10901	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map01059	Biosynthesis of enediyne antibiotics	putative_single	high-bps-wk07-wk22
274.10173__4.293	275.10901	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map00405	Phenazine biosynthesis	putative_single	high-bps-wk07-wk22
274.10175__1.565	275.10902	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
274.10175__1.565	275.10902	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
274.10175__1.565	275.10902	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map02024	Quorum sensing	putative_single	high-bps-wk07-wk22
274.10175__1.565	275.10902	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map00270	Cysteine and methionine metabolism	putative_single	high-bps-wk07-wk22
274.10175__1.565	275.10902	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map01059	Biosynthesis of enediyne antibiotics	putative_single	high-bps-wk07-wk22
274.10175__1.565	275.10902	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map00405	Phenazine biosynthesis	putative_single	high-bps-wk07-wk22
274.10199__3.865	275.10926	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
274.10199__3.865	275.10926	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
274.10199__3.865	275.10926	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map02024	Quorum sensing	putative_single	high-bps-wk07-wk22
274.10199__3.865	275.10926	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map00270	Cysteine and methionine metabolism	putative_single	high-bps-wk07-wk22
274.10199__3.865	275.10926	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map01059	Biosynthesis of enediyne antibiotics	putative_single	high-bps-wk07-wk22
274.10199__3.865	275.10926	275.1117	C18047	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate; Mannosylfructose 6-phosphate; (2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate; Carboxybiotinyl-[protein]	map00405	Phenazine biosynthesis	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map01100	Metabolic pathways	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map04924	Renin secretion	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map05415	Diabetic cardiomyopathy	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map01110	Biosynthesis of secondary metabolites	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map04080	Neuroactive ligand-receptor interaction	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map04082	Neuroactive ligand signaling	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map02020	Two-component system	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map02024	Quorum sensing	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map02010	ABC transporters	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map00330	Arginine and proline metabolism	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map00270	Cysteine and methionine metabolism	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map04024	cAMP signaling pathway	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map04923	Regulation of lipolysis in adipocytes	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map00040	Pentose and glucuronate interconversions	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map00350	Tyrosine metabolism	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map00470	D-Amino acid metabolism	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map02060	Phosphotransferase system (PTS)	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map00340	Histidine metabolism	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map00052	Galactose metabolism	putative_single	high-bps-wk07-wk22
275.07567__1.631	138.04155	138.0429	C00785	Urocanate; Urocanic acid; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol; tRNA(Tyr)	map00552	Teichoic acid biosynthesis	putative_single	high-bps-wk07-wk22
