mz__rtMin	putative_mw	exact_mass	kegg_id	name	formula	pathways	annotation
205.03466__1.185	206.04188	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	(C12H20O10)n	Metabolic pathways;Bile secretion;Biosynthesis of secondary metabolites;Neuroactive ligand-receptor interaction;Nitrogen metabolism;Cortisol synthesis and secretion;Cushing syndrome;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Prostate cancer;Pathways in cancer;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis;Steroid hormone biosynthesis;Aldosterone-regulated sodium reabsorption;Glucocorticoid and mineralocorticoid receptor agonists/antagonists	putative_single
205.03469__0.915	206.04193	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	(C12H20O10)n	Metabolic pathways;Bile secretion;Biosynthesis of secondary metabolites;Neuroactive ligand-receptor interaction;Nitrogen metabolism;Cortisol synthesis and secretion;Cushing syndrome;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Prostate cancer;Pathways in cancer;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis;Steroid hormone biosynthesis;Aldosterone-regulated sodium reabsorption;Glucocorticoid and mineralocorticoid receptor agonists/antagonists	putative_single
205.03469__4.861	206.04191	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	(C12H20O10)n	Metabolic pathways;Bile secretion;Biosynthesis of secondary metabolites;Neuroactive ligand-receptor interaction;Nitrogen metabolism;Cortisol synthesis and secretion;Cushing syndrome;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Prostate cancer;Pathways in cancer;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis;Steroid hormone biosynthesis;Aldosterone-regulated sodium reabsorption;Glucocorticoid and mineralocorticoid receptor agonists/antagonists	putative_single
205.03472__1.263	206.04193	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	(C12H20O10)n	Metabolic pathways;Bile secretion;Biosynthesis of secondary metabolites;Neuroactive ligand-receptor interaction;Nitrogen metabolism;Cortisol synthesis and secretion;Cushing syndrome;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Prostate cancer;Pathways in cancer;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis;Steroid hormone biosynthesis;Aldosterone-regulated sodium reabsorption;Glucocorticoid and mineralocorticoid receptor agonists/antagonists	putative_single
205.03473__1.161	206.04195	206.0435	C00721	Epoxide; Oxirane; Alkene oxide; Olefin oxide; DL-Thioctic acid; Dextrin	(C12H20O10)n	Metabolic pathways;Bile secretion;Biosynthesis of secondary metabolites;Neuroactive ligand-receptor interaction;Nitrogen metabolism;Cortisol synthesis and secretion;Cushing syndrome;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Prostate cancer;Pathways in cancer;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis;Steroid hormone biosynthesis;Aldosterone-regulated sodium reabsorption;Glucocorticoid and mineralocorticoid receptor agonists/antagonists	putative_single
206.04513__0.652	207.05241	207.0532	C12463	L-Prolyl-[pcp]; L-Prolyl-S-[pcp]; L-Prolyl-[peptidyl-carrier protein]; beta-Keto-L-tyrosyl-[pcp]	C9H8NO3SR	Metabolic pathways;Biosynthesis of secondary metabolites;Novobiocin biosynthesis;Prodigiosin biosynthesis	putative_single
206.04513__0.732	207.05241	207.0532	C12463	L-Prolyl-[pcp]; L-Prolyl-S-[pcp]; L-Prolyl-[peptidyl-carrier protein]; beta-Keto-L-tyrosyl-[pcp]	C9H8NO3SR	Metabolic pathways;Biosynthesis of secondary metabolites;Novobiocin biosynthesis;Prodigiosin biosynthesis	putative_single
206.04516__0.767	207.05244	207.0532	C12463	L-Prolyl-[pcp]; L-Prolyl-S-[pcp]; L-Prolyl-[peptidyl-carrier protein]; beta-Keto-L-tyrosyl-[pcp]	C9H8NO3SR	Metabolic pathways;Biosynthesis of secondary metabolites;Novobiocin biosynthesis;Prodigiosin biosynthesis	putative_single
206.04518__0.638	207.05246	207.0532	C12463	L-Prolyl-[pcp]; L-Prolyl-S-[pcp]; L-Prolyl-[peptidyl-carrier protein]; beta-Keto-L-tyrosyl-[pcp]	C9H8NO3SR	Metabolic pathways;Biosynthesis of secondary metabolites;Novobiocin biosynthesis;Prodigiosin biosynthesis	putative_single
206.04543__5.111	207.0527	207.0532	C12463	L-Prolyl-[pcp]; L-Prolyl-S-[pcp]; L-Prolyl-[peptidyl-carrier protein]; beta-Keto-L-tyrosyl-[pcp]	C9H8NO3SR	Metabolic pathways;Biosynthesis of secondary metabolites;Novobiocin biosynthesis;Prodigiosin biosynthesis	putative_single
207.05046__0.444	208.05745	208.0592	C02143	D-threo-Aldose; (2S,3R)-Aldose; Dihydrothioctic acid; Glycerose; Aldotriose; Dehydropeptide	C5H9O5R	Metabolic pathways;Biosynthesis of secondary metabolites;Lipoic acid metabolism;2-Oxocarboxylic acid metabolism;Indole alkaloid biosynthesis;Glucosinolate biosynthesis	putative_single
207.08701__3.124	148.07295	148.0736	C04104	2,3-Dihydroxy-3-methylpentanoate; 2,3-Dihydroxy-3-methylvalerate; Muconolactone; 5-Oxo-2,5-dihydrofuran-2-acetate; 4-Carboxymethyl-4-hydroxyisocrotonolactone; 20-Hydroxy-3-oxopregn-4-en-21-al	C6H12O4	Metabolic pathways;ABC transporters;Microbial metabolism in diverse environments;Vitamin B6 metabolism;Benzoate degradation;Degradation of aromatic compounds;Toluene degradation	putative_multi
207.08701__3.124	148.07295	148.0736	C06471	Abequose; 3,6-Dideoxy-D-galactose; 3,6-Dideoxy-D-xylo-hexose; 3-Deoxy-D-fucose; L-Iduronic acid	C6H12O4	Metabolic pathways;Microbial metabolism in diverse environments;Selenocompound metabolism;Pentose phosphate pathway;Aminoacyl-tRNA biosynthesis	putative_multi
207.10214__1.426	208.10974	208.1099	C15765	4-(L-gamma-Glutamylamino)butanoate; 4-(gamma-L-Glutamylamino)butanoate; gamma-Glutamyl-gamma-aminobutyrate; 4-(Glutamylamino)butanoate; gamma-Glutamyl-GABA; Coronafacic acid	C12H16O3	Metabolic pathways;Biosynthesis of secondary metabolites;Arginine and proline metabolism;Biosynthesis of various plant secondary metabolites;Benzoxazinoid biosynthesis	putative_single
209.04361__3.474	210.05084	210.0528	C05619	5-Hydroxyferulic acid; 5-Hydroxyferulate; 2-(3,4-Dihidroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one; Isotrifoliin; Phytomelin; N-Acetyl-D-phenylalanine	C10H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylalanine metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Tryptophan metabolism;Degradation of flavonoids;Serotonergic synapse;Phenylpropanoid biosynthesis;Flavonoid biosynthesis;Flavone and flavonol biosynthesis	putative_single
209.04361__3.81	210.051	210.0528	C05619	5-Hydroxyferulic acid; 5-Hydroxyferulate; 2-(3,4-Dihidroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one; Isotrifoliin; Phytomelin; N-Acetyl-D-phenylalanine	C10H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylalanine metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Tryptophan metabolism;Degradation of flavonoids;Serotonergic synapse;Phenylpropanoid biosynthesis;Flavonoid biosynthesis;Flavone and flavonol biosynthesis	putative_single
209.04463__7.022	210.05235	210.0528	C05619	5-Hydroxyferulic acid; 5-Hydroxyferulate; 2-(3,4-Dihidroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one; Isotrifoliin; Phytomelin; N-Acetyl-D-phenylalanine	C10H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylalanine metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Tryptophan metabolism;Degradation of flavonoids;Serotonergic synapse;Phenylpropanoid biosynthesis;Flavonoid biosynthesis;Flavone and flavonol biosynthesis	putative_single
209.04483__1.331	210.05235	210.0528	C05619	5-Hydroxyferulic acid; 5-Hydroxyferulate; 2-(3,4-Dihidroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one; Isotrifoliin; Phytomelin; N-Acetyl-D-phenylalanine	C10H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylalanine metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Tryptophan metabolism;Degradation of flavonoids;Serotonergic synapse;Phenylpropanoid biosynthesis;Flavonoid biosynthesis;Flavone and flavonol biosynthesis	putative_single
209.04504__1.394	210.05236	210.0528	C05619	5-Hydroxyferulic acid; 5-Hydroxyferulate; 2-(3,4-Dihidroxyphenyl)-3-(beta-D-glucofuranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one; Isotrifoliin; Phytomelin; N-Acetyl-D-phenylalanine	C10H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylalanine metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Tryptophan metabolism;Degradation of flavonoids;Serotonergic synapse;Phenylpropanoid biosynthesis;Flavonoid biosynthesis;Flavone and flavonol biosynthesis	putative_single
209.06648__2.058	210.07379	210.074	C19612	Coriose; D-altro-3-Heptulose; (9Z)-18-Hydroxyoctadec-9-enoic acid; 16-Oxopalmitate	C7H14O7	Metabolic pathways;Cutin, suberine and wax biosynthesis	putative_single
209.06649__1.553	210.07427	210.074	C19612	Coriose; D-altro-3-Heptulose; (9Z)-18-Hydroxyoctadec-9-enoic acid; 16-Oxopalmitate	C7H14O7	Metabolic pathways;Cutin, suberine and wax biosynthesis	putative_single
209.08069__4.323	210.08826	210.0892	C02325	Sinapyl alcohol; Sinapoyl alcohol; But-3-enoyl-CoA; beta-Levulose; Fructose; Thiogalactoside	C11H14O4	Metabolic pathways;Biosynthesis of secondary metabolites;Butanoate metabolism;Biosynthesis of phenylpropanoids;beta-Alanine metabolism;Propanoate metabolism;Biosynthesis of various nucleotide sugars;Phenylpropanoid biosynthesis	putative_multi
209.08069__4.323	210.08826	210.0892	C10709	Maculine; 1,3-Dioxolo(4,5-g)furo(2,3-b)quinoline, 9-methoxy-; Multifidol	C11H14O4	NA	putative_multi
209.08115__7.583	210.08934	210.0892	C02325	Sinapyl alcohol; Sinapoyl alcohol; But-3-enoyl-CoA; beta-Levulose; Fructose; Thiogalactoside	C11H14O4	Metabolic pathways;Biosynthesis of secondary metabolites;Butanoate metabolism;Biosynthesis of phenylpropanoids;beta-Alanine metabolism;Propanoate metabolism;Biosynthesis of various nucleotide sugars;Phenylpropanoid biosynthesis	putative_multi
209.08115__7.583	210.08934	210.0892	C10709	Maculine; 1,3-Dioxolo(4,5-g)furo(2,3-b)quinoline, 9-methoxy-; Multifidol	C11H14O4	NA	putative_multi
209.08146__1.197	210.08891	210.0892	C02325	Sinapyl alcohol; Sinapoyl alcohol; But-3-enoyl-CoA; beta-Levulose; Fructose; Thiogalactoside	C11H14O4	Metabolic pathways;Biosynthesis of secondary metabolites;Butanoate metabolism;Biosynthesis of phenylpropanoids;beta-Alanine metabolism;Propanoate metabolism;Biosynthesis of various nucleotide sugars;Phenylpropanoid biosynthesis	putative_multi
209.08146__1.197	210.08891	210.0892	C10709	Maculine; 1,3-Dioxolo(4,5-g)furo(2,3-b)quinoline, 9-methoxy-; Multifidol	C11H14O4	NA	putative_multi
211.06034__0.731	212.06712	212.0685	C11155	n-Propyl gallate; Propyl gallate; Triadimefon	C10H12O5	Bile secretion	putative_single
211.06054__0.374	212.06789	212.0685	C11155	n-Propyl gallate; Propyl gallate; Triadimefon	C10H12O5	Bile secretion	putative_single
211.06061__0.758	212.06784	212.0685	C11155	n-Propyl gallate; Propyl gallate; Triadimefon	C10H12O5	Bile secretion	putative_single
211.07581__1.532	212.08361	212.0837	C14233	Dimethylstilbestrol; (E)-4,4'-(1,2-Dimethyl-1,2-ethenediyl)bisphenol; 4,4'-(Dichloroethenylidene)bis[phenol]; 4,4'-Dihydroxystilbene	C14H12O2	Chemical carcinogenesis - receptor activation	putative_single
211.07581__1.558	212.08358	212.0837	C14233	Dimethylstilbestrol; (E)-4,4'-(1,2-Dimethyl-1,2-ethenediyl)bisphenol; 4,4'-(Dichloroethenylidene)bis[phenol]; 4,4'-Dihydroxystilbene	C14H12O2	Chemical carcinogenesis - receptor activation	putative_single
211.07586__2.563	212.0837	212.0837	C14233	Dimethylstilbestrol; (E)-4,4'-(1,2-Dimethyl-1,2-ethenediyl)bisphenol; 4,4'-(Dichloroethenylidene)bis[phenol]; 4,4'-Dihydroxystilbene	C14H12O2	Chemical carcinogenesis - receptor activation	putative_single
212.91704__1.094	213.92433	213.9251	C19118	Dixanthogen; EXD; Dimexano	C4H6O2S4	NA	putative_single
212.91745__0.463	213.92492	213.9251	C19118	Dixanthogen; EXD; Dimexano	C4H6O2S4	NA	putative_single
212.91766__0.465	213.9249	213.9251	C19118	Dixanthogen; EXD; Dimexano	C4H6O2S4	NA	putative_single
213.0148__1.276	214.02208	214.0242	C11437	C-1027 Chromophore; C-1027; 1-Deoxy-D-xylulose 5-phosphate	C5H11O7P	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Thiamine metabolism;Cysteine and methionine metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Terpenoid backbone biosynthesis;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of enediyne antibiotics;Polyketide sugar unit biosynthesis	putative_multi
213.0148__1.276	214.02208	214.0242	C22280	6-Chloro-3-hydroxypyridine-2,5-dione; 6-Chloro-2,5-carbonyl-3-pyridine dione; 5-Deoxy-D-ribulose 1-phosphate	C5H11O7P	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various alkaloids	putative_multi
213.05515__1.498	214.06271	214.063	C14163	Stovaine; Amylocaine; Phenyl salicylate	C13H10O3	Local analgesics	putative_single
213.09153__1.642	214.0988	214.0994	C10254	Flavidin; 9,10-Dihydro-5H-phenanthro[4,5-bcd]pyran-2,7-diol; Dihydropinosylvin	C14H14O2	NA	putative_single
213.11287__7.72	168.1145	168.115	C08498	Nona-2,6-dienal; (2E,6Z)-2,6-Nonadienal; Dihydro-5-pentyl-2(3H)-furanone; Lilac aldehyde	C10H16O2	NA	putative_multi
213.11287__7.72	168.1145	168.115	C09842	Chrysanthenone; (-)-Chrysanthenone; Eucalyptol; 1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octane; Chrysanthemic acid	C10H16O2	Biosynthesis of secondary metabolites;Inflammatory mediator regulation of TRP channels;Microbial metabolism in diverse environments;Biosynthesis of terpenoids and steroids;Pinene, camphor and geraniol degradation;Monoterpenoid biosynthesis	putative_multi
213.11287__7.72	168.1145	168.115	C11937	(1S,4R)-1-Hydroxy-2-oxolimonene; (1S,4R)-1-Hydroxymenth-8-en-2-one; Myrtenal	C10H16O2	Microbial metabolism in diverse environments;Pinene, camphor and geraniol degradation;Limonene degradation	putative_multi
213.11287__7.72	168.1145	168.115	C22200	(+)-cis,cis-Nepetalactol; (4aR,7S,7aS)-4,7-Dimethyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-1-ol; 2-Indolinone-3-acetate; 2-(2-Oxo-1,3-dihydroindol-3-yl)acetate; (+)-cis,cis-Nepetalactone	C10H16O2	Tryptophan metabolism	putative_multi
214.99507__4.797	216.00234	216.0035	C03356	5-L-Glutamyl amino acid; L-gamma-Glutamyl amino acid; Sequoyitol; O-Phosphohydroxy-L-lysine; (5R)-5-Phosphonooxy-L-lysine; 3-Phospho-D-erythronate	C4H9O8P	Metabolic pathways;Microbial metabolism in diverse environments;Lysine degradation;Aminobenzoate degradation	putative_multi
214.99507__4.797	216.00234	216.001	C18981	Salithion; Dioxabenzofos; Ronnel; Endothion	C8H9O3PS	NA	putative_multi
214.99514__4.336	216.00242	216.0035	C03356	5-L-Glutamyl amino acid; L-gamma-Glutamyl amino acid; Sequoyitol; O-Phosphohydroxy-L-lysine; (5R)-5-Phosphonooxy-L-lysine; 3-Phospho-D-erythronate	C4H9O8P	Metabolic pathways;Microbial metabolism in diverse environments;Lysine degradation;Aminobenzoate degradation	putative_multi
214.99514__4.336	216.00242	216.001	C18981	Salithion; Dioxabenzofos; Ronnel; Endothion	C8H9O3PS	NA	putative_multi
219.06744__1.275	220.07487	220.0736	C09963	Polygonolide	C12H12O4	NA	putative_single
220.06113__1.373	161.04704	161.0477	C16716	4-Hydroxy-2-quinolone; 4-Hydroxy-2(1H)-quinolone; 2,4-Dihydroxyquinoline; Elongation factor 2 2-[3-carboxy-3-(dimethylammonio)propyl]-L-histidine; 2-[(3S)-3-Carboxy-3-(dimethylamino)propyl]-L-histidine-[translation elongation factor 2]; Limonoate D-ring-lactone	C9H7NO2	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various alkaloids	putative_single
220.14607__1.529	221.15365	221.1528	C15477	D-Fucosamine; 2-Amino-2,6-dideoxy-D-galactose; 3beta-Hydroxy-5alpha-pregnan-20-one; CGP 28014	C12H19N3O	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Nonribosomal peptide structures;Catecholamine transferase inhibitors	putative_single
220.1461__1.496	221.15367	221.1528	C15477	D-Fucosamine; 2-Amino-2,6-dideoxy-D-galactose; 3beta-Hydroxy-5alpha-pregnan-20-one; CGP 28014	C12H19N3O	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Nonribosomal peptide structures;Catecholamine transferase inhibitors	putative_single
220.14668__8.398	221.1534	221.1528	C15477	D-Fucosamine; 2-Amino-2,6-dideoxy-D-galactose; 3beta-Hydroxy-5alpha-pregnan-20-one; CGP 28014	C12H19N3O	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Nonribosomal peptide structures;Catecholamine transferase inhibitors	putative_single
221.04458__6.961	222.05186	222.0528	C02730	2-Succinylbenzoate; o-Succinylbenzoate; Succinylbenzoate; 3-O-sn-Phosphatidyl-L-serine; O3-Phosphatidyl-L-serine; L-1-Phosphatidylserine; Peptide tryptophan	C11H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Efferocytosis;Glycine, serine and threonine metabolism;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Histidine metabolism;Amoebiasis;Systemic lupus erythematosus;Glycerophospholipid metabolism;Leishmaniasis;Ubiquinone and other terpenoid-quinone biosynthesis;Aminobenzoate degradation	putative_multi
221.04458__6.961	222.05186	222.0528	C12264	N-Methyl-D-aspartic acid; N-Methyl-D-aspartate; NMDA; N-Acetyl-L-aspartyl-L-glutamate; 6-(2-Methoxyvinyl)benzo[1,3]dioxole-5-carboxylic acid	C11H10O5	Metabolic pathways;Neuroactive ligand-receptor interaction;Inflammatory mediator regulation of TRP channels;Alanine, aspartate and glutamate metabolism;Prostate cancer;Nonribosomal peptide structures	putative_multi
221.04458__6.961	222.05186	222.0528	C14107	4-Hydroxymethylsalicylaldehyde; 2-Hydroxy-4-hydroxymethyl-benzaldehyde; 2-Hydroxy-4-hydroxymethylbenzalpyruvate	C11H10O5	Microbial metabolism in diverse environments;Degradation of aromatic compounds;Naphthalene degradation	putative_multi
221.04518__1.352	222.05241	222.0528	C02730	2-Succinylbenzoate; o-Succinylbenzoate; Succinylbenzoate; 3-O-sn-Phosphatidyl-L-serine; O3-Phosphatidyl-L-serine; L-1-Phosphatidylserine; Peptide tryptophan	C11H10O5	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Efferocytosis;Glycine, serine and threonine metabolism;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Histidine metabolism;Amoebiasis;Systemic lupus erythematosus;Glycerophospholipid metabolism;Leishmaniasis;Ubiquinone and other terpenoid-quinone biosynthesis;Aminobenzoate degradation	putative_multi
221.04518__1.352	222.05241	222.0528	C12264	N-Methyl-D-aspartic acid; N-Methyl-D-aspartate; NMDA; N-Acetyl-L-aspartyl-L-glutamate; 6-(2-Methoxyvinyl)benzo[1,3]dioxole-5-carboxylic acid	C11H10O5	Metabolic pathways;Neuroactive ligand-receptor interaction;Inflammatory mediator regulation of TRP channels;Alanine, aspartate and glutamate metabolism;Prostate cancer;Nonribosomal peptide structures	putative_multi
221.04518__1.352	222.05241	222.0528	C14107	4-Hydroxymethylsalicylaldehyde; 2-Hydroxy-4-hydroxymethyl-benzaldehyde; 2-Hydroxy-4-hydroxymethylbenzalpyruvate	C11H10O5	Microbial metabolism in diverse environments;Degradation of aromatic compounds;Naphthalene degradation	putative_multi
224.05587__0.786	225.0631	225.0637	C22210	Cytidine 5'-{[hydroxy(2-hydroxyethyl)phosphonoyl]phosphate}; HEP-CMP; 4-Amino-4-deoxyprephenate	C10H11NO5	Metabolic pathways;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites	putative_single
224.05597__1.394	225.06325	225.0637	C22210	Cytidine 5'-{[hydroxy(2-hydroxyethyl)phosphonoyl]phosphate}; HEP-CMP; 4-Amino-4-deoxyprephenate	C10H11NO5	Metabolic pathways;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites	putative_single
224.05606__1.384	225.06334	225.0637	C22210	Cytidine 5'-{[hydroxy(2-hydroxyethyl)phosphonoyl]phosphate}; HEP-CMP; 4-Amino-4-deoxyprephenate	C10H11NO5	Metabolic pathways;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites	putative_single
224.07475__1.374	225.08211	225.0824	C18651	DNOC; 4,6-Dinitro-o-cresol; 2,4-Dinitro-6-methylphenol; Methiocarb	C11H15NO2S	NA	putative_single
224.99867__0.659	226.00595	226.008	C15397	9-Chloro-11beta,17beta-dihydroxy-17-methylandrost-4-en-3-one; 9-Chloro-11beta-hydroxy-17-methyltestosterone; 6-(2-Chloroallylthio)purine	C8H7ClN4S	NA	putative_single
224.9987__0.685	226.00597	226.008	C15397	9-Chloro-11beta,17beta-dihydroxy-17-methylandrost-4-en-3-one; 9-Chloro-11beta-hydroxy-17-methyltestosterone; 6-(2-Chloroallylthio)purine	C8H7ClN4S	NA	putative_single
226.95057__0.477	227.95786	227.9592	C18244	1,1,1-Trichloroethane; Methylchloroform; 2,4-Dichloro-3-oxoadipate	C6H6Cl2O5	Biosynthesis of secondary metabolites;Chlorocyclohexane and chlorobenzene degradation;Chloroalkane and chloroalkene degradation;Microbial metabolism in diverse environments;Polycyclic aromatic hydrocarbon degradation;Sesquiterpenoid and triterpenoid biosynthesis	putative_single
226.9506__0.479	227.95789	227.9592	C18244	1,1,1-Trichloroethane; Methylchloroform; 2,4-Dichloro-3-oxoadipate	C6H6Cl2O5	Biosynthesis of secondary metabolites;Chlorocyclohexane and chlorobenzene degradation;Chloroalkane and chloroalkene degradation;Microbial metabolism in diverse environments;Polycyclic aromatic hydrocarbon degradation;Sesquiterpenoid and triterpenoid biosynthesis	putative_single
226.95102__7.118	227.9583	227.9592	C18244	1,1,1-Trichloroethane; Methylchloroform; 2,4-Dichloro-3-oxoadipate	C6H6Cl2O5	Biosynthesis of secondary metabolites;Chlorocyclohexane and chlorobenzene degradation;Chloroalkane and chloroalkene degradation;Microbial metabolism in diverse environments;Polycyclic aromatic hydrocarbon degradation;Sesquiterpenoid and triterpenoid biosynthesis	putative_single
228.02738__5.082	229.03522	229.0375	C11178	Pyronine Y; Pyronine; Resazurin	C12H7NO4	NA	putative_single
228.03072__0.662	229.038	229.0375	C11178	Pyronine Y; Pyronine; Resazurin	C12H7NO4	NA	putative_single
228.03076__0.695	229.03803	229.0375	C11178	Pyronine Y; Pyronine; Resazurin	C12H7NO4	NA	putative_single
228.0311__2.012	229.03838	229.0375	C11178	Pyronine Y; Pyronine; Resazurin	C12H7NO4	NA	putative_single
229.0338__4.438	184.03572	184.0347	C20125	Methylone; 2-(Methylamino)-1-(1,3-benzodioxol-5-yl)-1-propanone; Dibenzothiophene	C12H8S	Biosynthesis of secondary metabolites;Biosynthesis of ansamycins	putative_single
230.06649__0.47	231.07373	231.0743	C05539	N-Acetyl-L-2-amino-6-oxopimelate; L-2-Acetamido-6-oxoheptanedioate; L-2-Acetamido-6-oxopimelate; ACV; Protein N6-methyl-L-lysine	C9H13NO6	Metabolic pathways;Bile secretion;Biosynthesis of secondary metabolites;Vitamin digestion and absorption;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Monobactam biosynthesis;Lysine biosynthesis;Lysine degradation;Biosynthesis of various siderophores;Biotin metabolism;Penicillin and cephalosporin biosynthesis	putative_single
230.06653__0.467	231.07378	231.0743	C05539	N-Acetyl-L-2-amino-6-oxopimelate; L-2-Acetamido-6-oxoheptanedioate; L-2-Acetamido-6-oxopimelate; ACV; Protein N6-methyl-L-lysine	C9H13NO6	Metabolic pathways;Bile secretion;Biosynthesis of secondary metabolites;Vitamin digestion and absorption;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Monobactam biosynthesis;Lysine biosynthesis;Lysine degradation;Biosynthesis of various siderophores;Biotin metabolism;Penicillin and cephalosporin biosynthesis	putative_single
232.94401__0.56	187.94558	187.9473	C14845	4-Bromo-3,5-cyclohexadiene-1,2-dione; 4-Bromo-1,2-benzoquinone; 4-Bromophenol-2,3-epoxide	C6H5BrO2	Chemical carcinogenesis - reactive oxygen species;Chemical carcinogenesis - DNA adducts;Metabolism of xenobiotics by cytochrome P450	putative_single
239.01627__4.875	126.03066	126.0317	C11101	5-Hydroxymethyl-2-furaldehyde; HMF; 5-Hydroxymethylfurfural; Hymexazol	C6H6O3	Microbial metabolism in diverse environments;Furfural degradation	putative_single
239.05406__4.413	240.0614	240.0634	C05817	(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate; (1R,6R)-2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate; SHCHC; Reduced vitamin K2; S-Sulfo-L-cysteine	C11H12O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Two-component system;Biosynthesis of amino acids;Pyrimidine metabolism;Cysteine and methionine metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Lysine degradation;Histidine metabolism;Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of siderophore group nonribosomal peptides	putative_single
