mz__rtMin	putative_mw	exact_mass	kegg_id	name	formula	pathways	annotation
239.0554__2.454	240.06261	240.0634	C05817	(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate; (1R,6R)-2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate; SHCHC; Reduced vitamin K2; S-Sulfo-L-cysteine	C11H12O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Two-component system;Biosynthesis of amino acids;Pyrimidine metabolism;Cysteine and methionine metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Lysine degradation;Histidine metabolism;Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of siderophore group nonribosomal peptides	putative_single
239.05552__2.739	240.0626	240.0634	C05817	(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate; (1R,6R)-2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate; SHCHC; Reduced vitamin K2; S-Sulfo-L-cysteine	C11H12O6	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Two-component system;Biosynthesis of amino acids;Pyrimidine metabolism;Cysteine and methionine metabolism;D-Amino acid metabolism;Biosynthesis of phenylpropanoids;Lysine degradation;Histidine metabolism;Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of siderophore group nonribosomal peptides	putative_single
239.06695__1.504	240.07422	240.0746	C18671	Methylmercury; Methylmercury ion; CH3Hg+; Dinoterb	C10H12N2O5	Biosynthesis of secondary metabolites;Biosynthesis of type II polyketide products	putative_single
239.067__1.474	240.07427	240.0746	C18671	Methylmercury; Methylmercury ion; CH3Hg+; Dinoterb	C10H12N2O5	Biosynthesis of secondary metabolites;Biosynthesis of type II polyketide products	putative_single
241.01176__0.603	242.01904	242.0192	C16848	6-Deoxy-5-ketofructose 1-phosphate; 1-Deoxy-D-threo-hexo-2,5-diulose 6-phosphate; CTX-4B; 2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid	C6H11O8P	Metabolic pathways;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis	putative_single
241.01181__0.641	242.01909	242.0192	C16848	6-Deoxy-5-ketofructose 1-phosphate; 1-Deoxy-D-threo-hexo-2,5-diulose 6-phosphate; CTX-4B; 2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid	C6H11O8P	Metabolic pathways;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis	putative_single
241.01214__4.714	242.01942	242.0192	C16848	6-Deoxy-5-ketofructose 1-phosphate; 1-Deoxy-D-threo-hexo-2,5-diulose 6-phosphate; CTX-4B; 2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid	C6H11O8P	Metabolic pathways;Biosynthesis of secondary metabolites;Phenylalanine, tyrosine and tryptophan biosynthesis	putative_single
241.08654__1.53	242.09381	242.0943	C14131	Equol; (S)-Equol; p-Octylphenol; o,p'-DDE; Triphenylethylene	C15H14O3	Metabolic pathways;Degradation of flavonoids	putative_single
241.08678__2.563	242.09405	242.0943	C14131	Equol; (S)-Equol; p-Octylphenol; o,p'-DDE; Triphenylethylene	C15H14O3	Metabolic pathways;Degradation of flavonoids	putative_single
241.08684__1.535	242.09434	242.0943	C14131	Equol; (S)-Equol; p-Octylphenol; o,p'-DDE; Triphenylethylene	C15H14O3	Metabolic pathways;Degradation of flavonoids	putative_single
243.01602__0.462	244.02327	244.0253	C22078	6-Sulfo-beta-D-quinovose; beta-Sulfoquinovose; 6-Deoxy-6-sulfo-beta-D-glucopyranose; (7R)-7-Hydroxyluteothin	C6H12O8S	Metabolic pathways;Atrazine degradation;Microbial metabolism in diverse environments;Sulfoquinovose metabolism	putative_multi
243.01602__0.462	244.02327	244.0253	C22507	6-Dehydro-D-glucose; 6-Oxo-Glc; 6-Oxo-D-quinovose; 6-Sulfo-D-rhamnose	C6H12O8S	Metabolic pathways;Pyrimidine metabolism;Sulfoquinovose metabolism	putative_multi
243.01691__0.465	244.0242	244.0253	C22078	6-Sulfo-beta-D-quinovose; beta-Sulfoquinovose; 6-Deoxy-6-sulfo-beta-D-glucopyranose; (7R)-7-Hydroxyluteothin	C6H12O8S	Metabolic pathways;Atrazine degradation;Microbial metabolism in diverse environments;Sulfoquinovose metabolism	putative_multi
243.01691__0.465	244.0242	244.0253	C22507	6-Dehydro-D-glucose; 6-Oxo-Glc; 6-Oxo-D-quinovose; 6-Sulfo-D-rhamnose	C6H12O8S	Metabolic pathways;Pyrimidine metabolism;Sulfoquinovose metabolism	putative_multi
243.01712__0.464	244.02440000000001	244.0253	C22078	6-Sulfo-beta-D-quinovose; beta-Sulfoquinovose; 6-Deoxy-6-sulfo-beta-D-glucopyranose; (7R)-7-Hydroxyluteothin	C6H12O8S	Metabolic pathways;Atrazine degradation;Microbial metabolism in diverse environments;Sulfoquinovose metabolism	putative_multi
243.01712__0.464	244.02440000000001	244.0253	C22507	6-Dehydro-D-glucose; 6-Oxo-Glc; 6-Oxo-D-quinovose; 6-Sulfo-D-rhamnose	C6H12O8S	Metabolic pathways;Pyrimidine metabolism;Sulfoquinovose metabolism	putative_multi
243.0267__0.458	244.03398	244.0325	C18741	Metolcarb; Tsumacide; MTMC; MCPA-thioethyl	C11H13ClO2S	NA	putative_single
245.98757__1.721	246.99485	246.9973	C22637	Prop-2-enylthiocyanate; Allylthiocyanate; Epithionitrile	C3H3NS(CH2)n	NA	putative_single
245.98759__0.5	246.99487	246.9973	C22637	Prop-2-enylthiocyanate; Allylthiocyanate; Epithionitrile	C3H3NS(CH2)n	NA	putative_single
245.98972__0.909	246.997	246.9973	C22637	Prop-2-enylthiocyanate; Allylthiocyanate; Epithionitrile	C3H3NS(CH2)n	NA	putative_single
245.98986__0.835	246.99714	246.9973	C22637	Prop-2-enylthiocyanate; Allylthiocyanate; Epithionitrile	C3H3NS(CH2)n	NA	putative_single
247.09841__1.379	248.10544	248.1049	C10487	[6]-Shogaol; Shogaol; Prenyl caffeate	C14H16O4	Metabolic pathways;Arginine and proline metabolism	putative_single
247.09885__1.258	248.10605	248.1049	C10487	[6]-Shogaol; Shogaol; Prenyl caffeate	C14H16O4	Metabolic pathways;Arginine and proline metabolism	putative_single
247.13649__1.536	248.14317	248.1412	C09378	Cassythine; Cassyfiline; Confertin	C15H20O3	Biosynthesis of secondary metabolites;Sesquiterpenoid and triterpenoid biosynthesis	putative_multi
247.13649__1.536	248.14317	248.1412	C09488	Ligulatin B; Incanin; Ivalin	C15H20O3	NA	putative_multi
247.13656__1.574	248.14345	248.1412	C09378	Cassythine; Cassyfiline; Confertin	C15H20O3	Biosynthesis of secondary metabolites;Sesquiterpenoid and triterpenoid biosynthesis	putative_multi
247.13656__1.574	248.14345	248.1412	C09488	Ligulatin B; Incanin; Ivalin	C15H20O3	NA	putative_multi
248.93876__1.193	249.94603	249.9462	C20679	Tungstate; Tungstic acid; L-threo-3-Deoxy-hexulosonate; dTDP-alpha-D-fucofuranose	WH2O4	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;ABC transporters;Fatty acid degradation;Microbial metabolism in diverse environments;Pentose and glucuronate interconversions;Fatty acid biosynthesis;Mycolic acid biosynthesis;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Biotin metabolism;Diterpenoid biosynthesis;Polyketide sugar unit biosynthesis	putative_single
248.93878__1.166	249.94609	249.9462	C20679	Tungstate; Tungstic acid; L-threo-3-Deoxy-hexulosonate; dTDP-alpha-D-fucofuranose	WH2O4	Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;ABC transporters;Fatty acid degradation;Microbial metabolism in diverse environments;Pentose and glucuronate interconversions;Fatty acid biosynthesis;Mycolic acid biosynthesis;Biosynthesis of various nucleotide sugars;Biosynthesis of nucleotide sugars;Biotin metabolism;Diterpenoid biosynthesis;Polyketide sugar unit biosynthesis	putative_single
249.14825__1.419	250.15553	250.1569	C09689	Ipomeamarone; (+)-Ngaione; Isocaryophyllene	C15H22O3	Metabolic pathways;Insect hormone biosynthesis	putative_single
249.1492__1.438	250.15677	250.1569	C09689	Ipomeamarone; (+)-Ngaione; Isocaryophyllene	C15H22O3	Metabolic pathways;Insect hormone biosynthesis	putative_single
249.14923__0.857	250.1565	250.1569	C09689	Ipomeamarone; (+)-Ngaione; Isocaryophyllene	C15H22O3	Metabolic pathways;Insect hormone biosynthesis	putative_single
249.15149__1.562	250.15877	250.1569	C09689	Ipomeamarone; (+)-Ngaione; Isocaryophyllene	C15H22O3	Metabolic pathways;Insect hormone biosynthesis	putative_single
251.09245__1.232	252.09959	252.0998	C18541	Trinexapac-ethyl	C13H16O5	NA	putative_single
251.09261__8.261	252.09999	252.0998	C18541	Trinexapac-ethyl	C13H16O5	NA	putative_single
255.04841__0.699	256.05561	256.0534	C00225	Methyl viologen; Paraquat dichloride; 1,1'-Dimethyl-4,4'-bipyridinium dichloride; Holo-[acyl-carrier protein]; DMAPP; Monoprenyl diphosphate; Prenyl diphosphate; Acetyl phosphate	C12H14N2. 2Cl	Carbon fixation by Calvin cycle;Metabolic pathways;Thyroid hormone synthesis;One carbon pool by folate;Zeatin biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Nicotinate and nicotinamide metabolism;Quorum sensing;Fatty acid degradation;Pantothenate and CoA biosynthesis;Methane metabolism;Other carbon fixation pathways;Lipoic acid metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Alanine, aspartate and glutamate metabolism;Riboflavin metabolism;Vitamin B6 metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Antifolate resistance;Pentose phosphate pathway;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Valine, leucine and isoleucine biosynthesis;Tyrosine metabolism;Benzoate degradation;Taurine and hypotaurine metabolism;Sulfoquinovose metabolism;Pyruvate metabolism;Butanoate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Fatty acid biosynthesis;Mycolic acid biosynthesis;Valine, leucine and isoleucine degradation;Fatty acid metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of various siderophores;Lipopolysaccharide biosynthesis;Glucosinolate biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Polycyclic aromatic hydrocarbon degradation;Aminobenzoate degradation;Toluene degradation	putative_single
255.04862__0.725	256.05578	256.0534	C00225	Methyl viologen; Paraquat dichloride; 1,1'-Dimethyl-4,4'-bipyridinium dichloride; Holo-[acyl-carrier protein]; DMAPP; Monoprenyl diphosphate; Prenyl diphosphate; Acetyl phosphate	C12H14N2. 2Cl	Carbon fixation by Calvin cycle;Metabolic pathways;Thyroid hormone synthesis;One carbon pool by folate;Zeatin biosynthesis;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Nicotinate and nicotinamide metabolism;Quorum sensing;Fatty acid degradation;Pantothenate and CoA biosynthesis;Methane metabolism;Other carbon fixation pathways;Lipoic acid metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Alanine, aspartate and glutamate metabolism;Riboflavin metabolism;Vitamin B6 metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Antifolate resistance;Pentose phosphate pathway;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Valine, leucine and isoleucine biosynthesis;Tyrosine metabolism;Benzoate degradation;Taurine and hypotaurine metabolism;Sulfoquinovose metabolism;Pyruvate metabolism;Butanoate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Fatty acid biosynthesis;Mycolic acid biosynthesis;Valine, leucine and isoleucine degradation;Fatty acid metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of various siderophores;Lipopolysaccharide biosynthesis;Glucosinolate biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Polycyclic aromatic hydrocarbon degradation;Aminobenzoate degradation;Toluene degradation	putative_single
255.06591__2.434	256.07319	256.0736	C04271	3,9-Dihydroxypterocarpan; (6aR,11aR)-3,9-Dihydroxypterocarpan; (R)-2,3-Dihydroxy-isovaleric acid; (2R)-2,3-Dihydroxy-3-methylbutanoate; (2R)-2,3-Dihydroxy-3-methylbutanoic acid; (S)-Mandelonitrile beta-D-glucoside	C15H12O4	Metabolic pathways;Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Arginine and proline metabolism;Valine, leucine and isoleucine biosynthesis;D-Amino acid metabolism;2-Oxocarboxylic acid metabolism;Streptomycin biosynthesis;Caprolactam degradation;Isoflavonoid biosynthesis	putative_multi
255.06591__2.434	256.07319	256.0736	C22557	1,5-Anhydro-D-erythro-hex-1-en-3-ulose; (2R,3R)-3,5-Dihydroxy-2-(hydroxymethyl)-2,3-dihydropyran-4-one; (S)-Dihydrodaidzein	C15H12O4	Metabolic pathways;Degradation of flavonoids	putative_multi
255.06592__1.487	256.0732	256.0736	C04271	3,9-Dihydroxypterocarpan; (6aR,11aR)-3,9-Dihydroxypterocarpan; (R)-2,3-Dihydroxy-isovaleric acid; (2R)-2,3-Dihydroxy-3-methylbutanoate; (2R)-2,3-Dihydroxy-3-methylbutanoic acid; (S)-Mandelonitrile beta-D-glucoside	C15H12O4	Metabolic pathways;Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Arginine and proline metabolism;Valine, leucine and isoleucine biosynthesis;D-Amino acid metabolism;2-Oxocarboxylic acid metabolism;Streptomycin biosynthesis;Caprolactam degradation;Isoflavonoid biosynthesis	putative_multi
255.06592__1.487	256.0732	256.0736	C22557	1,5-Anhydro-D-erythro-hex-1-en-3-ulose; (2R,3R)-3,5-Dihydroxy-2-(hydroxymethyl)-2,3-dihydropyran-4-one; (S)-Dihydrodaidzein	C15H12O4	Metabolic pathways;Degradation of flavonoids	putative_multi
255.06593__1.637	256.07321	256.0736	C04271	3,9-Dihydroxypterocarpan; (6aR,11aR)-3,9-Dihydroxypterocarpan; (R)-2,3-Dihydroxy-isovaleric acid; (2R)-2,3-Dihydroxy-3-methylbutanoate; (2R)-2,3-Dihydroxy-3-methylbutanoic acid; (S)-Mandelonitrile beta-D-glucoside	C15H12O4	Metabolic pathways;Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Arginine and proline metabolism;Valine, leucine and isoleucine biosynthesis;D-Amino acid metabolism;2-Oxocarboxylic acid metabolism;Streptomycin biosynthesis;Caprolactam degradation;Isoflavonoid biosynthesis	putative_multi
255.06593__1.637	256.07321	256.0736	C22557	1,5-Anhydro-D-erythro-hex-1-en-3-ulose; (2R,3R)-3,5-Dihydroxy-2-(hydroxymethyl)-2,3-dihydropyran-4-one; (S)-Dihydrodaidzein	C15H12O4	Metabolic pathways;Degradation of flavonoids	putative_multi
255.06612__1.46	256.0734	256.0736	C04271	3,9-Dihydroxypterocarpan; (6aR,11aR)-3,9-Dihydroxypterocarpan; (R)-2,3-Dihydroxy-isovaleric acid; (2R)-2,3-Dihydroxy-3-methylbutanoate; (2R)-2,3-Dihydroxy-3-methylbutanoic acid; (S)-Mandelonitrile beta-D-glucoside	C15H12O4	Metabolic pathways;Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Arginine and proline metabolism;Valine, leucine and isoleucine biosynthesis;D-Amino acid metabolism;2-Oxocarboxylic acid metabolism;Streptomycin biosynthesis;Caprolactam degradation;Isoflavonoid biosynthesis	putative_multi
255.06612__1.46	256.0734	256.0736	C22557	1,5-Anhydro-D-erythro-hex-1-en-3-ulose; (2R,3R)-3,5-Dihydroxy-2-(hydroxymethyl)-2,3-dihydropyran-4-one; (S)-Dihydrodaidzein	C15H12O4	Metabolic pathways;Degradation of flavonoids	putative_multi
255.0664__7.705	256.07368	256.0736	C04271	3,9-Dihydroxypterocarpan; (6aR,11aR)-3,9-Dihydroxypterocarpan; (R)-2,3-Dihydroxy-isovaleric acid; (2R)-2,3-Dihydroxy-3-methylbutanoate; (2R)-2,3-Dihydroxy-3-methylbutanoic acid; (S)-Mandelonitrile beta-D-glucoside	C15H12O4	Metabolic pathways;Biosynthesis of secondary metabolites;Pantothenate and CoA biosynthesis;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Arginine and proline metabolism;Valine, leucine and isoleucine biosynthesis;D-Amino acid metabolism;2-Oxocarboxylic acid metabolism;Streptomycin biosynthesis;Caprolactam degradation;Isoflavonoid biosynthesis	putative_multi
255.0664__7.705	256.07368	256.0736	C22557	1,5-Anhydro-D-erythro-hex-1-en-3-ulose; (2R,3R)-3,5-Dihydroxy-2-(hydroxymethyl)-2,3-dihydropyran-4-one; (S)-Dihydrodaidzein	C15H12O4	Metabolic pathways;Degradation of flavonoids	putative_multi
257.08182__1.529	198.06796	198.0681	C08447	Dehydrosafynol; (2R,11E)-11-Tridecene-3,5,7,9-tetrayne-1,2-diol; Falcarindiol	C13H10O2	NA	putative_single
257.08185__1.532	258.08912	258.0892	C09618	Davidigenin; 4,2',4'-Trihydroxydihydrochalcone; Rhoeadine	C15H14O4	Metabolic pathways;Biosynthesis of terpenoids and steroids;Sesquiterpenoid and triterpenoid biosynthesis	putative_multi
257.08185__1.532	258.08912	258.0892	C13633	4-Hydroxyphenacyl alcohol; 2,4'-Dihydroxyacetophenone; 4-(1-Hydroxyethyl)phenol; 2,2-Bis(4-hydroxyphenyl)-propanoic acid	C15H14O4	Metabolic pathways;Microbial metabolism in diverse environments;Bisphenol degradation	putative_multi
257.08187__1.55	258.08915	258.0892	C09618	Davidigenin; 4,2',4'-Trihydroxydihydrochalcone; Rhoeadine	C15H14O4	Metabolic pathways;Biosynthesis of terpenoids and steroids;Sesquiterpenoid and triterpenoid biosynthesis	putative_multi
257.08187__1.55	258.08915	258.0892	C13633	4-Hydroxyphenacyl alcohol; 2,4'-Dihydroxyacetophenone; 4-(1-Hydroxyethyl)phenol; 2,2-Bis(4-hydroxyphenyl)-propanoic acid	C15H14O4	Metabolic pathways;Microbial metabolism in diverse environments;Bisphenol degradation	putative_multi
257.08191__2.565	258.08919	258.0892	C09618	Davidigenin; 4,2',4'-Trihydroxydihydrochalcone; Rhoeadine	C15H14O4	Metabolic pathways;Biosynthesis of terpenoids and steroids;Sesquiterpenoid and triterpenoid biosynthesis	putative_multi
257.08191__2.565	258.08919	258.0892	C13633	4-Hydroxyphenacyl alcohol; 2,4'-Dihydroxyacetophenone; 4-(1-Hydroxyethyl)phenol; 2,2-Bis(4-hydroxyphenyl)-propanoic acid	C15H14O4	Metabolic pathways;Microbial metabolism in diverse environments;Bisphenol degradation	putative_multi
257.08195__1.439	258.08923	258.0892	C09618	Davidigenin; 4,2',4'-Trihydroxydihydrochalcone; Rhoeadine	C15H14O4	Metabolic pathways;Biosynthesis of terpenoids and steroids;Sesquiterpenoid and triterpenoid biosynthesis	putative_multi
257.08195__1.439	258.08923	258.0892	C13633	4-Hydroxyphenacyl alcohol; 2,4'-Dihydroxyacetophenone; 4-(1-Hydroxyethyl)phenol; 2,2-Bis(4-hydroxyphenyl)-propanoic acid	C15H14O4	Metabolic pathways;Microbial metabolism in diverse environments;Bisphenol degradation	putative_multi
257.082__1.692	258.08928	258.0892	C09618	Davidigenin; 4,2',4'-Trihydroxydihydrochalcone; Rhoeadine	C15H14O4	Metabolic pathways;Biosynthesis of terpenoids and steroids;Sesquiterpenoid and triterpenoid biosynthesis	putative_multi
257.082__1.692	258.08928	258.0892	C13633	4-Hydroxyphenacyl alcohol; 2,4'-Dihydroxyacetophenone; 4-(1-Hydroxyethyl)phenol; 2,2-Bis(4-hydroxyphenyl)-propanoic acid	C15H14O4	Metabolic pathways;Microbial metabolism in diverse environments;Bisphenol degradation	putative_multi
257.08206__8.063	258.08933	258.0892	C09618	Davidigenin; 4,2',4'-Trihydroxydihydrochalcone; Rhoeadine	C15H14O4	Metabolic pathways;Biosynthesis of terpenoids and steroids;Sesquiterpenoid and triterpenoid biosynthesis	putative_multi
257.08206__8.063	258.08933	258.0892	C13633	4-Hydroxyphenacyl alcohol; 2,4'-Dihydroxyacetophenone; 4-(1-Hydroxyethyl)phenol; 2,2-Bis(4-hydroxyphenyl)-propanoic acid	C15H14O4	Metabolic pathways;Microbial metabolism in diverse environments;Bisphenol degradation	putative_multi
258.03855__6.013	259.04583	259.0457	C00351	D-Glucosamine 6-phosphate; D-Glucosamine phosphate; all-trans-Geranylgeranyl diphosphate; all-trans-Geranylgeranyl pyrophosphate; (2E,6E,10E)-3,7,11,15-Tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate; Dihydroxy-L-phenylalanine; 5'-Phosphooligonucleotide	C10H19O14P3R2(C5H8O5PR)n	Carbon fixation by Calvin cycle;Metabolic pathways;Diabetic cardiomyopathy;Purine metabolism;Biosynthesis of various antibiotics;Biosynthesis of secondary metabolites;Nucleotide metabolism;Prolactin signaling pathway;Parkinson disease;AMPK signaling pathway;Ferroptosis;Methane metabolism;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Alanine, aspartate and glutamate metabolism;Biosynthesis of various plant secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Tyrosine metabolism;Butanoate metabolism;Terpenoid backbone biosynthesis;Biosynthesis of various other secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from terpenoid and polyketide;Phosphotransferase system (PTS);Glucagon signaling pathway;Insulin resistance;Central carbon metabolism in cancer;Valine, leucine and isoleucine degradation;Cocaine addiction;Amphetamine addiction;Alcoholism;Amino sugar and nucleotide sugar metabolism;Biosynthesis of nucleotide sugars;Phenylalanine, tyrosine and tryptophan biosynthesis;Dopaminergic synapse;Diterpenoid biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Isoquinoline alkaloid biosynthesis;Betalain biosynthesis;Fructose and mannose metabolism;Indole diterpene alkaloid biosynthesis;Carotenoid biosynthesis;HMG-CoA reductase inhibitors	putative_multi
